,accepted_species,Assigned_group,number_of_species_in_group
288,Scleromitrion tenelliflorum,NWG,69
288,Scleromitrion tenelliflorum,QLD,56
288,Scleromitrion tenelliflorum,SUM,99
288,Scleromitrion tenelliflorum,THA,205
289,Chonemorpha fragrans,AND,62
289,Chonemorpha fragrans,ASS,118
289,Chonemorpha fragrans,BAN,125
289,Chonemorpha fragrans,BOR,100
289,Chonemorpha fragrans,CBD,139
289,Chonemorpha fragrans,CHC,226
289,Chonemorpha fragrans,CHS,179
289,Chonemorpha fragrans,CHT,73
289,Chonemorpha fragrans,EHM,114
289,Chonemorpha fragrans,IND,142
289,Chonemorpha fragrans,JAW,102
289,Chonemorpha fragrans,LAO,120
289,Chonemorpha fragrans,LSI,50
289,Chonemorpha fragrans,MLY,152
289,Chonemorpha fragrans,MYA,174
289,Chonemorpha fragrans,NEP,108
289,Chonemorpha fragrans,PHI,93
289,Chonemorpha fragrans,SRL,92
289,Chonemorpha fragrans,SUL,63
289,Chonemorpha fragrans,SUM,99
289,Chonemorpha fragrans,THA,205
289,Chonemorpha fragrans,VIE,201
289,Chonemorpha fragrans,WHM,82
290,Schenkia spicata,AFG,37
290,Schenkia spicata,ALG,26
290,Schenkia spicata,BAL,16
290,Schenkia spicata,BUL,49
290,Schenkia spicata,COR,23
290,Schenkia spicata,CYP,14
290,Schenkia spicata,EAI,22
290,Schenkia spicata,EGY,15
290,Schenkia spicata,FRA,49
290,Schenkia spicata,GRC,44
290,Schenkia spicata,IRN,40
290,Schenkia spicata,IRQ,26
290,Schenkia spicata,ITA,53
290,Schenkia spicata,KAZ,37
290,Schenkia spicata,KGZ,27
290,Schenkia spicata,KRI,16
290,Schenkia spicata,KRY,28
290,Schenkia spicata,LBS,25
290,Schenkia spicata,LBY,18
290,Schenkia spicata,MOR,25
290,Schenkia spicata,PAK,61
290,Schenkia spicata,PAL,28
290,Schenkia spicata,POR,25
290,Schenkia spicata,ROM,43
290,Schenkia spicata,RUS,26
290,Schenkia spicata,SAR,22
290,Schenkia spicata,SIC,23
290,Schenkia spicata,SIN,16
290,Schenkia spicata,SPA,40
290,Schenkia spicata,TCS,37
290,Schenkia spicata,TKM,17
290,Schenkia spicata,TUE,26
290,Schenkia spicata,TUN,18
290,Schenkia spicata,TUR,47
290,Schenkia spicata,TZK,26
290,Schenkia spicata,UKR,39
290,Schenkia spicata,UZB,24
290,Schenkia spicata,YUG,53
291,Uncaria rhynchophylla,CHC,226
291,Uncaria rhynchophylla,CHS,179
291,Uncaria rhynchophylla,JAP,66
291,Uncaria rhynchophylla,TAI,89
291,Uncaria rhynchophylla,VIE,201
292,Gentianopsis virgata,COL,21
292,Gentianopsis virgata,ILL,17
292,Gentianopsis virgata,INI,13
292,Gentianopsis virgata,IOW,10
292,Gentianopsis virgata,MAN,13
292,Gentianopsis virgata,MIC,14
292,Gentianopsis virgata,MIN,13
292,Gentianopsis virgata,NDA,9
292,Gentianopsis virgata,NWJ,11
292,Gentianopsis virgata,NWY,14
292,Gentianopsis virgata,OHI,12
292,Gentianopsis virgata,ONT,20
292,Gentianopsis virgata,PEN,13
292,Gentianopsis virgata,SAS,9
292,Gentianopsis virgata,SDA,13
292,Gentianopsis virgata,WIS,14
293,Gentianopsis grandis,CHC,226
294,Simira williamsii,BZN,145
294,Simira williamsii,PER,121
295,Callichilia subsessilis,CON,102
295,Callichilia subsessilis,GHA,85
295,Callichilia subsessilis,GUI,89
295,Callichilia subsessilis,IVO,93
295,Callichilia subsessilis,LBR,77
295,Callichilia subsessilis,NGA,116
295,Callichilia subsessilis,SIE,73
296,Catharanthus lanceus,MDG,65
297,Gentiana arisanensis,TAI,89
298,Syringantha coulteri,MXE,55
299,Asclepias asperula,ARI,22
299,Asclepias asperula,CAL,24
299,Asclepias asperula,COL,21
299,Asclepias asperula,IDA,15
299,Asclepias asperula,KAN,10
299,Asclepias asperula,MXE,55
299,Asclepias asperula,MXN,37
299,Asclepias asperula,NEB,12
299,Asclepias asperula,NEV,20
299,Asclepias asperula,NWM,24
299,Asclepias asperula,OKL,13
299,Asclepias asperula,TEX,27
299,Asclepias asperula,UTA,21
300,Uncaria guianensis,BOL,122
300,Uncaria guianensis,BZC,97
300,Uncaria guianensis,BZE,101
300,Uncaria guianensis,BZN,145
300,Uncaria guianensis,CLM,138
300,Uncaria guianensis,ECU,90
300,Uncaria guianensis,FRG,85
300,Uncaria guianensis,GUY,84
300,Uncaria guianensis,PAR,51
300,Uncaria guianensis,PER,121
300,Uncaria guianensis,SUR,77
300,Uncaria guianensis,TRT,43
300,Uncaria guianensis,VEN,116
301,Uncaria sinensis,CHC,226
301,Uncaria sinensis,CHN,69
301,Uncaria sinensis,CHS,179
301,Uncaria sinensis,VIE,201
302,Jasminanthes mucronata,CHC,226
302,Jasminanthes mucronata,CHS,179
302,Jasminanthes mucronata,JAP,66
302,Jasminanthes mucronata,NNS,47
302,Jasminanthes mucronata,TAI,89
303,Solenostemma arghel,ALG,26
303,Solenostemma arghel,CHA,37
303,Solenostemma arghel,EGY,15
303,Solenostemma arghel,LBY,18
303,Solenostemma arghel,MLI,41
303,Solenostemma arghel,NGR,16
303,Solenostemma arghel,PAL,28
303,Solenostemma arghel,SAU,28
303,Solenostemma arghel,SIN,16
303,Solenostemma arghel,SUD,72
304,Blackstonia perfoliata,ALB,36
304,Blackstonia perfoliata,ALG,26
304,Blackstonia perfoliata,AUT,44
304,Blackstonia perfoliata,BAL,16
304,Blackstonia perfoliata,BGM,22
304,Blackstonia perfoliata,BUL,49
304,Blackstonia perfoliata,COR,23
304,Blackstonia perfoliata,CYP,14
304,Blackstonia perfoliata,CZE,36
304,Blackstonia perfoliata,EAI,22
304,Blackstonia perfoliata,FRA,49
304,Blackstonia perfoliata,GER,38
304,Blackstonia perfoliata,GRB,19
304,Blackstonia perfoliata,GRC,44
304,Blackstonia perfoliata,HUN,26
304,Blackstonia perfoliata,IRE,13
304,Blackstonia perfoliata,IRQ,26
304,Blackstonia perfoliata,ITA,53
304,Blackstonia perfoliata,KRI,16
304,Blackstonia perfoliata,KRY,28
304,Blackstonia perfoliata,LBS,25
304,Blackstonia perfoliata,MOR,25
304,Blackstonia perfoliata,NET,22
304,Blackstonia perfoliata,PAL,28
304,Blackstonia perfoliata,POR,25
304,Blackstonia perfoliata,SAR,22
304,Blackstonia perfoliata,SIC,23
304,Blackstonia perfoliata,SIN,16
304,Blackstonia perfoliata,SPA,40
304,Blackstonia perfoliata,SWI,42
304,Blackstonia perfoliata,TUE,26
304,Blackstonia perfoliata,TUN,18
304,Blackstonia perfoliata,TUR,47
304,Blackstonia perfoliata,YUG,53
305,Mandevilla martiana,BZE,101
305,Mandevilla martiana,BZL,109
306,Mandevilla hirsuta,BLZ,53
306,Mandevilla hirsuta,BOL,122
306,Mandevilla hirsuta,BZC,97
306,Mandevilla hirsuta,BZE,101
306,Mandevilla hirsuta,BZL,109
306,Mandevilla hirsuta,BZN,145
306,Mandevilla hirsuta,CLM,138
306,Mandevilla hirsuta,COS,84
306,Mandevilla hirsuta,ECU,90
306,Mandevilla hirsuta,ELS,42
306,Mandevilla hirsuta,FRG,85
306,Mandevilla hirsuta,GUA,67
306,Mandevilla hirsuta,GUY,84
306,Mandevilla hirsuta,HON,63
306,Mandevilla hirsuta,MXS,67
306,Mandevilla hirsuta,MXT,72
306,Mandevilla hirsuta,NIC,70
306,Mandevilla hirsuta,PAN,89
306,Mandevilla hirsuta,PAR,51
306,Mandevilla hirsuta,PER,121
306,Mandevilla hirsuta,SUR,77
306,Mandevilla hirsuta,TRT,43
306,Mandevilla hirsuta,VEN,116
307,Melodinus australis,BIS,22
307,Melodinus australis,NSW,18
307,Melodinus australis,NTA,27
307,Melodinus australis,NWG,69
307,Melodinus australis,QLD,56
307,Melodinus australis,SOL,30
307,Melodinus australis,VAN,22
308,Cynanchum grandidieri,MDG,65
309,Tabernaemontana attenuata,FRG,85
309,Tabernaemontana attenuata,SUR,77
309,Tabernaemontana attenuata,TRT,43
309,Tabernaemontana attenuata,VEN,116
310,Tabernaemontana peschiera,BZN,145
310,Tabernaemontana peschiera,FRG,85
310,Tabernaemontana peschiera,SUR,77
311,Palicourea elata,BLZ,53
311,Palicourea elata,CLM,138
311,Palicourea elata,COS,84
311,Palicourea elata,ECU,90
311,Palicourea elata,GUA,67
311,Palicourea elata,HON,63
311,Palicourea elata,JAM,26
311,Palicourea elata,MXC,44
311,Palicourea elata,MXG,61
311,Palicourea elata,MXS,67
311,Palicourea elata,MXT,72
311,Palicourea elata,NIC,70
311,Palicourea elata,PAN,89
312,Gentianopsis paludosa,CHC,226
312,Gentianopsis paludosa,CHI,42
312,Gentianopsis paludosa,CHN,69
312,Gentianopsis paludosa,CHQ,33
312,Gentianopsis paludosa,CHT,73
312,Gentianopsis paludosa,EHM,114
312,Gentianopsis paludosa,NEP,108
312,Gentianopsis paludosa,PAK,61
312,Gentianopsis paludosa,WHM,82
313,Sinomarsdenia incisa,CHC,226
314,Palicourea winkleri,BLZ,53
314,Palicourea winkleri,BOL,122
314,Palicourea winkleri,CLM,138
314,Palicourea winkleri,COS,84
314,Palicourea winkleri,ECU,90
314,Palicourea winkleri,ELS,42
314,Palicourea winkleri,GUA,67
314,Palicourea winkleri,HON,63
314,Palicourea winkleri,MXT,72
314,Palicourea winkleri,NIC,70
314,Palicourea winkleri,PAN,89
314,Palicourea winkleri,PER,121
314,Palicourea winkleri,VEN,116
315,Cordiera sessilis,BOL,122
315,Cordiera sessilis,BZC,97
315,Cordiera sessilis,BZE,101
315,Cordiera sessilis,BZL,109
315,Cordiera sessilis,BZN,145
315,Cordiera sessilis,PAR,51
316,Mexotis latifolia,GUA,67
316,Mexotis latifolia,MXC,44
316,Mexotis latifolia,MXG,61
316,Mexotis latifolia,MXS,67
316,Mexotis latifolia,MXT,72
317,Vincetoxicum floribundum,CHC,226
317,Vincetoxicum floribundum,CHS,179
317,Vincetoxicum floribundum,JAP,66
317,Vincetoxicum floribundum,KOR,45
318,Oldenlandia herbacea,AND,62
318,Oldenlandia herbacea,ANG,77
318,Oldenlandia herbacea,ASS,118
318,Oldenlandia herbacea,BAN,125
318,Oldenlandia herbacea,BEN,73
318,Oldenlandia herbacea,BKN,46
318,Oldenlandia herbacea,BOT,24
318,Oldenlandia herbacea,BUR,41
318,Oldenlandia herbacea,CAF,95
318,Oldenlandia herbacea,CHA,37
318,Oldenlandia herbacea,CMN,125
318,Oldenlandia herbacea,CON,102
318,Oldenlandia herbacea,CPP,33
318,Oldenlandia herbacea,CPV,15
318,Oldenlandia herbacea,CVI,4
318,Oldenlandia herbacea,DJI,14
318,Oldenlandia herbacea,ERI,21
318,Oldenlandia herbacea,ETH,47
318,Oldenlandia herbacea,GAB,99
318,Oldenlandia herbacea,GAM,29
318,Oldenlandia herbacea,GGI,33
318,Oldenlandia herbacea,GHA,85
318,Oldenlandia herbacea,GNB,48
318,Oldenlandia herbacea,GUI,89
318,Oldenlandia herbacea,IND,142
318,Oldenlandia herbacea,IVO,93
318,Oldenlandia herbacea,KEN,85
318,Oldenlandia herbacea,LBR,77
318,Oldenlandia herbacea,LES,8
318,Oldenlandia herbacea,MAU,6
318,Oldenlandia herbacea,MDG,65
318,Oldenlandia herbacea,MLI,41
318,Oldenlandia herbacea,MLW,70
318,Oldenlandia herbacea,MOZ,82
318,Oldenlandia herbacea,NAM,20
318,Oldenlandia herbacea,NAT,45
318,Oldenlandia herbacea,NGA,116
318,Oldenlandia herbacea,OFS,12
318,Oldenlandia herbacea,REU,7
318,Oldenlandia herbacea,RWA,34
318,Oldenlandia herbacea,SEN,55
318,Oldenlandia herbacea,SIE,73
318,Oldenlandia herbacea,SOC,11
318,Oldenlandia herbacea,SOM,34
318,Oldenlandia herbacea,SRL,92
318,Oldenlandia herbacea,SUD,72
318,Oldenlandia herbacea,SWZ,34
318,Oldenlandia herbacea,TAN,109
318,Oldenlandia herbacea,TOG,51
318,Oldenlandia herbacea,TVL,47
318,Oldenlandia herbacea,UGA,76
318,Oldenlandia herbacea,ZAI,136
318,Oldenlandia herbacea,ZAM,68
318,Oldenlandia herbacea,ZIM,63
319,Pyrostria major,MDG,65
320,Ophiorrhiza rosacea,MLY,152
320,Ophiorrhiza rosacea,SUM,99
321,Urceola micrantha,ASS,118
321,Urceola micrantha,BAN,125
321,Urceola micrantha,CBD,139
321,Urceola micrantha,CHC,226
321,Urceola micrantha,CHH,84
321,Urceola micrantha,CHS,179
321,Urceola micrantha,CHT,73
321,Urceola micrantha,EHM,114
321,Urceola micrantha,LAO,120
321,Urceola micrantha,MLY,152
321,Urceola micrantha,MYA,174
321,Urceola micrantha,NNS,47
321,Urceola micrantha,TAI,89
321,Urceola micrantha,THA,205
321,Urceola micrantha,VIE,201
322,Lomatogonium rotatum,ABT,10
322,Lomatogonium rotatum,ALT,29
322,Lomatogonium rotatum,AMU,16
322,Lomatogonium rotatum,ASK,8
322,Lomatogonium rotatum,BRC,12
322,Lomatogonium rotatum,BRY,24
322,Lomatogonium rotatum,CHC,226
322,Lomatogonium rotatum,CHI,42
322,Lomatogonium rotatum,CHM,29
322,Lomatogonium rotatum,CHN,69
322,Lomatogonium rotatum,CHQ,33
322,Lomatogonium rotatum,CHX,28
322,Lomatogonium rotatum,COL,21
322,Lomatogonium rotatum,CTA,20
322,Lomatogonium rotatum,GNL,7
322,Lomatogonium rotatum,ICE,9
322,Lomatogonium rotatum,IDA,15
322,Lomatogonium rotatum,IRK,20
322,Lomatogonium rotatum,KAM,10
322,Lomatogonium rotatum,KAZ,37
322,Lomatogonium rotatum,KGZ,27
322,Lomatogonium rotatum,KHA,20
322,Lomatogonium rotatum,KRA,24
322,Lomatogonium rotatum,LAB,6
322,Lomatogonium rotatum,MAG,10
322,Lomatogonium rotatum,MAI,12
322,Lomatogonium rotatum,MAN,13
322,Lomatogonium rotatum,MNT,16
322,Lomatogonium rotatum,MON,29
322,Lomatogonium rotatum,NBR,9
322,Lomatogonium rotatum,NFL,7
322,Lomatogonium rotatum,NUN,5
322,Lomatogonium rotatum,NWM,24
322,Lomatogonium rotatum,NWT,6
322,Lomatogonium rotatum,ONT,20
322,Lomatogonium rotatum,QUE,17
322,Lomatogonium rotatum,RUN,24
322,Lomatogonium rotatum,SAK,8
322,Lomatogonium rotatum,SAS,9
322,Lomatogonium rotatum,TVA,18
322,Lomatogonium rotatum,UTA,21
322,Lomatogonium rotatum,WSB,32
322,Lomatogonium rotatum,WYO,15
322,Lomatogonium rotatum,YAK,16
322,Lomatogonium rotatum,YUK,6
323,Swertia arisanensis,TAI,89
324,Desmidorchis penicillata,DJI,14
324,Desmidorchis penicillata,ERI,21
324,Desmidorchis penicillata,ETH,47
324,Desmidorchis penicillata,OMA,20
324,Desmidorchis penicillata,SAU,28
324,Desmidorchis penicillata,SOM,34
324,Desmidorchis penicillata,SUD,72
324,Desmidorchis penicillata,YEM,27
325,Tabernaemontana debrayi,MDG,65
326,Mitracarpus hirtus,AGE,35
326,Mitracarpus hirtus,AGW,15
326,Mitracarpus hirtus,ARU,6
326,Mitracarpus hirtus,BLZ,53
326,Mitracarpus hirtus,BOL,122
326,Mitracarpus hirtus,BZC,97
326,Mitracarpus hirtus,BZE,101
326,Mitracarpus hirtus,BZL,109
326,Mitracarpus hirtus,BZN,145
326,Mitracarpus hirtus,BZS,55
326,Mitracarpus hirtus,CLM,138
326,Mitracarpus hirtus,COS,84
326,Mitracarpus hirtus,CUB,45
326,Mitracarpus hirtus,ECU,90
326,Mitracarpus hirtus,ELS,42
326,Mitracarpus hirtus,GUA,67
326,Mitracarpus hirtus,GUY,84
326,Mitracarpus hirtus,HAI,31
326,Mitracarpus hirtus,HON,63
326,Mitracarpus hirtus,JAM,26
326,Mitracarpus hirtus,LEE,32
326,Mitracarpus hirtus,MXC,44
326,Mitracarpus hirtus,MXE,55
326,Mitracarpus hirtus,MXG,61
326,Mitracarpus hirtus,MXN,37
326,Mitracarpus hirtus,MXS,67
326,Mitracarpus hirtus,MXT,72
326,Mitracarpus hirtus,NIC,70
326,Mitracarpus hirtus,NLA,7
326,Mitracarpus hirtus,PAN,89
326,Mitracarpus hirtus,PAR,51
326,Mitracarpus hirtus,PER,121
326,Mitracarpus hirtus,PUE,28
326,Mitracarpus hirtus,TRT,43
326,Mitracarpus hirtus,URU,16
326,Mitracarpus hirtus,VEN,116
326,Mitracarpus hirtus,VNA,18
326,Mitracarpus hirtus,WIN,30
327,Aspidosperma album,BZC,97
327,Aspidosperma album,BZN,145
327,Aspidosperma album,FRG,85
327,Aspidosperma album,GUY,84
327,Aspidosperma album,PER,121
327,Aspidosperma album,SUR,77
327,Aspidosperma album,VEN,116
328,Gentianopsis thermalis,COL,21
328,Gentianopsis thermalis,IDA,15
328,Gentianopsis thermalis,MNT,16
328,Gentianopsis thermalis,NEV,20
328,Gentianopsis thermalis,NWM,24
328,Gentianopsis thermalis,UTA,21
328,Gentianopsis thermalis,WYO,15
329,Gentianopsis lanceolata,MXE,55
329,Gentianopsis lanceolata,MXG,61
329,Gentianopsis lanceolata,MXN,37
329,Gentianopsis lanceolata,MXS,67
330,Palicourea alpina,CUB,45
330,Palicourea alpina,DOM,34
330,Palicourea alpina,HAI,31
330,Palicourea alpina,JAM,26
330,Palicourea alpina,PUE,28
331,Callichilia barteri,BEN,73
331,Callichilia barteri,CMN,125
331,Callichilia barteri,CON,102
331,Callichilia barteri,NGA,116
331,Callichilia barteri,TOG,51
331,Callichilia barteri,ZAI,136
332,Picralima nitida,BEN,73
332,Picralima nitida,CAB,37
332,Picralima nitida,CAF,95
332,Picralima nitida,CMN,125
332,Picralima nitida,CON,102
332,Picralima nitida,GAB,99
332,Picralima nitida,GHA,85
332,Picralima nitida,GUI,89
332,Picralima nitida,IVO,93
332,Picralima nitida,NGA,116
332,Picralima nitida,UGA,76
332,Picralima nitida,ZAI,136
333,Gynochthodes officinalis,CHH,84
333,Gynochthodes officinalis,CHS,179
334,Alstonia actinophylla,NTA,27
334,Alstonia actinophylla,NWG,69
334,Alstonia actinophylla,QLD,56
334,Alstonia actinophylla,WAU,16
335,Comastoma tenellum,ALT,29
335,Comastoma tenellum,ARI,22
335,Comastoma tenellum,ASK,8
335,Comastoma tenellum,AUT,44
335,Comastoma tenellum,BRC,12
335,Comastoma tenellum,BRY,24
335,Comastoma tenellum,CAL,24
335,Comastoma tenellum,CHI,42
335,Comastoma tenellum,CHT,73
335,Comastoma tenellum,CHX,28
335,Comastoma tenellum,COL,21
335,Comastoma tenellum,CZE,36
335,Comastoma tenellum,EHM,114
335,Comastoma tenellum,FIN,14
335,Comastoma tenellum,FRA,49
335,Comastoma tenellum,GER,38
335,Comastoma tenellum,GNL,7
335,Comastoma tenellum,ICE,9
335,Comastoma tenellum,IDA,15
335,Comastoma tenellum,IRK,20
335,Comastoma tenellum,KAM,10
335,Comastoma tenellum,KAZ,37
335,Comastoma tenellum,KGZ,27
335,Comastoma tenellum,KHA,20
335,Comastoma tenellum,KRA,24
335,Comastoma tenellum,MAG,10
335,Comastoma tenellum,MNT,16
335,Comastoma tenellum,MON,29
335,Comastoma tenellum,MOR,25
335,Comastoma tenellum,NEP,108
335,Comastoma tenellum,NEV,20
335,Comastoma tenellum,NOR,19
335,Comastoma tenellum,NUN,5
335,Comastoma tenellum,NWM,24
335,Comastoma tenellum,NWT,6
335,Comastoma tenellum,ONT,20
335,Comastoma tenellum,ORE,13
335,Comastoma tenellum,POL,29
335,Comastoma tenellum,QUE,17
335,Comastoma tenellum,ROM,43
335,Comastoma tenellum,RUN,24
335,Comastoma tenellum,SPA,40
335,Comastoma tenellum,SVA,1
335,Comastoma tenellum,SWE,18
335,Comastoma tenellum,SWI,42
335,Comastoma tenellum,TVA,18
335,Comastoma tenellum,TZK,26
335,Comastoma tenellum,UKR,39
335,Comastoma tenellum,UTA,21
335,Comastoma tenellum,WAS,10
335,Comastoma tenellum,WHM,82
335,Comastoma tenellum,WSB,32
335,Comastoma tenellum,WYO,15
335,Comastoma tenellum,YAK,16
335,Comastoma tenellum,YUK,6
336,Vincetoxicum mukdenense,AMU,16
336,Vincetoxicum mukdenense,BRY,24
336,Vincetoxicum mukdenense,CHC,226
336,Vincetoxicum mukdenense,CHI,42
336,Vincetoxicum mukdenense,CHM,29
336,Vincetoxicum mukdenense,CHN,69
336,Vincetoxicum mukdenense,CHS,179
336,Vincetoxicum mukdenense,CTA,20
336,Vincetoxicum mukdenense,JAP,66
336,Vincetoxicum mukdenense,KHA,20
336,Vincetoxicum mukdenense,KOR,45
336,Vincetoxicum mukdenense,MON,29
336,Vincetoxicum mukdenense,NNS,47
336,Vincetoxicum mukdenense,PRM,22
336,Vincetoxicum mukdenense,TAI,89
337,Vincetoxicum tanakae,JAP,66
337,Vincetoxicum tanakae,NNS,47
338,Gentiana loureiroi,ASS,118
338,Gentiana loureiroi,CHC,226
338,Gentiana loureiroi,CHH,84
338,Gentiana loureiroi,CHS,179
338,Gentiana loureiroi,EHM,114
338,Gentiana loureiroi,LAO,120
338,Gentiana loureiroi,MYA,174
338,Gentiana loureiroi,TAI,89
338,Gentiana loureiroi,THA,205
338,Gentiana loureiroi,VIE,201
339,Tocoyena formosa,BOL,122
339,Tocoyena formosa,BZC,97
339,Tocoyena formosa,BZE,101
339,Tocoyena formosa,BZL,109
339,Tocoyena formosa,BZN,145
339,Tocoyena formosa,BZS,55
339,Tocoyena formosa,PAR,51
339,Tocoyena formosa,SUR,77
340,Uncaria cordata,AND,62
340,Uncaria cordata,BAN,125
340,Uncaria cordata,BOR,100
340,Uncaria cordata,CBD,139
340,Uncaria cordata,JAW,102
340,Uncaria cordata,LAO,120
340,Uncaria cordata,LSI,50
340,Uncaria cordata,MLY,152
340,Uncaria cordata,MOL,49
340,Uncaria cordata,MYA,174
340,Uncaria cordata,NCB,44
340,Uncaria cordata,NWG,69
340,Uncaria cordata,PHI,93
340,Uncaria cordata,QLD,56
340,Uncaria cordata,SUL,63
340,Uncaria cordata,SUM,99
340,Uncaria cordata,THA,205
340,Uncaria cordata,VIE,201
341,Vallaris solanacea,ASS,118
341,Vallaris solanacea,BAN,125
341,Vallaris solanacea,CBD,139
341,Vallaris solanacea,CHH,84
341,Vallaris solanacea,EHM,114
341,Vallaris solanacea,IND,142
341,Vallaris solanacea,LAO,120
341,Vallaris solanacea,MYA,174
341,Vallaris solanacea,NEP,108
341,Vallaris solanacea,PAK,61
341,Vallaris solanacea,SRL,92
341,Vallaris solanacea,THA,205
341,Vallaris solanacea,VIE,201
341,Vallaris solanacea,WHM,82
342,Swertia purpurascens,AFG,37
342,Swertia purpurascens,ASS,118
342,Swertia purpurascens,CHT,73
342,Swertia purpurascens,EHM,114
342,Swertia purpurascens,NEP,108
342,Swertia purpurascens,PAK,61
342,Swertia purpurascens,WHM,82
343,Psychotria milnei,FIJ,18
343,Psychotria milnei,VAN,22
344,Neonauclea calycina,AND,62
344,Neonauclea calycina,BOR,100
344,Neonauclea calycina,CBD,139
344,Neonauclea calycina,EHM,114
344,Neonauclea calycina,LAO,120
344,Neonauclea calycina,LSI,50
344,Neonauclea calycina,MYA,174
344,Neonauclea calycina,PHI,93
344,Neonauclea calycina,SUL,63
344,Neonauclea calycina,SUM,99
344,Neonauclea calycina,THA,205
344,Neonauclea calycina,VIE,201
345,Tabernaemontana oppositifolia,PUE,28
345,Tabernaemontana oppositifolia,TRT,43
346,Gentianopsis ciliata,ALB,36
346,Gentianopsis ciliata,ALT,29
346,Gentianopsis ciliata,AUT,44
346,Gentianopsis ciliata,BGM,22
346,Gentianopsis ciliata,BUL,49
346,Gentianopsis ciliata,CZE,36
346,Gentianopsis ciliata,FRA,49
346,Gentianopsis ciliata,GER,38
346,Gentianopsis ciliata,GRB,19
346,Gentianopsis ciliata,GRC,44
346,Gentianopsis ciliata,HUN,26
346,Gentianopsis ciliata,IRN,40
346,Gentianopsis ciliata,ITA,53
346,Gentianopsis ciliata,KRA,24
346,Gentianopsis ciliata,MOR,25
346,Gentianopsis ciliata,NCS,32
346,Gentianopsis ciliata,NET,22
346,Gentianopsis ciliata,POL,29
346,Gentianopsis ciliata,ROM,43
346,Gentianopsis ciliata,SPA,40
346,Gentianopsis ciliata,SWI,42
346,Gentianopsis ciliata,TCS,37
346,Gentianopsis ciliata,TUR,47
346,Gentianopsis ciliata,UKR,39
346,Gentianopsis ciliata,WSB,32
346,Gentianopsis ciliata,YUG,53
347,Rothmannia urcelliformis,ANG,77
347,Rothmannia urcelliformis,BEN,73
347,Rothmannia urcelliformis,BUR,41
347,Rothmannia urcelliformis,CAF,95
347,Rothmannia urcelliformis,CMN,125
347,Rothmannia urcelliformis,CON,102
347,Rothmannia urcelliformis,ETH,47
347,Rothmannia urcelliformis,GAB,99
347,Rothmannia urcelliformis,GGI,33
347,Rothmannia urcelliformis,GHA,85
347,Rothmannia urcelliformis,GUI,89
347,Rothmannia urcelliformis,IVO,93
347,Rothmannia urcelliformis,KEN,85
347,Rothmannia urcelliformis,LBR,77
347,Rothmannia urcelliformis,MLW,70
347,Rothmannia urcelliformis,MOZ,82
347,Rothmannia urcelliformis,NGA,116
347,Rothmannia urcelliformis,SIE,73
347,Rothmannia urcelliformis,SUD,72
347,Rothmannia urcelliformis,TAN,109
347,Rothmannia urcelliformis,TOG,51
347,Rothmannia urcelliformis,UGA,76
347,Rothmannia urcelliformis,ZAI,136
347,Rothmannia urcelliformis,ZIM,63
348,Alstonia costata,COO,5
348,Alstonia costata,FIJ,18
348,Alstonia costata,MRQ,4
348,Alstonia costata,NWC,49
348,Alstonia costata,SAM,11
348,Alstonia costata,SCI,9
348,Alstonia costata,SCZ,5
348,Alstonia costata,SOL,30
348,Alstonia costata,TON,11
348,Alstonia costata,VAN,22
349,Vincetoxicum stauntonii,CHC,226
349,Vincetoxicum stauntonii,CHN,69
349,Vincetoxicum stauntonii,CHS,179
349,Vincetoxicum stauntonii,VIE,201
350,Curtia tenuifolia,AGE,35
350,Curtia tenuifolia,BLZ,53
350,Curtia tenuifolia,BOL,122
350,Curtia tenuifolia,BZC,97
350,Curtia tenuifolia,BZE,101
350,Curtia tenuifolia,BZL,109
350,Curtia tenuifolia,BZN,145
350,Curtia tenuifolia,BZS,55
350,Curtia tenuifolia,CLM,138
350,Curtia tenuifolia,COS,84
350,Curtia tenuifolia,ELS,42
350,Curtia tenuifolia,FRG,85
350,Curtia tenuifolia,GUA,67
350,Curtia tenuifolia,GUY,84
350,Curtia tenuifolia,HON,63
350,Curtia tenuifolia,MXT,72
350,Curtia tenuifolia,NIC,70
350,Curtia tenuifolia,PAN,89
350,Curtia tenuifolia,PAR,51
350,Curtia tenuifolia,URU,16
350,Curtia tenuifolia,VEN,116
351,Baroniella acuminata,MDG,65
352,Cascabela thevetia,AGE,35
352,Cascabela thevetia,BLZ,53
352,Cascabela thevetia,BOL,122
352,Cascabela thevetia,BZC,97
352,Cascabela thevetia,BZL,109
352,Cascabela thevetia,BZN,145
352,Cascabela thevetia,CLM,138
352,Cascabela thevetia,COS,84
352,Cascabela thevetia,ECU,90
352,Cascabela thevetia,ELS,42
352,Cascabela thevetia,FRG,85
352,Cascabela thevetia,GUA,67
352,Cascabela thevetia,GUY,84
352,Cascabela thevetia,HON,63
352,Cascabela thevetia,MXC,44
352,Cascabela thevetia,MXE,55
352,Cascabela thevetia,MXN,37
352,Cascabela thevetia,MXS,67
352,Cascabela thevetia,MXT,72
352,Cascabela thevetia,NIC,70
352,Cascabela thevetia,PAN,89
352,Cascabela thevetia,PAR,51
352,Cascabela thevetia,PER,121
352,Cascabela thevetia,SUR,77
352,Cascabela thevetia,VEN,116
353,Breonia chinensis,MDG,65
354,Tarenna asiatica,AND,62
354,Tarenna asiatica,BAN,125
