,accepted_species,Assigned_group,number_of_species_in_group
161,Carissa spinarum,ALD,3
161,Carissa spinarum,AND,44
161,Carissa spinarum,ANG,28
161,Carissa spinarum,BAN,81
161,Carissa spinarum,BEN,35
161,Carissa spinarum,BKN,24
161,Carissa spinarum,BOT,14
161,Carissa spinarum,BUR,15
161,Carissa spinarum,CAF,37
161,Carissa spinarum,CBD,79
161,Carissa spinarum,CHA,21
161,Carissa spinarum,CHC,72
161,Carissa spinarum,CMN,41
161,Carissa spinarum,COM,7
161,Carissa spinarum,CON,35
161,Carissa spinarum,CPV,10
161,Carissa spinarum,CVI,4
161,Carissa spinarum,DJI,8
161,Carissa spinarum,EGY,7
161,Carissa spinarum,EHM,46
161,Carissa spinarum,ERI,11
161,Carissa spinarum,ETH,22
161,Carissa spinarum,GHA,35
161,Carissa spinarum,GNB,26
161,Carissa spinarum,GUI,37
161,Carissa spinarum,IND,78
161,Carissa spinarum,IVO,36
161,Carissa spinarum,KEN,31
161,Carissa spinarum,LAO,62
161,Carissa spinarum,MAU,5
161,Carissa spinarum,MDG,14
161,Carissa spinarum,MLI,21
161,Carissa spinarum,MLW,25
161,Carissa spinarum,MOZ,28
161,Carissa spinarum,MYA,88
161,Carissa spinarum,NAM,10
161,Carissa spinarum,NCB,34
161,Carissa spinarum,NEP,41
161,Carissa spinarum,NGA,42
161,Carissa spinarum,NSW,6
161,Carissa spinarum,NTA,20
161,Carissa spinarum,NWC,10
161,Carissa spinarum,NWG,36
161,Carissa spinarum,OMA,12
161,Carissa spinarum,PAK,24
161,Carissa spinarum,QLD,26
161,Carissa spinarum,REU,5
161,Carissa spinarum,ROD,2
161,Carissa spinarum,RWA,15
161,Carissa spinarum,SAU,13
161,Carissa spinarum,SEN,26
161,Carissa spinarum,SEY,5
161,Carissa spinarum,SOC,8
161,Carissa spinarum,SOM,16
161,Carissa spinarum,SRL,61
161,Carissa spinarum,SUD,30
161,Carissa spinarum,TAN,38
161,Carissa spinarum,THA,98
161,Carissa spinarum,TOG,26
161,Carissa spinarum,TVL,20
161,Carissa spinarum,UGA,32
161,Carissa spinarum,VIE,99
161,Carissa spinarum,WAU,12
161,Carissa spinarum,WHM,30
161,Carissa spinarum,YEM,12
161,Carissa spinarum,ZAI,47
161,Carissa spinarum,ZAM,23
161,Carissa spinarum,ZIM,20
162,Cascabela thevetia,AGE,14
162,Cascabela thevetia,BLZ,26
162,Cascabela thevetia,BOL,41
162,Cascabela thevetia,BZC,31
162,Cascabela thevetia,BZL,34
162,Cascabela thevetia,BZN,43
162,Cascabela thevetia,CLM,47
162,Cascabela thevetia,COS,35
162,Cascabela thevetia,ECU,34
162,Cascabela thevetia,ELS,24
162,Cascabela thevetia,FRG,29
162,Cascabela thevetia,GUA,32
162,Cascabela thevetia,GUY,32
162,Cascabela thevetia,HON,26
162,Cascabela thevetia,MXC,26
162,Cascabela thevetia,MXE,31
162,Cascabela thevetia,MXN,24
162,Cascabela thevetia,MXS,35
162,Cascabela thevetia,MXT,34
162,Cascabela thevetia,NIC,31
162,Cascabela thevetia,PAN,35
162,Cascabela thevetia,PAR,23
162,Cascabela thevetia,PER,43
162,Cascabela thevetia,SUR,26
162,Cascabela thevetia,VEN,41
163,Cascabela thevetioides,MXC,26
163,Cascabela thevetioides,MXE,31
163,Cascabela thevetioides,MXG,31
163,Cascabela thevetioides,MXS,35
167,Catharanthus pusillus,IND,78
167,Catharanthus pusillus,NEP,41
167,Catharanthus pusillus,SRL,61
167,Catharanthus pusillus,WHM,30
168,Catharanthus roseus,MDG,14
169,Catharanthus trichophyllus,MDG,14
170,Catunaregam nilotica,CAF,37
170,Catunaregam nilotica,CHA,21
170,Catunaregam nilotica,CMN,41
170,Catunaregam nilotica,ERI,11
170,Catunaregam nilotica,ETH,22
170,Catunaregam nilotica,GUI,37
170,Catunaregam nilotica,KEN,31
170,Catunaregam nilotica,NGA,42
170,Catunaregam nilotica,SOM,16
170,Catunaregam nilotica,SUD,30
170,Catunaregam nilotica,TAN,38
170,Catunaregam nilotica,UGA,32
171,Catunaregam obovata,MOZ,28
171,Catunaregam obovata,NAT,15
171,Catunaregam obovata,SWZ,13
172,Catunaregam spinosa,BAN,81
172,Catunaregam spinosa,CBD,79
172,Catunaregam spinosa,CHC,72
172,Catunaregam spinosa,CHH,38
172,Catunaregam spinosa,CHS,69
172,Catunaregam spinosa,EHM,46
172,Catunaregam spinosa,IND,78
172,Catunaregam spinosa,JAW,60
172,Catunaregam spinosa,LAO,62
172,Catunaregam spinosa,MLY,80
172,Catunaregam spinosa,MYA,88
172,Catunaregam spinosa,NEP,41
172,Catunaregam spinosa,PAK,24
172,Catunaregam spinosa,SRL,61
172,Catunaregam spinosa,TAI,34
172,Catunaregam spinosa,THA,98
172,Catunaregam spinosa,VIE,99
172,Catunaregam spinosa,WHM,30
180,Cephalanthus occidentalis,ALA,10
180,Cephalanthus occidentalis,ARI,11
180,Cephalanthus occidentalis,ARK,8
180,Cephalanthus occidentalis,BLZ,26
180,Cephalanthus occidentalis,CAL,11
180,Cephalanthus occidentalis,CNT,8
180,Cephalanthus occidentalis,CUB,24
180,Cephalanthus occidentalis,FLA,17
180,Cephalanthus occidentalis,GEO,7
180,Cephalanthus occidentalis,GUA,32
180,Cephalanthus occidentalis,HON,26
180,Cephalanthus occidentalis,ILL,11
180,Cephalanthus occidentalis,INI,8
180,Cephalanthus occidentalis,KTY,9
180,Cephalanthus occidentalis,LOU,9
180,Cephalanthus occidentalis,MAI,8
180,Cephalanthus occidentalis,MAS,8
180,Cephalanthus occidentalis,MIN,9
180,Cephalanthus occidentalis,MRY,8
180,Cephalanthus occidentalis,MSO,9
180,Cephalanthus occidentalis,MXC,26
180,Cephalanthus occidentalis,MXE,31
180,Cephalanthus occidentalis,MXG,31
180,Cephalanthus occidentalis,MXN,24
180,Cephalanthus occidentalis,MXS,35
180,Cephalanthus occidentalis,MXT,34
180,Cephalanthus occidentalis,NBR,5
180,Cephalanthus occidentalis,NCA,8
180,Cephalanthus occidentalis,NEB,9
180,Cephalanthus occidentalis,NWH,9
180,Cephalanthus occidentalis,NWJ,7
180,Cephalanthus occidentalis,NWM,11
180,Cephalanthus occidentalis,NWY,9
180,Cephalanthus occidentalis,OKL,8
180,Cephalanthus occidentalis,ONT,9
180,Cephalanthus occidentalis,PEN,7
180,Cephalanthus occidentalis,QUE,9
180,Cephalanthus occidentalis,RHO,8
180,Cephalanthus occidentalis,SCA,8
180,Cephalanthus occidentalis,TEN,8
180,Cephalanthus occidentalis,TEX,16
180,Cephalanthus occidentalis,UTA,7
180,Cephalanthus occidentalis,VER,9
180,Cephalanthus occidentalis,VRG,8
180,Cephalanthus occidentalis,WIS,10
185,Cerbera manghas,AND,44
185,Cerbera manghas,BAN,81
185,Cerbera manghas,BIS,13
185,Cerbera manghas,BOR,57
185,Cerbera manghas,CBD,79
185,Cerbera manghas,CHH,38
185,Cerbera manghas,CHS,69
185,Cerbera manghas,COM,7
185,Cerbera manghas,CRL,9
185,Cerbera manghas,FIJ,10
185,Cerbera manghas,GIL,6
185,Cerbera manghas,IND,78
185,Cerbera manghas,JAW,60
185,Cerbera manghas,LAO,62
185,Cerbera manghas,LSI,32
185,Cerbera manghas,MAU,5
185,Cerbera manghas,MDG,14
185,Cerbera manghas,MLY,80
185,Cerbera manghas,MOL,28
185,Cerbera manghas,MRQ,3
185,Cerbera manghas,MRS,4
185,Cerbera manghas,MYA,88
185,Cerbera manghas,NCB,34
185,Cerbera manghas,NNS,20
185,Cerbera manghas,NRU,3
185,Cerbera manghas,NTA,20
185,Cerbera manghas,NWC,10
185,Cerbera manghas,NWG,36
185,Cerbera manghas,PHI,48
185,Cerbera manghas,PIT,2
185,Cerbera manghas,QLD,26
185,Cerbera manghas,SAM,8
185,Cerbera manghas,SCI,5
185,Cerbera manghas,SCS,7
185,Cerbera manghas,SCZ,4
185,Cerbera manghas,SEY,5
185,Cerbera manghas,SOL,17
185,Cerbera manghas,SRL,61
185,Cerbera manghas,SUL,37
185,Cerbera manghas,SUM,54
185,Cerbera manghas,TAI,34
185,Cerbera manghas,TAN,38
185,Cerbera manghas,THA,98
185,Cerbera manghas,TON,8
185,Cerbera manghas,TUA,3
185,Cerbera manghas,TUB,3
185,Cerbera manghas,VAN,12
185,Cerbera manghas,VIE,99
185,Cerbera manghas,WAL,6
185,Cerbera manghas,XMS,3
187,Ceriscoides turgida,AND,44
187,Ceriscoides turgida,ASS,57
187,Ceriscoides turgida,BAN,81
187,Ceriscoides turgida,CBD,79
187,Ceriscoides turgida,EHM,46
187,Ceriscoides turgida,IND,78
187,Ceriscoides turgida,LAO,62
187,Ceriscoides turgida,MYA,88
187,Ceriscoides turgida,SRL,61
187,Ceriscoides turgida,THA,98
187,Ceriscoides turgida,VIE,99
187,Ceriscoides turgida,WHM,30
194,Chiococca alba,AGE,14
194,Chiococca alba,BAH,11
194,Chiococca alba,BER,2
194,Chiococca alba,BLZ,26
194,Chiococca alba,BOL,41
194,Chiococca alba,BZC,31
194,Chiococca alba,BZE,33
194,Chiococca alba,BZL,34
194,Chiococca alba,BZN,43
194,Chiococca alba,BZS,16
194,Chiococca alba,CAY,10
194,Chiococca alba,CLM,47
194,Chiococca alba,COS,35
194,Chiococca alba,CUB,24
194,Chiococca alba,DOM,20
194,Chiococca alba,ECU,34
194,Chiococca alba,ELS,24
194,Chiococca alba,FLA,17
194,Chiococca alba,FRG,29
194,Chiococca alba,GAL,2
194,Chiococca alba,GUA,32
194,Chiococca alba,GUY,32
194,Chiococca alba,HAI,20
194,Chiococca alba,HON,26
194,Chiococca alba,JAM,14
194,Chiococca alba,LEE,17
194,Chiococca alba,MXC,26
194,Chiococca alba,MXE,31
194,Chiococca alba,MXG,31
194,Chiococca alba,MXI,1
194,Chiococca alba,MXN,24
194,Chiococca alba,MXS,35
194,Chiococca alba,MXT,34
194,Chiococca alba,NIC,31
194,Chiococca alba,NLA,5
194,Chiococca alba,PAN,35
194,Chiococca alba,PAR,23
194,Chiococca alba,PER,43
194,Chiococca alba,PUE,15
194,Chiococca alba,SWC,10
194,Chiococca alba,TCI,7
194,Chiococca alba,TEX,16
194,Chiococca alba,TRT,20
194,Chiococca alba,VEN,41
194,Chiococca alba,VNA,11
194,Chiococca alba,WIN,16
195,Chione venosa,CLM,47
195,Chione venosa,COS,35
195,Chione venosa,CUB,24
195,Chione venosa,DOM,20
195,Chione venosa,ECU,34
195,Chione venosa,GUA,32
195,Chione venosa,HAI,20
195,Chione venosa,HON,26
195,Chione venosa,LEE,17
195,Chione venosa,MXC,26
195,Chione venosa,MXE,31
195,Chione venosa,MXG,31
195,Chione venosa,MXS,35
195,Chione venosa,MXT,34
195,Chione venosa,NIC,31
195,Chione venosa,PAN,35
195,Chione venosa,PER,43
195,Chione venosa,PUE,15
195,Chione venosa,TRT,20
195,Chione venosa,WIN,16
203,Cinchona calisaya,BOL,41
203,Cinchona calisaya,PER,43
203,Cinchona calisaya,ZAI,47
204,Cinchona officinalis,ECU,34
205,Cinchona pubescens,BOL,41
205,Cinchona pubescens,CLM,47
205,Cinchona pubescens,COS,35
205,Cinchona pubescens,ECU,34
205,Cinchona pubescens,PAN,35
205,Cinchona pubescens,PER,43
205,Cinchona pubescens,VEN,41
209,Coelospermum reticulatum,NTA,20
209,Coelospermum reticulatum,NWG,36
209,Coelospermum reticulatum,QLD,26
210,Coffea arabica,ETH,22
210,Coffea arabica,KEN,31
210,Coffea arabica,SUD,30
237,Coprosma lucida,NZN,1
237,Coprosma lucida,NZS,1
248,Corynanthe johimbe,CAB,20
248,Corynanthe johimbe,CMN,41
248,Corynanthe johimbe,CON,35
248,Corynanthe johimbe,EQG,15
248,Corynanthe johimbe,GAB,32
248,Corynanthe johimbe,NGA,42
248,Corynanthe johimbe,ZAI,47
250,Corynanthe pachyceras,BEN,35
250,Corynanthe pachyceras,CAF,37
250,Corynanthe pachyceras,CMN,41
250,Corynanthe pachyceras,CON,35
250,Corynanthe pachyceras,EQG,15
250,Corynanthe pachyceras,GAB,32
250,Corynanthe pachyceras,GHA,35
250,Corynanthe pachyceras,GUI,37
250,Corynanthe pachyceras,IVO,36
250,Corynanthe pachyceras,LBR,27
250,Corynanthe pachyceras,NGA,42
250,Corynanthe pachyceras,SIE,27
250,Corynanthe pachyceras,TOG,26
250,Corynanthe pachyceras,ZAI,47
253,Coussarea hydrangeifolia,BOL,41
253,Coussarea hydrangeifolia,BZC,31
253,Coussarea hydrangeifolia,BZE,33
253,Coussarea hydrangeifolia,BZL,34
253,Coussarea hydrangeifolia,BZN,43
253,Coussarea hydrangeifolia,PAR,23
253,Coussarea hydrangeifolia,PER,43
256,Coutarea hexandra,AGE,14
256,Coutarea hexandra,BLZ,26
256,Coutarea hexandra,BOL,41
256,Coutarea hexandra,BZC,31
256,Coutarea hexandra,BZE,33
256,Coutarea hexandra,BZL,34
256,Coutarea hexandra,BZN,43
256,Coutarea hexandra,BZS,16
256,Coutarea hexandra,CLM,47
256,Coutarea hexandra,COS,35
256,Coutarea hexandra,ECU,34
256,Coutarea hexandra,ELS,24
256,Coutarea hexandra,FRG,29
256,Coutarea hexandra,GUA,32
256,Coutarea hexandra,GUY,32
256,Coutarea hexandra,HON,26
256,Coutarea hexandra,MXG,31
256,Coutarea hexandra,MXS,35
256,Coutarea hexandra,MXT,34
256,Coutarea hexandra,NIC,31
256,Coutarea hexandra,PAN,35
256,Coutarea hexandra,PAR,23
256,Coutarea hexandra,PER,43
256,Coutarea hexandra,SUR,26
256,Coutarea hexandra,TRT,20
256,Coutarea hexandra,VEN,41
256,Coutarea hexandra,VNA,11
260,Crossopteryx febrifuga,ANG,28
260,Crossopteryx febrifuga,BEN,35
260,Crossopteryx febrifuga,BKN,24
260,Crossopteryx febrifuga,BOT,14
260,Crossopteryx febrifuga,BUR,15
260,Crossopteryx febrifuga,CAF,37
260,Crossopteryx febrifuga,CHA,21
260,Crossopteryx febrifuga,CMN,41
260,Crossopteryx febrifuga,CON,35
260,Crossopteryx febrifuga,CPV,10
260,Crossopteryx febrifuga,ETH,22
260,Crossopteryx febrifuga,GAB,32
260,Crossopteryx febrifuga,GAM,20
260,Crossopteryx febrifuga,GHA,35
260,Crossopteryx febrifuga,GNB,26
260,Crossopteryx febrifuga,GUI,37
260,Crossopteryx febrifuga,IVO,36
260,Crossopteryx febrifuga,KEN,31
260,Crossopteryx febrifuga,MLI,21
260,Crossopteryx febrifuga,MLW,25
260,Crossopteryx febrifuga,MOZ,28
260,Crossopteryx febrifuga,NGA,42
260,Crossopteryx febrifuga,RWA,15
260,Crossopteryx febrifuga,SEN,26
260,Crossopteryx febrifuga,SIE,27
260,Crossopteryx febrifuga,SUD,30
260,Crossopteryx febrifuga,TAN,38
260,Crossopteryx febrifuga,TOG,26
260,Crossopteryx febrifuga,TVL,20
260,Crossopteryx febrifuga,UGA,32
260,Crossopteryx febrifuga,ZAI,47
260,Crossopteryx febrifuga,ZAM,23
260,Crossopteryx febrifuga,ZIM,20
264,Cruciata laevipes,ALB,13
264,Cruciata laevipes,AUT,9
264,Cruciata laevipes,BGM,8
264,Cruciata laevipes,BUL,13
264,Cruciata laevipes,COR,10
264,Cruciata laevipes,CZE,9
264,Cruciata laevipes,EAI,10
264,Cruciata laevipes,FRA,13
264,Cruciata laevipes,GER,9
264,Cruciata laevipes,GRB,7
264,Cruciata laevipes,GRC,12
264,Cruciata laevipes,HUN,9
264,Cruciata laevipes,IRN,14
264,Cruciata laevipes,ITA,16
264,Cruciata laevipes,KRA,7
264,Cruciata laevipes,KRY,12
264,Cruciata laevipes,NCS,12
264,Cruciata laevipes,NET,8
264,Cruciata laevipes,POL,8
264,Cruciata laevipes,POR,10
264,Cruciata laevipes,ROM,11
264,Cruciata laevipes,RUC,10
264,Cruciata laevipes,RUW,7
264,Cruciata laevipes,SAR,10
264,Cruciata laevipes,SIC,12
264,Cruciata laevipes,SPA,12
264,Cruciata laevipes,SWI,9
264,Cruciata laevipes,TCS,11
264,Cruciata laevipes,TUE,13
264,Cruciata laevipes,TUR,14
264,Cruciata laevipes,UKR,12
264,Cruciata laevipes,WHM,30
264,Cruciata laevipes,YUG,15
269,Cryptolepis buchananii,AND,44
269,Cryptolepis buchananii,ASS,57
269,Cryptolepis buchananii,BAN,81
269,Cryptolepis buchananii,CHC,72
269,Cryptolepis buchananii,CHS,69
269,Cryptolepis buchananii,EHM,46
269,Cryptolepis buchananii,IND,78
269,Cryptolepis buchananii,LAO,62
269,Cryptolepis buchananii,MYA,88
269,Cryptolepis buchananii,NEP,41
269,Cryptolepis buchananii,PAK,24
269,Cryptolepis buchananii,SRL,61
269,Cryptolepis buchananii,THA,98
269,Cryptolepis buchananii,VIE,99
269,Cryptolepis buchananii,WHM,30
270,Cryptolepis nigrescens,ANG,28
270,Cryptolepis nigrescens,BEN,35
270,Cryptolepis nigrescens,BKN,24
270,Cryptolepis nigrescens,CAF,37
270,Cryptolepis nigrescens,CHA,21
270,Cryptolepis nigrescens,CMN,41
270,Cryptolepis nigrescens,CON,35
270,Cryptolepis nigrescens,EQG,15
270,Cryptolepis nigrescens,GAB,32
270,Cryptolepis nigrescens,GGI,17
270,Cryptolepis nigrescens,GHA,35
270,Cryptolepis nigrescens,GNB,26
270,Cryptolepis nigrescens,GUI,37
270,Cryptolepis nigrescens,IVO,36
270,Cryptolepis nigrescens,LBR,27
270,Cryptolepis nigrescens,MLI,21
270,Cryptolepis nigrescens,NGA,42
270,Cryptolepis nigrescens,SEN,26
270,Cryptolepis nigrescens,SIE,27
270,Cryptolepis nigrescens,TOG,26
270,Cryptolepis nigrescens,UGA,32
270,Cryptolepis nigrescens,ZAI,47
274,Cryptostegia grandiflora,MDG,14
278,Cynanchum acutum,AFG,10
278,Cynanchum acutum,ALB,13
278,Cynanchum acutum,ALG,13
278,Cynanchum acutum,ALT,7
278,Cynanchum acutum,BAL,6
278,Cynanchum acutum,BUL,13
278,Cynanchum acutum,CHI,9
278,Cynanchum acutum,CHN,17
278,Cynanchum acutum,CHT,14
278,Cynanchum acutum,CHX,6
278,Cynanchum acutum,CNY,3
278,Cynanchum acutum,CYP,5
278,Cynanchum acutum,EAI,10
278,Cynanchum acutum,EGY,7
278,Cynanchum acutum,FRA,13
278,Cynanchum acutum,GRC,12
278,Cynanchum acutum,IRN,14
278,Cynanchum acutum,IRQ,9
278,Cynanchum acutum,ITA,16
278,Cynanchum acutum,KAZ,6
278,Cynanchum acutum,KGZ,5
278,Cynanchum acutum,KRI,6
278,Cynanchum acutum,KRY,12
278,Cynanchum acutum,LBS,11
278,Cynanchum acutum,LBY,9
278,Cynanchum acutum,MON,6
278,Cynanchum acutum,MOR,10
278,Cynanchum acutum,NCS,12
278,Cynanchum acutum,PAK,24
278,Cynanchum acutum,PAL,13
278,Cynanchum acutum,POR,10
278,Cynanchum acutum,ROM,11
278,Cynanchum acutum,RUS,10
278,Cynanchum acutum,SAU,13
278,Cynanchum acutum,SIC,12
278,Cynanchum acutum,SPA,12
278,Cynanchum acutum,TCS,11
278,Cynanchum acutum,TKM,6
278,Cynanchum acutum,TUE,13
278,Cynanchum acutum,TUN,8
278,Cynanchum acutum,TUR,14
278,Cynanchum acutum,TZK,4
278,Cynanchum acutum,UKR,12
278,Cynanchum acutum,UZB,6
278,Cynanchum acutum,WHM,30
278,Cynanchum acutum,WSB,9
278,Cynanchum acutum,YUG,15
287,Cynanchum rostellatum,AMU,4
287,Cynanchum rostellatum,CHC,72
287,Cynanchum rostellatum,CHI,9
287,Cynanchum rostellatum,CHM,8
287,Cynanchum rostellatum,CHN,17
287,Cynanchum rostellatum,CHQ,6
287,Cynanchum rostellatum,CHS,69
287,Cynanchum rostellatum,CHT,14
287,Cynanchum rostellatum,JAP,19
287,Cynanchum rostellatum,KHA,5
287,Cynanchum rostellatum,KOR,18
287,Cynanchum rostellatum,KUR,2
287,Cynanchum rostellatum,PRM,8
289,Cynanchum viminale,ALD,3
289,Cynanchum viminale,ANG,28
289,Cynanchum viminale,BAN,81
289,Cynanchum viminale,BEN,35
289,Cynanchum viminale,BKN,24
289,Cynanchum viminale,BOT,14
289,Cynanchum viminale,BUR,15
289,Cynanchum viminale,CHH,38
289,Cynanchum viminale,CHS,69
289,Cynanchum viminale,COM,7
289,Cynanchum viminale,CPP,12
289,Cynanchum viminale,DJI,8
289,Cynanchum viminale,EQG,15
289,Cynanchum viminale,ERI,11
289,Cynanchum viminale,ETH,22
289,Cynanchum viminale,GHA,35
289,Cynanchum viminale,IND,78
289,Cynanchum viminale,KEN,31
289,Cynanchum viminale,LES,5
289,Cynanchum viminale,MDG,14
289,Cynanchum viminale,MLI,21
289,Cynanchum viminale,MLW,25
289,Cynanchum viminale,MLY,80
289,Cynanchum viminale,MOZ,28
289,Cynanchum viminale,MYA,88
289,Cynanchum viminale,NAM,10
289,Cynanchum viminale,NAT,15
289,Cynanchum viminale,NEP,41
289,Cynanchum viminale,NGA,42
289,Cynanchum viminale,NSW,6
289,Cynanchum viminale,NTA,20
289,Cynanchum viminale,NWC,10
289,Cynanchum viminale,OFS,6
289,Cynanchum viminale,OMA,12
289,Cynanchum viminale,PAK,24
289,Cynanchum viminale,PHI,48
289,Cynanchum viminale,QLD,26
289,Cynanchum viminale,REU,5
289,Cynanchum viminale,ROD,2
289,Cynanchum viminale,RWA,15
289,Cynanchum viminale,SAU,13
289,Cynanchum viminale,SEY,5
289,Cynanchum viminale,SOA,1
289,Cynanchum viminale,SOC,8
289,Cynanchum viminale,SOM,16
289,Cynanchum viminale,SRL,61
289,Cynanchum viminale,SUD,30
289,Cynanchum viminale,SWZ,13
289,Cynanchum viminale,TAN,38
289,Cynanchum viminale,THA,98
289,Cynanchum viminale,TVL,20
289,Cynanchum viminale,UGA,32
289,Cynanchum viminale,VIE,99
289,Cynanchum viminale,WAU,12
289,Cynanchum viminale,YEM,12
289,Cynanchum viminale,ZAI,47
289,Cynanchum viminale,ZAM,23
289,Cynanchum viminale,ZIM,20
292,Damnacanthus indicus,ASS,57
292,Damnacanthus indicus,BAN,81
292,Damnacanthus indicus,CHC,72
292,Damnacanthus indicus,CHS,69
292,Damnacanthus indicus,CHT,14
292,Damnacanthus indicus,EHM,46
292,Damnacanthus indicus,JAP,19
292,Damnacanthus indicus,KOR,18
292,Damnacanthus indicus,MYA,88
292,Damnacanthus indicus,NNS,20
292,Damnacanthus indicus,TAI,34
297,Decalepis hamiltonii,IND,78
302,Dimetia capitellata,ASS,57
302,Dimetia capitellata,BAN,81
302,Dimetia capitellata,BOR,57
302,Dimetia capitellata,CBD,79
302,Dimetia capitellata,CHC,72
302,Dimetia capitellata,JAW,60
302,Dimetia capitellata,LAO,62
302,Dimetia capitellata,MLY,80
302,Dimetia capitellata,MYA,88
302,Dimetia capitellata,PHI,48
302,Dimetia capitellata,THA,98
302,Dimetia capitellata,VIE,99
304,Dimetia scandens,ASS,57
304,Dimetia scandens,BAN,81
304,Dimetia scandens,CBD,79
304,Dimetia scandens,CHC,72
304,Dimetia scandens,EHM,46
304,Dimetia scandens,IND,78
304,Dimetia scandens,LAO,62
304,Dimetia scandens,MYA,88
304,Dimetia scandens,NEP,41
304,Dimetia scandens,THA,98
304,Dimetia scandens,VIE,99
306,Diplorhynchus condylocarpon,ANG,28
306,Diplorhynchus condylocarpon,BOT,14
306,Diplorhynchus condylocarpon,CON,35
306,Diplorhynchus condylocarpon,CPV,10
306,Diplorhynchus condylocarpon,MLW,25
306,Diplorhynchus condylocarpon,MOZ,28
306,Diplorhynchus condylocarpon,NAM,10
306,Diplorhynchus condylocarpon,TAN,38
306,Diplorhynchus condylocarpon,TVL,20
306,Diplorhynchus condylocarpon,ZAI,47
306,Diplorhynchus condylocarpon,ZAM,23
314,Duroia hirsuta,BZN,43
314,Duroia hirsuta,CLM,47
314,Duroia hirsuta,ECU,34
314,Duroia hirsuta,GUY,32
314,Duroia hirsuta,PER,43
315,Dyera costulata,BOR,57
315,Dyera costulata,MLY,80
315,Dyera costulata,SUM,54
315,Dyera costulata,THA,98
324,Eumachia montana,AND,44
324,Eumachia montana,ASS,57
324,Eumachia montana,BAN,81
324,Eumachia montana,BOR,57
324,Eumachia montana,CBD,79
324,Eumachia montana,CHS,69
324,Eumachia montana,EHM,46
324,Eumachia montana,IND,78
324,Eumachia montana,JAW,60
324,Eumachia montana,LSI,32
324,Eumachia montana,MLY,80
324,Eumachia montana,MYA,88
324,Eumachia montana,NCB,34
324,Eumachia montana,NWG,36
324,Eumachia montana,SUM,54
324,Eumachia montana,THA,98
324,Eumachia montana,VIE,99
326,Eumachia rostrata,JAW,60
326,Eumachia rostrata,MLY,80
326,Eumachia rostrata,SUM,54
326,Eumachia rostrata,THA,98
330,Exallage auricularia,AND,44
330,Exallage auricularia,ASS,57
330,Exallage auricularia,BAN,81
330,Exallage auricularia,BOR,57
330,Exallage auricularia,CHC,72
330,Exallage auricularia,CHH,38
330,Exallage auricularia,CHS,69
330,Exallage auricularia,CRL,9
330,Exallage auricularia,EHM,46
330,Exallage auricularia,IND,78
330,Exallage auricularia,JAW,60
330,Exallage auricularia,LAO,62
330,Exallage auricularia,LSI,32
330,Exallage auricularia,MLY,80
330,Exallage auricularia,MYA,88
330,Exallage auricularia,NEP,41
330,Exallage auricularia,NNS,20
330,Exallage auricularia,NTA,20
330,Exallage auricularia,NWG,36
330,Exallage auricularia,PHI,48
330,Exallage auricularia,QLD,26
330,Exallage auricularia,SRL,61
330,Exallage auricularia,SUM,54
330,Exallage auricularia,THA,98
330,Exallage auricularia,VAN,12
330,Exallage auricularia,VIE,99
333,Exostema caribaeum,BAH,11
333,Exostema caribaeum,BLZ,26
333,Exostema caribaeum,CAY,10
333,Exostema caribaeum,CLM,47
333,Exostema caribaeum,COS,35
333,Exostema caribaeum,CUB,24
333,Exostema caribaeum,DOM,20
333,Exostema caribaeum,ELS,24
333,Exostema caribaeum,FLA,17
333,Exostema caribaeum,GUA,32
333,Exostema caribaeum,HAI,20
333,Exostema caribaeum,HON,26
333,Exostema caribaeum,JAM,14
333,Exostema caribaeum,LEE,17
333,Exostema caribaeum,MXC,26
333,Exostema caribaeum,MXE,31
333,Exostema caribaeum,MXG,31
333,Exostema caribaeum,MXS,35
333,Exostema caribaeum,MXT,34
333,Exostema caribaeum,NIC,31
333,Exostema caribaeum,PAN,35
333,Exostema caribaeum,PUE,15
333,Exostema caribaeum,TCI,7
333,Exostema caribaeum,TRT,20
333,Exostema caribaeum,WIN,16
342,Faramea occidentalis,BLZ,26
342,Faramea occidentalis,BOL,41
342,Faramea occidentalis,BZC,31
342,Faramea occidentalis,BZL,34
342,Faramea occidentalis,BZN,43
342,Faramea occidentalis,CAY,10
342,Faramea occidentalis,CLM,47
342,Faramea occidentalis,COS,35
342,Faramea occidentalis,CUB,24
342,Faramea occidentalis,DOM,20
342,Faramea occidentalis,ECU,34
342,Faramea occidentalis,ELS,24
342,Faramea occidentalis,FRG,29
342,Faramea occidentalis,GUA,32
342,Faramea occidentalis,GUY,32
342,Faramea occidentalis,HAI,20
342,Faramea occidentalis,HON,26
342,Faramea occidentalis,JAM,14
342,Faramea occidentalis,LEE,17
342,Faramea occidentalis,MXC,26
342,Faramea occidentalis,MXE,31
342,Faramea occidentalis,MXG,31
342,Faramea occidentalis,MXS,35
342,Faramea occidentalis,MXT,34
342,Faramea occidentalis,NIC,31
342,Faramea occidentalis,PAN,35
342,Faramea occidentalis,PER,43
342,Faramea occidentalis,PUE,15
342,Faramea occidentalis,SUR,26
342,Faramea occidentalis,SWC,10
342,Faramea occidentalis,TRT,20
342,Faramea occidentalis,VEN,41
342,Faramea occidentalis,WIN,16
349,Funastrum clausum,AGE,14
349,Funastrum clausum,AGW,4
349,Funastrum clausum,BAH,11
