,Assigned_group,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty acids_count,mean_identified_as_Fatty acids,expected_total_mean_for_Fatty acids,weigthing_factor_for_Fatty acids,norm_mean_identified_as_Fatty acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino acids and Peptides_count,mean_identified_as_Amino acids and Peptides,expected_total_mean_for_Amino acids and Peptides,weigthing_factor_for_Amino acids and Peptides,norm_mean_identified_as_Amino acids and Peptides,identified_Shikimates and Phenylpropanoids_count,mean_identified_as_Shikimates and Phenylpropanoids,expected_total_mean_for_Shikimates and Phenylpropanoids,weigthing_factor_for_Shikimates and Phenylpropanoids,norm_mean_identified_as_Shikimates and Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids,number_of_apparent_categories,binary_identified_as_Terpenoids,binary_identified_as_Fatty acids,binary_identified_as_Polyketides,binary_identified_as_Carbohydrates,binary_identified_as_Amino acids and Peptides,binary_identified_as_Shikimates and Phenylpropanoids,binary_identified_as_Alkaloids
88,MXS,866,368,0.42494226327944573,0.40488565488565487,1.0,0.42494226327944573,56,0.06466512702078522,0.03299749453595607,1.0,0.06466512702078522,44,0.050808314087759814,0.08793112639266486,1.0,0.050808314087759814,14,0.016166281755196306,0.015761323453631147,1.0,0.016166281755196306,5,0.005773672055427252,0.012998205305897613,1.0,0.005773672055427252,185,0.21362586605080833,0.18286777902162518,1.0,0.21362586605080833,194,0.22401847575057737,0.2625584164045702,1.0,0.22401847575057737,7,1,1,1,1,1,1,1
89,MXT,925,431,0.46594594594594596,0.40488565488565487,1.0,0.46594594594594596,61,0.06594594594594595,0.03299749453595607,1.0,0.06594594594594595,30,0.032432432432432434,0.08793112639266486,1.0,0.032432432432432434,6,0.006486486486486486,0.015761323453631147,1.0,0.006486486486486486,4,0.004324324324324324,0.012998205305897613,1.0,0.004324324324324324,169,0.1827027027027027,0.18286777902162518,1.0,0.1827027027027027,224,0.24216216216216216,0.2625584164045702,1.0,0.24216216216216216,7,1,1,1,1,1,1,1
90,NIC,909,432,0.4752475247524752,0.40488565488565487,1.0,0.4752475247524752,85,0.09350935093509351,0.03299749453595607,1.0,0.09350935093509351,23,0.025302530253025302,0.08793112639266486,1.0,0.025302530253025302,3,0.0033003300330033004,0.015761323453631147,1.0,0.0033003300330033004,4,0.0044004400440044,0.012998205305897613,1.0,0.0044004400440044,151,0.16611661166116612,0.18286777902162518,1.0,0.16611661166116612,211,0.23212321232123212,0.2625584164045702,1.0,0.23212321232123212,7,1,1,1,1,1,1,1
91,PAN,1161,483,0.4160206718346253,0.40488565488565487,1.0,0.4160206718346253,85,0.07321274763135228,0.03299749453595607,1.0,0.07321274763135228,46,0.03962101636520241,0.08793112639266486,1.0,0.03962101636520241,9,0.007751937984496124,0.015761323453631147,1.0,0.007751937984496124,5,0.004306632213608958,0.012998205305897613,1.0,0.004306632213608958,172,0.14814814814814814,0.18286777902162518,1.0,0.14814814814814814,361,0.31093884582256676,0.2625584164045702,1.0,0.31093884582256676,7,1,1,1,1,1,1,1
92,PAR,536,237,0.44216417910447764,0.40488565488565487,1.0,0.44216417910447764,21,0.03917910447761194,0.03299749453595607,1.0,0.03917910447761194,6,0.011194029850746268,0.08793112639266486,1.0,0.011194029850746268,4,0.007462686567164179,0.015761323453631147,1.0,0.007462686567164179,1,0.0018656716417910447,0.012998205305897613,1.0,0.0018656716417910447,89,0.166044776119403,0.18286777902162518,1.0,0.166044776119403,178,0.332089552238806,0.2625584164045702,1.0,0.332089552238806,7,1,1,1,1,1,1,1
93,PER,1355,456,0.33653136531365313,0.40488565488565487,1.0,0.33653136531365313,53,0.03911439114391144,0.03299749453595607,1.0,0.03911439114391144,95,0.07011070110701106,0.08793112639266486,1.0,0.07011070110701106,10,0.007380073800738007,0.015761323453631147,1.0,0.007380073800738007,19,0.014022140221402213,0.012998205305897613,1.0,0.014022140221402213,176,0.12988929889298892,0.18286777902162518,1.0,0.12988929889298892,546,0.4029520295202952,0.2625584164045702,1.0,0.4029520295202952,7,1,1,1,1,1,1,1
94,SUR,859,345,0.40162980209545984,0.40488565488565487,1.0,0.40162980209545984,28,0.03259604190919674,0.03299749453595607,1.0,0.03259604190919674,10,0.011641443538998836,0.08793112639266486,1.0,0.011641443538998836,8,0.009313154831199068,0.015761323453631147,1.0,0.009313154831199068,4,0.004656577415599534,0.012998205305897613,1.0,0.004656577415599534,117,0.1362048894062864,0.18286777902162518,1.0,0.1362048894062864,347,0.4039580908032596,0.2625584164045702,1.0,0.4039580908032596,7,1,1,1,1,1,1,1
95,SWC,292,182,0.6232876712328768,0.40488565488565487,0.9999999999984612,0.6232876712325407,5,0.017123287671232876,0.03299749453595607,0.9999999999984612,0.0171232876712573,8,0.0273972602739726,0.08793112639266486,0.9999999999984612,0.02739726027406575,2,0.00684931506849315,0.015761323453631147,0.9999999999984612,0.006849315068506864,3,0.010273972602739725,0.012998205305897613,0.9999999999984612,0.010273972602743918,33,0.11301369863013698,0.18286777902162518,0.9999999999984612,0.11301369863024446,59,0.20205479452054795,0.2625584164045702,0.9999999999984612,0.20205479452064104,7,1,1,1,1,1,1,1
96,TRT,549,249,0.453551912568306,0.40488565488565487,1.0,0.453551912568306,21,0.03825136612021858,0.03299749453595607,1.0,0.03825136612021858,14,0.025500910746812388,0.08793112639266486,1.0,0.025500910746812388,3,0.00546448087431694,0.015761323453631147,1.0,0.00546448087431694,3,0.00546448087431694,0.012998205305897613,1.0,0.00546448087431694,78,0.14207650273224043,0.18286777902162518,1.0,0.14207650273224043,181,0.3296903460837887,0.2625584164045702,1.0,0.3296903460837887,7,1,1,1,1,1,1,1
97,VEN,1338,477,0.35650224215246634,0.40488565488565487,1.0,0.35650224215246634,85,0.06352765321375187,0.03299749453595607,1.0,0.06352765321375187,43,0.032137518684603884,0.08793112639266486,1.0,0.032137518684603884,9,0.006726457399103139,0.015761323453631147,1.0,0.006726457399103139,7,0.00523168908819133,0.012998205305897613,1.0,0.00523168908819133,180,0.13452914798206278,0.18286777902162518,1.0,0.13452914798206278,537,0.4013452914798206,0.2625584164045702,1.0,0.4013452914798206,7,1,1,1,1,1,1,1
98,WIN,357,189,0.5294117647058824,0.40488565488565487,0.9999999999999978,0.529411764705882,20,0.056022408963585436,0.03299749453595607,0.9999999999999978,0.05602240896358539,12,0.03361344537815126,0.08793112639266486,0.9999999999999978,0.03361344537815138,3,0.008403361344537815,0.015761323453631147,0.9999999999999978,0.00840336134453783,3,0.008403361344537815,0.012998205305897613,0.9999999999999978,0.008403361344537825,47,0.13165266106442577,0.18286777902162518,0.9999999999999978,0.13165266106442589,83,0.23249299719887956,0.2625584164045702,0.9999999999999978,0.23249299719887961,7,1,1,1,1,1,1,1
99,AGE,432,206,0.47685185185185186,0.40488565488565487,1.0,0.47685185185185186,20,0.046296296296296294,0.03299749453595607,1.0,0.046296296296296294,6,0.013888888888888888,0.08793112639266486,1.0,0.013888888888888888,2,0.004629629629629629,0.015761323453631147,1.0,0.004629629629629629,0,0.0,0.012998205305897613,1.0,0.0,68,0.1574074074074074,0.18286777902162518,1.0,0.1574074074074074,130,0.30092592592592593,0.2625584164045702,1.0,0.30092592592592593,6,1,1,1,1,0,1,1
100,NTA,809,344,0.4252163164400494,0.40488565488565487,1.0,0.4252163164400494,42,0.0519159456118665,0.03299749453595607,1.0,0.0519159456118665,68,0.08405438813349815,0.08793112639266486,1.0,0.08405438813349815,15,0.018541409147095178,0.015761323453631147,1.0,0.018541409147095178,2,0.002472187886279357,0.012998205305897613,1.0,0.002472187886279357,138,0.17058096415327564,0.18286777902162518,1.0,0.17058096415327564,200,0.24721878862793573,0.2625584164045702,1.0,0.24721878862793573,7,1,1,1,1,1,1,1
101,QLD,1147,405,0.35309503051438534,0.40488565488565487,1.0,0.35309503051438534,43,0.037489102005231034,0.03299749453595607,1.0,0.037489102005231034,82,0.07149084568439407,0.08793112639266486,1.0,0.07149084568439407,15,0.013077593722755012,0.015761323453631147,1.0,0.013077593722755012,2,0.0017436791630340018,0.012998205305897613,1.0,0.0017436791630340018,169,0.14734088927637315,0.18286777902162518,1.0,0.14734088927637315,431,0.3757628596338274,0.2625584164045702,1.0,0.3757628596338274,7,1,1,1,1,1,1,1
102,WAU,656,274,0.4176829268292683,0.40488565488565487,1.0,0.4176829268292683,39,0.05945121951219512,0.03299749453595607,1.0,0.05945121951219512,65,0.09908536585365854,0.08793112639266486,1.0,0.09908536585365854,14,0.021341463414634148,0.015761323453631147,1.0,0.021341463414634148,2,0.003048780487804878,0.012998205305897613,1.0,0.003048780487804878,102,0.15548780487804878,0.18286777902162518,1.0,0.15548780487804878,160,0.24390243902439024,0.2625584164045702,1.0,0.24390243902439024,7,1,1,1,1,1,1,1
103,NWC,558,124,0.2222222222222222,0.40488565488565487,1.0,0.2222222222222222,4,0.007168458781362007,0.03299749453595607,1.0,0.007168458781362007,3,0.005376344086021506,0.08793112639266486,1.0,0.005376344086021506,4,0.007168458781362007,0.015761323453631147,1.0,0.007168458781362007,0,0.0,0.012998205305897613,1.0,0.0,89,0.15949820788530467,0.18286777902162518,1.0,0.15949820788530467,334,0.5985663082437276,0.2625584164045702,1.0,0.5985663082437276,6,1,1,1,1,0,1,1
104,CAB,690,152,0.22028985507246376,0.40488565488565487,1.0,0.22028985507246376,14,0.020289855072463767,0.03299749453595607,1.0,0.020289855072463767,40,0.057971014492753624,0.08793112639266486,1.0,0.057971014492753624,14,0.020289855072463767,0.015761323453631147,1.0,0.020289855072463767,11,0.015942028985507246,0.012998205305897613,1.0,0.015942028985507246,71,0.10289855072463767,0.18286777902162518,1.0,0.10289855072463767,388,0.5623188405797102,0.2625584164045702,1.0,0.5623188405797102,7,1,1,1,1,1,1,1
105,CAF,1540,537,0.3487012987012987,0.40488565488565487,1.0,0.3487012987012987,30,0.01948051948051948,0.03299749453595607,1.0,0.01948051948051948,58,0.03766233766233766,0.08793112639266486,1.0,0.03766233766233766,22,0.014285714285714285,0.015761323453631147,1.0,0.014285714285714285,12,0.007792207792207792,0.012998205305897613,1.0,0.007792207792207792,199,0.1292207792207792,0.18286777902162518,1.0,0.1292207792207792,682,0.44285714285714284,0.2625584164045702,1.0,0.44285714285714284,7,1,1,1,1,1,1,1
106,CON,1591,501,0.31489629164047767,0.40488565488565487,1.0,0.31489629164047767,29,0.018227529855436832,0.03299749453595607,1.0,0.018227529855436832,56,0.03519798868636078,0.08793112639266486,1.0,0.03519798868636078,19,0.011942174732872407,0.015761323453631147,1.0,0.011942174732872407,14,0.008799497171590195,0.012998205305897613,1.0,0.008799497171590195,198,0.12445003142677562,0.18286777902162518,1.0,0.12445003142677562,774,0.4864864864864865,0.2625584164045702,1.0,0.4864864864864865,7,1,1,1,1,1,1,1
107,GAM,453,234,0.5165562913907285,0.40488565488565487,1.0,0.5165562913907285,7,0.01545253863134658,0.03299749453595607,1.0,0.01545253863134658,3,0.006622516556291391,0.08793112639266486,1.0,0.006622516556291391,5,0.011037527593818985,0.015761323453631147,1.0,0.011037527593818985,1,0.002207505518763797,0.012998205305897613,1.0,0.002207505518763797,58,0.1280353200883002,0.18286777902162518,1.0,0.1280353200883002,145,0.3200883002207506,0.2625584164045702,1.0,0.3200883002207506,7,1,1,1,1,1,1,1
108,NSW,277,80,0.2888086642599278,0.40488565488565487,0.9999999999931035,0.2888086642607283,20,0.07220216606498195,0.03299749453595607,0.9999999999931035,0.07220216606471158,9,0.032490974729241874,0.08793112639266486,0.9999999999931035,0.03249097472962422,3,0.010830324909747292,0.015761323453631147,0.9999999999931035,0.010830324909781298,0,0.0,0.012998205305897613,0.9999999999931035,8.964190691870799e-14,51,0.18411552346570398,0.18286777902162518,0.9999999999931035,0.18411552346569537,114,0.41155234657039713,0.2625584164045702,0.9999999999931035,0.41155234656936956,6,1,1,1,1,0,1,1
109,COO,37,21,0.5675675675675675,0.40488565488565487,0.8455347349164652,0.5424388628008595,0,0.0,0.03299749453595607,0.8455347349164652,0.005096966740588945,0,0.0,0.08793112639266486,0.8455347349164652,0.013582304747336776,0,0.0,0.015761323453631147,0.8455347349164652,0.0024345770053324687,0,0.0,0.012998205305897613,0.8455347349164652,0.002007771228185683,10,0.2702702702702703,0.18286777902162518,0.8455347349164652,0.256769621290587,6,0.16216216216216217,0.2625584164045702,0.8455347349164652,0.1776698961871097,3,1,0,0,0,0,1,1
110,FIJ,239,97,0.40585774058577406,0.40488565488565487,0.9999999996917162,0.4058577405854744,19,0.0794979079497908,0.03299749453595607,0.9999999996917162,0.07949790793545547,0,0.0,0.08793112639266486,0.9999999996917162,2.710774555468482e-11,0,0.0,0.015761323453631147,0.9999999996917162,4.858961363444567e-12,0,0.0,0.012998205305897613,0.9999999996917162,4.0071366824799325e-12,50,0.20920502092050208,0.18286777902162518,0.9999999996917162,0.20920502091238274,73,0.3054393305439331,0.2625584164045702,0.9999999996917162,0.3054393305307136,4,1,1,0,0,0,1,1
111,MRQ,73,38,0.5205479452054794,0.40488565488565487,0.995033198349943,0.5199734735510696,1,0.0136986301369863,0.03299749453595607,0.995033198349943,0.01379448376852733,0,0.0,0.08793112639266486,0.995033198349943,0.000436736463658461,0,0.0,0.015761323453631147,0.995033198349943,7.828336733657774e-05,0,0.0,0.012998205305897613,0.995033198349943,6.45595075611123e-05,28,0.3835616438356164,0.18286777902162518,0.995033198349943,0.382564837216702,6,0.0821917808219178,0.2625584164045702,0.995033198349943,0.08308762612514495,4,1,1,0,0,0,1,1
112,SAM,226,98,0.4336283185840708,0.40488565488565487,0.9999999988688149,0.43362831855155753,19,0.084070796460177,0.03299749453595607,0.9999999988688149,0.08407079640240364,0,0.0,0.08793112639266486,0.9999999988688149,9.946638400713499e-11,0,0.0,0.015761323453631147,0.9999999988688149,1.7828974965005304e-11,0,0.0,0.012998205305897613,0.9999999988688149,1.4703376760880922e-11,48,0.21238938053097345,0.18286777902162518,0.9999999988688149,0.21238938049757905,61,0.26991150442477874,0.2625584164045702,0.9999999988688149,0.26991150441646106,4,1,1,0,0,0,1,1
113,SCI,155,57,0.36774193548387096,0.40488565488565487,0.999998629042793,0.3677419864063208,2,0.012903225806451613,0.03299749453595607,0.999998629042793,0.012903253354834146,0,0.0,0.08793112639266486,0.999998629042793,1.205498114459708e-07,0,0.0,0.015761323453631147,0.999998629042793,2.160809998031244e-08,0,0.0,0.012998205305897613,0.999998629042793,1.7819983241937483e-08,36,0.23225806451612904,0.18286777902162518,0.999998629042793,0.2322579968041612,60,0.3870967741935484,0.2625584164045702,0.999998629042793,0.3870966034567892,4,1,1,0,0,0,1,1
114,SCZ,264,90,0.3409090909090909,0.40488565488565487,0.9999999999746945,0.34090909091070987,15,0.056818181818181816,0.03299749453595607,0.9999999999746945,0.05681818181757902,63,0.23863636363636365,0.08793112639266486,0.9999999999746945,0.23863636363254997,7,0.026515151515151516,0.015761323453631147,0.9999999999746945,0.026515151514879383,0,0.0,0.012998205305897613,0.9999999999746945,3.289265450882989e-13,76,0.2878787878787879,0.18286777902162518,0.9999999999746945,0.2878787878761305,13,0.04924242424242424,0.2625584164045702,0.9999999999746945,0.04924242424782231,6,1,1,1,1,0,1,1
115,SOL,615,208,0.3382113821138211,0.40488565488565487,1.0,0.3382113821138211,37,0.06016260162601626,0.03299749453595607,1.0,0.06016260162601626,72,0.11707317073170732,0.08793112639266486,1.0,0.11707317073170732,9,0.014634146341463415,0.015761323453631147,1.0,0.014634146341463415,0,0.0,0.012998205305897613,1.0,0.0,117,0.1902439024390244,0.18286777902162518,1.0,0.1902439024390244,172,0.27967479674796747,0.2625584164045702,1.0,0.27967479674796747,6,1,1,1,1,0,1,1
116,TON,221,99,0.4479638009049774,0.40488565488565487,0.9999999981349912,0.44796380082463627,19,0.08597285067873303,0.03299749453595607,0.9999999981349912,0.08597285057993352,0,0.0,0.08793112639266486,0.9999999981349912,1.639923257516983e-10,0,0.0,0.015761323453631147,0.9999999981349912,2.939500716212113e-11,0,0.0,0.012998205305897613,0.9999999981349912,2.4241767462335518e-11,47,0.21266968325791855,0.18286777902162518,0.9999999981349912,0.21266968320233773,56,0.25339366515837103,0.2625584164045702,0.9999999981349912,0.25339366517546336,4,1,1,0,0,0,1,1
117,VAN,306,107,0.34967320261437906,0.40488565488565487,0.9999999999996205,0.34967320261440005,19,0.06209150326797386,0.03299749453595607,0.9999999999996205,0.06209150326796282,0,0.0,0.08793112639266486,0.9999999999996205,3.336759646478709e-14,0,0.0,0.015761323453631147,0.9999999999996205,5.981016078461383e-15,0,0.0,0.012998205305897613,0.9999999999996205,4.932483947457161e-15,56,0.1830065359477124,0.18286777902162518,0.9999999999996205,0.18300653594771235,124,0.40522875816993464,0.2625584164045702,0.9999999999996205,0.4052287581698805,4,1,1,0,0,0,1,1
118,MXC,660,293,0.44393939393939397,0.40488565488565487,1.0,0.44393939393939397,56,0.08484848484848485,0.03299749453595607,1.0,0.08484848484848485,29,0.04393939393939394,0.08793112639266486,1.0,0.04393939393939394,5,0.007575757575757576,0.015761323453631147,1.0,0.007575757575757576,5,0.007575757575757576,0.012998205305897613,1.0,0.007575757575757576,121,0.18333333333333332,0.18286777902162518,1.0,0.18333333333333332,151,0.2287878787878788,0.2625584164045702,1.0,0.2287878787878788,7,1,1,1,1,1,1,1
119,AND,1398,392,0.2804005722460658,0.40488565488565487,1.0,0.2804005722460658,52,0.03719599427753934,0.03299749453595607,1.0,0.03719599427753934,111,0.07939914163090128,0.08793112639266486,1.0,0.07939914163090128,12,0.008583690987124463,0.015761323453631147,1.0,0.008583690987124463,2,0.001430615164520744,0.012998205305897613,1.0,0.001430615164520744,239,0.1709585121602289,0.18286777902162518,1.0,0.1709585121602289,590,0.4220314735336195,0.2625584164045702,1.0,0.4220314735336195,7,1,1,1,1,1,1,1
120,NCB,1205,339,0.2813278008298755,0.40488565488565487,1.0,0.2813278008298755,49,0.04066390041493776,0.03299749453595607,1.0,0.04066390041493776,75,0.06224066390041494,0.08793112639266486,1.0,0.06224066390041494,10,0.008298755186721992,0.015761323453631147,1.0,0.008298755186721992,16,0.013278008298755186,0.012998205305897613,1.0,0.013278008298755186,243,0.2016597510373444,0.18286777902162518,1.0,0.2016597510373444,473,0.3925311203319502,0.2625584164045702,1.0,0.3925311203319502,7,1,1,1,1,1,1,1
121,BIS,503,157,0.3121272365805169,0.40488565488565487,1.0,0.3121272365805169,19,0.03777335984095427,0.03299749453595607,1.0,0.03777335984095427,72,0.14314115308151093,0.08793112639266486,1.0,0.14314115308151093,9,0.017892644135188866,0.015761323453631147,1.0,0.017892644135188866,0,0.0,0.012998205305897613,1.0,0.0,99,0.19681908548707752,0.18286777902162518,1.0,0.19681908548707752,147,0.2922465208747515,0.2625584164045702,1.0,0.2922465208747515,6,1,1,1,1,0,1,1
122,LDV,485,132,0.2721649484536082,0.40488565488565487,1.0,0.2721649484536082,18,0.03711340206185567,0.03299749453595607,1.0,0.03711340206185567,68,0.1402061855670103,0.08793112639266486,1.0,0.1402061855670103,11,0.02268041237113402,0.015761323453631147,1.0,0.02268041237113402,3,0.006185567010309278,0.012998205305897613,1.0,0.006185567010309278,76,0.15670103092783505,0.18286777902162518,1.0,0.15670103092783505,177,0.3649484536082474,0.2625584164045702,1.0,0.3649484536082474,7,1,1,1,1,1,1,1
123,LSI,1188,297,0.25,0.40488565488565487,1.0,0.25,49,0.041245791245791245,0.03299749453595607,1.0,0.041245791245791245,81,0.06818181818181818,0.08793112639266486,1.0,0.06818181818181818,11,0.009259259259259259,0.015761323453631147,1.0,0.009259259259259259,20,0.016835016835016835,0.012998205305897613,1.0,0.016835016835016835,192,0.16161616161616163,0.18286777902162518,1.0,0.16161616161616163,538,0.45286195286195285,0.2625584164045702,1.0,0.45286195286195285,7,1,1,1,1,1,1,1
124,PAK,1315,555,0.4220532319391635,0.40488565488565487,1.0,0.4220532319391635,31,0.023574144486692015,0.03299749453595607,1.0,0.023574144486692015,182,0.13840304182509505,0.08793112639266486,1.0,0.13840304182509505,27,0.02053231939163498,0.015761323453631147,1.0,0.02053231939163498,49,0.037262357414448666,0.012998205305897613,1.0,0.037262357414448666,242,0.18403041825095057,0.18286777902162518,1.0,0.18403041825095057,229,0.1741444866920152,0.2625584164045702,1.0,0.1741444866920152,7,1,1,1,1,1,1,1
125,WHM,1563,545,0.3486884197056942,0.40488565488565487,1.0,0.3486884197056942,43,0.027511196417146513,0.03299749453595607,1.0,0.027511196417146513,243,0.15547024952015356,0.08793112639266486,1.0,0.15547024952015356,30,0.019193857965451054,0.015761323453631147,1.0,0.019193857965451054,51,0.03262955854126679,0.012998205305897613,1.0,0.03262955854126679,302,0.19321817018554063,0.18286777902162518,1.0,0.19321817018554063,349,0.2232885476647473,0.2625584164045702,1.0,0.2232885476647473,7,1,1,1,1,1,1,1
126,SOA,23,16,0.6956521739130435,0.40488565488565487,0.574442516811659,0.5719143058803131,0,0.0,0.03299749453595607,0.574442516811659,0.014042330726242499,1,0.043478260869565216,0.08793112639266486,0.574442516811659,0.06239551044208527,2,0.08695652173913043,0.015761323453631147,0.574442516811659,0.05665887234165847,0,0.0,0.012998205305897613,0.574442516811659,0.005531483535943128,4,0.17391304347826086,0.18286777902162518,0.574442516811659,0.17772379819871215,0,0.0,0.2625584164045702,0.574442516811659,0.11173369887504532,4,1,0,1,1,0,1,0
127,TAS,26,7,0.2692307692307692,0.40488565488565487,0.6456563062257954,0.31729922249223874,0,0.0,0.03299749453595607,0.6456563062257954,0.011692454099164808,9,0.34615384615384615,0.08793112639266486,0.6456563062257954,0.2546542538172479,0,0.0,0.015761323453631147,0.6456563062257954,0.005584925571329664,0,0.0,0.012998205305897613,0.6456563062257954,0.004605832080527225,10,0.38461538461538464,0.18286777902162518,0.6456563062257954,0.3131273928391905,0,0.0,0.2625584164045702,0.6456563062257954,0.09303591910030114,3,1,0,1,0,0,1,0
128,VIC,11,8,0.7272727272727273,0.40488565488565487,0.28905049737499605,0.49807179850640704,0,0.0,0.03299749453595607,0.28905049737499605,0.023459552328209253,0,0.0,0.08793112639266486,0.28905049737499605,0.06251459057412144,0,0.0,0.015761323453631147,0.28905049737499605,0.011205505070070872,0,0.0,0.012998205305897613,0.28905049737499605,0.009241067597245595,0,0.0,0.18286777902162518,0.28905049737499605,0.13000975654156355,3,0.2727272727272727,0.2625584164045702,0.28905049737499605,0.26549772938238225,2,1,0,0,0,0,0,1
129,ALA,351,209,0.5954415954415955,0.40488565488565487,0.9999999999999958,0.5954415954415946,18,0.05128205128205128,0.03299749453595607,0.9999999999999958,0.051282051282051204,4,0.011396011396011397,0.08793112639266486,0.9999999999999958,0.01139601139601172,3,0.008547008547008548,0.015761323453631147,0.9999999999999958,0.008547008547008577,0,0.0,0.012998205305897613,0.9999999999999958,5.4837445875767146e-17,25,0.07122507122507123,0.18286777902162518,0.9999999999999958,0.0712250712250717,92,0.2621082621082621,0.2625584164045702,0.9999999999999958,0.2621082621082621,6,1,1,1,1,0,1,1
130,ARK,343,211,0.6151603498542274,0.40488565488565487,0.9999999999999907,0.6151603498542254,18,0.052478134110787174,0.03299749453595607,0.9999999999999907,0.052478134110786986,5,0.014577259475218658,0.08793112639266486,0.9999999999999907,0.014577259475219343,3,0.008746355685131196,0.015761323453631147,0.9999999999999907,0.008746355685131262,0,0.0,0.012998205305897613,0.9999999999999907,1.212196171990642e-16,33,0.09620991253644315,0.18286777902162518,0.9999999999999907,0.09620991253644395,73,0.21282798833819241,0.2625584164045702,0.9999999999999907,0.21282798833819286,6,1,1,1,1,0,1,1
131,FLA,409,252,0.6161369193154034,0.40488565488565487,1.0,0.6161369193154034,6,0.014669926650366748,0.03299749453595607,1.0,0.014669926650366748,4,0.009779951100244499,0.08793112639266486,1.0,0.009779951100244499,4,0.009779951100244499,0.015761323453631147,1.0,0.009779951100244499,0,0.0,0.012998205305897613,1.0,0.0,55,0.13447432762836187,0.18286777902162518,1.0,0.13447432762836187,88,0.21515892420537897,0.2625584164045702,1.0,0.21515892420537897,6,1,1,1,1,0,1,1
132,GEO,369,198,0.5365853658536586,0.40488565488565487,0.9999999999999993,0.5365853658536585,18,0.04878048780487805,0.03299749453595607,0.9999999999999993,0.04878048780487804,15,0.04065040650406504,0.08793112639266486,0.9999999999999993,0.04065040650406507,9,0.024390243902439025,0.015761323453631147,0.9999999999999993,0.02439024390243902,0,0.0,0.012998205305897613,0.9999999999999993,8.658544085647444e-18,37,0.1002710027100271,0.18286777902162518,0.9999999999999993,0.10027100271002716,92,0.24932249322493225,0.2625584164045702,0.9999999999999993,0.24932249322493225,6,1,1,1,1,0,1,1
133,MSO,252,189,0.75,0.40488565488565487,0.9999999999159828,0.7499999999710044,15,0.05952380952380952,0.03299749453595607,0.9999999999159828,0.05952380952158085,1,0.003968253968253968,0.08793112639266486,0.9999999999159828,0.0039682539753082965,4,0.015873015873015872,0.015761323453631147,0.9999999999159828,0.015873015873006487,0,0.0,0.012998205305897613,0.9999999999159828,1.0920733037090933e-12,23,0.09126984126984126,0.18286777902162518,0.9999999999159828,0.09126984127753707,20,0.07936507936507936,0.2625584164045702,0.9999999999159828,0.07936507938047076,6,1,1,1,1,0,1,1
134,NCA,374,202,0.5401069518716578,0.40488565488565487,0.9999999999999996,0.5401069518716578,18,0.0481283422459893,0.03299749453595607,0.9999999999999996,0.048128342245989296,15,0.040106951871657755,0.08793112639266486,0.9999999999999996,0.040106951871657776,9,0.02406417112299465,0.015761323453631147,0.9999999999999996,0.024064171122994648,0,0.0,0.012998205305897613,0.9999999999999996,5.7723627237649625e-18,38,0.10160427807486631,0.18286777902162518,0.9999999999999996,0.10160427807486636,92,0.24598930481283424,0.2625584164045702,0.9999999999999996,0.24598930481283424,6,1,1,1,1,0,1,1
135,OKL,286,211,0.7377622377622378,0.40488565488565487,0.999999999997196,0.7377622377613045,20,0.06993006993006994,0.03299749453595607,0.999999999997196,0.06993006992996638,2,0.006993006993006993,0.08793112639266486,0.999999999997196,0.006993006993233942,3,0.01048951048951049,0.015761323453631147,0.999999999997196,0.010489510489525272,0,0.0,0.012998205305897613,0.999999999997196,3.6446698237851976e-14,30,0.1048951048951049,0.18286777902162518,0.999999999997196,0.10489510489532353,20,0.06993006993006994,0.2625584164045702,0.999999999997196,0.06993006993061006,6,1,1,1,1,0,1,1
136,SCA,344,204,0.5930232558139535,0.40488565488565487,0.9999999999999916,0.593023255813952,18,0.05232558139534884,0.03299749453595607,0.9999999999999916,0.05232558139534867,4,0.011627906976744186,0.08793112639266486,0.9999999999999916,0.01162790697674483,3,0.00872093023255814,0.015761323453631147,0.9999999999999916,0.0087209302325582,0,0.0,0.012998205305897613,0.9999999999999916,1.0967489175153429e-16,23,0.06686046511627906,0.18286777902162518,0.9999999999999916,0.06686046511628004,92,0.26744186046511625,0.2625584164045702,0.9999999999999916,0.2674418604651162,6,1,1,1,1,0,1,1
