,accepted_family,Genus,accepted_species,accepted_species_w_author
4458,Rubiaceae,Dioecrescis,Dioecrescis erythroclada,Dioecrescis erythroclada (Kurz) Tirveng.
4465,Apocynaceae,Diplorhynchus,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon (Müll.Arg.) Pichon
4468,Rubiaceae,Diplospora,Diplospora dubia,Diplospora dubia (Lindl.) Masam.
4520,Rubiaceae,Diplospora,Diplospora fruticosa,Diplospora fruticosa Hemsl.
4533,Apocynaceae,Dischidanthus,Dischidanthus thyrsiflorus,"Dischidanthus thyrsiflorus (Hook.f.) S.Reuss, Liede & Meve"
4548,Apocynaceae,Dischidia,Dischidia formosana,Dischidia formosana Maxim.
4558,Rubiaceae,Dolichopentas,Dolichopentas longiflora,Dolichopentas longiflora (Oliv.) Kårehed & B.Bremer
4568,Rubiaceae,Dunnia,Dunnia sinensis,Dunnia sinensis Tutcher
4570,Rubiaceae,Duroia,Duroia hirsuta,Duroia hirsuta (Poepp.) K.Schum.
4576,Apocynaceae,Dyera,Dyera costulata,Dyera costulata (Miq.) Hook.f.
4580,Rubiaceae,Emmenopterys,Emmenopterys henryi,Emmenopterys henryi Oliv.
4582,Rubiaceae,Eumachia,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim."
4592,Rubiaceae,Eumachia,Eumachia frutescens,"Eumachia frutescens (C.T.White) Barrabé, C.M.Taylor & Razafim."
4596,Rubiaceae,Eumachia,Eumachia leptothyrsa,"Eumachia leptothyrsa (Miq.) Barrabé, C.M.Taylor & Razafim."
4597,Rubiaceae,Eumachia,Eumachia lyciiflora,"Eumachia lyciiflora (Baill.) Barrabé, C.M.Taylor & Razafim."
4602,Rubiaceae,Eumachia,Eumachia montana,Eumachia montana (Blume) I.M.Turner
4604,Rubiaceae,Eumachia,Eumachia oleoides,"Eumachia oleoides (Baill.) Barrabé, C.M.Taylor & Razafim."
4614,Rubiaceae,Eumachia,Eumachia rostrata,Eumachia rostrata (Blume) I.M.Turner
4622,Gentianaceae,Eustoma,Eustoma russellianum,Eustoma russellianum (Hook.) G.Don
4644,Gentianaceae,Exacum,Exacum affine,Exacum affine Balf.f. ex Regel
4649,Gentianaceae,Exacum,Exacum tetragonum,Exacum tetragonum Roxb.
4650,Rubiaceae,Exallage,Exallage auricularia,Exallage auricularia (L.) Bremek.
4655,Rubiaceae,Exallage,Exallage chrysotricha,Exallage chrysotricha (Palib.) Neupane & N.Wikstr.
4660,Rubiaceae,Exostema,Exostema acuminatum,Exostema acuminatum Urb.
4667,Rubiaceae,Exostema,Exostema caribaeum,Exostema caribaeum (Jacq.) Schult.
4679,Rubiaceae,Fadogia,Fadogia ancylantha,Fadogia ancylantha Schweinf.
4687,Gentianaceae,Fagraea,Fagraea auriculata,Fagraea auriculata Jack
4689,Gentianaceae,Fagraea,Fagraea berteroana,Fagraea berteroana A.Gray ex Benth.
4692,Gentianaceae,Fagraea,Fagraea blumei,Fagraea blumei G.Don
4701,Gentianaceae,Fagraea,Fagraea ceilanica,Fagraea ceilanica Thunb.
4707,Gentianaceae,Fagraea,Fagraea gracilipes,Fagraea gracilipes A.Gray
4716,Rubiaceae,Faramea,Faramea guianensis,Faramea guianensis (Aubl.) Bremek.
4718,Rubiaceae,Faramea,Faramea multiflora,Faramea multiflora A.Rich. ex DC.
4720,Rubiaceae,Faramea,Faramea occidentalis,Faramea occidentalis (L.) A.Rich.
4729,Rubiaceae,Feretia,Feretia apodanthera,Feretia apodanthera Delile
4735,Apocynaceae,Forsteronia,Forsteronia refracta,Forsteronia refracta Müll.Arg.
4738,Gentianaceae,Frasera,Frasera albicaulis,Frasera albicaulis Griseb.
4741,Gentianaceae,Frasera,Frasera albomarginata,Frasera albomarginata S.Watson
4748,Gentianaceae,Frasera,Frasera caroliniensis,Frasera caroliniensis Walter
4752,Gentianaceae,Frasera,Frasera speciosa,Frasera speciosa Douglas ex Griseb.
4758,Apocynaceae,Funastrum,Funastrum clausum,Funastrum clausum (Jacq.) Schltr.
4762,Apocynaceae,Funtumia,Funtumia africana,Funtumia africana (Benth.) Stapf
4764,Apocynaceae,Funtumia,Funtumia elastica,Funtumia elastica (Preuss) Stapf
4772,Rubiaceae,Galianthe,Galianthe thalictroides,Galianthe thalictroides (K.Schum.) E.L.Cabral
4774,Rubiaceae,Galium,Galium aegeum,Galium aegeum (Stoj. & Kitan.) Ancev
4782,Rubiaceae,Galium,Galium album,Galium album Mill.
4798,Rubiaceae,Galium,Galium aparine,Galium aparine L.
4820,Rubiaceae,Galium,Galium glaucum,Galium glaucum L.
4822,Rubiaceae,Galium,Galium heldreichii,Galium heldreichii Halácsy
4828,Rubiaceae,Galium,Galium humifusum,Galium humifusum M.Bieb.
4835,Rubiaceae,Galium,Galium hypocarpium,Galium hypocarpium (L.) Endl. ex Griseb.
4837,Rubiaceae,Galium,Galium lovcense,Galium lovcense Urum.
4849,Rubiaceae,Galium,Galium macedonicum,Galium macedonicum Krendl
4858,Rubiaceae,Galium,Galium maximoviczii,Galium maximoviczii (Kom.) Pobed.
4861,Rubiaceae,Galium,Galium melanantherum,Galium melanantherum Boiss.
4868,Rubiaceae,Galium,Galium mirum,Galium mirum Rech.f.
4876,Rubiaceae,Galium,Galium mollugo,Galium mollugo L.
4909,Rubiaceae,Galium,Galium odoratum,Galium odoratum (L.) Scop.
4927,Rubiaceae,Galium,Galium palustre,Galium palustre L.
4930,Rubiaceae,Galium,Galium rhodopeum,Galium rhodopeum Velen.
4942,Rubiaceae,Galium,Galium rivale,Galium rivale (Sm.) Griseb.
4960,Rubiaceae,Galium,Galium rubioides,Galium rubioides L.
4967,Rubiaceae,Galium,Galium semiamictum,Galium semiamictum Klokov
4969,Rubiaceae,Galium,Galium sinaicum,Galium sinaicum (Delile ex Decne.) Boiss.
5007,Rubiaceae,Galium,Galium spurium,Galium spurium L.
5019,Rubiaceae,Galium,Galium tricornutum,Galium tricornutum Dandy
5021,Rubiaceae,Galium,Galium triflorum,Galium triflorum Michx.
5022,Rubiaceae,Galium,Galium verum,Galium verum L.
5045,Rubiaceae,Gardenia,Gardenia aubryi,Gardenia aubryi Vieill.
5057,Rubiaceae,Gardenia,Gardenia carinata,Gardenia carinata Wall. ex Roxb.
5066,Rubiaceae,Gardenia,Gardenia collinsiae,Gardenia collinsiae Craib
5067,Rubiaceae,Gardenia,Gardenia coronaria,Gardenia coronaria Banks
5071,Rubiaceae,Gardenia,Gardenia crameri,Gardenia crameri Tirveng.
5074,Rubiaceae,Gardenia,Gardenia erubescens,Gardenia erubescens Stapf & Hutch.
5075,Rubiaceae,Gardenia,Gardenia fosbergii,Gardenia fosbergii Tirveng.
5076,Rubiaceae,Gardenia,Gardenia gordonii,Gardenia gordonii Baker
5078,Rubiaceae,Gardenia,Gardenia grievei,Gardenia grievei Horne ex Baker
5079,Rubiaceae,Gardenia,Gardenia gummifera,Gardenia gummifera L.f.
5086,Rubiaceae,Gardenia,Gardenia hillii,Gardenia hillii Horne ex Baker
5088,Rubiaceae,Gardenia,Gardenia imperialis,Gardenia imperialis K.Schum.
5091,Rubiaceae,Gardenia,Gardenia jasminoides,Gardenia jasminoides J.Ellis
5240,Rubiaceae,Gardenia,Gardenia latifolia,Gardenia latifolia Aiton
5249,Rubiaceae,Gardenia,Gardenia obtusifolia,Gardenia obtusifolia Roxb. ex Hook.f.
5261,Rubiaceae,Gardenia,Gardenia oudiepe,Gardenia oudiepe Vieill.
5272,Rubiaceae,Gardenia,Gardenia resinifera,Gardenia resinifera Roth
5288,Rubiaceae,Gardenia,Gardenia saxatilis,Gardenia saxatilis E.T.Geddes
5294,Rubiaceae,Gardenia,Gardenia sootepensis,Gardenia sootepensis Hutch.
5309,Rubiaceae,Gardenia,Gardenia storckii,Gardenia storckii Oliv.
5314,Rubiaceae,Gardenia,Gardenia taitensis,Gardenia taitensis DC.
5315,Rubiaceae,Gardenia,Gardenia ternifolia,Gardenia ternifolia Schumach. & Thonn.
5317,Rubiaceae,Gardenia,Gardenia thailandica,Gardenia thailandica Tirveng.
5328,Rubiaceae,Gardenia,Gardenia tubifera,Gardenia tubifera Wall.
5346,Rubiaceae,Gardenia,Gardenia urvillei,Gardenia urvillei Montrouz.
5351,Loganiaceae,Gardneria,Gardneria angustifolia,Gardneria angustifolia Wall.
5354,Loganiaceae,Gardneria,Gardneria multiflora,Gardneria multiflora Makino
5363,Loganiaceae,Gardneria,Gardneria nutans,Gardneria nutans Siebold & Zucc.
5369,Loganiaceae,Gardneria,Gardneria ovata,Gardneria ovata Wall.
5385,Apocynaceae,Geissospermum,Geissospermum argenteum,Geissospermum argenteum Woodson
5389,Apocynaceae,Geissospermum,Geissospermum laeve,Geissospermum laeve (Vell.) Miers
5405,Apocynaceae,Geissospermum,Geissospermum sericeum,Geissospermum sericeum Miers
5413,Gelsemiaceae,Gelsemium,Gelsemium elegans,Gelsemium elegans (Gardner & Champ.) Benth.
5513,Gelsemiaceae,Gelsemium,Gelsemium rankinii,Gelsemium rankinii Small
5532,Gelsemiaceae,Gelsemium,Gelsemium sempervirens,Gelsemium sempervirens (L.) J.St.-Hil.
5579,Loganiaceae,Geniostoma,Geniostoma antherotrichum,Geniostoma antherotrichum Gilg & Gilg-Ben.
5582,Rubiaceae,Genipa,Genipa americana,Genipa americana L.
5606,Rubiaceae,Genipa,Genipa spruceana,Genipa spruceana Steyerm.
5608,Gentianaceae,Gentiana,Gentiana acaulis,Gentiana acaulis L.
5623,Gentianaceae,Gentiana,Gentiana algida,Gentiana algida Pall.
5657,Gentianaceae,Gentiana,Gentiana andrewsii,Gentiana andrewsii Griseb.
5658,Gentianaceae,Gentiana,Gentiana aquatica,Gentiana aquatica L.
5660,Gentianaceae,Gentiana,Gentiana argentea,Gentiana argentea (Royle ex D.Don) Royle ex D.Don
5663,Gentianaceae,Gentiana,Gentiana arisanensis,Gentiana arisanensis Hayata
5678,Gentianaceae,Gentiana,Gentiana asclepiadea,Gentiana asclepiadea L.
5697,Gentianaceae,Gentiana,Gentiana bavarica,Gentiana bavarica L.
5701,Gentianaceae,Gentiana,Gentiana brachyphylla,Gentiana brachyphylla Vill.
5726,Gentianaceae,Gentiana,Gentiana burseri,Gentiana burseri Lapeyr.
5731,Gentianaceae,Gentiana,Gentiana cephalantha,Gentiana cephalantha Franch.
5733,Gentianaceae,Gentiana,Gentiana crassa,Gentiana crassa Kurz
5761,Gentianaceae,Gentiana,Gentiana crassicaulis,Gentiana crassicaulis Duthie ex Burkill
5776,Gentianaceae,Gentiana,Gentiana cruciata,Gentiana cruciata L.
5783,Gentianaceae,Gentiana,Gentiana dahurica,Gentiana dahurica Fisch.
5806,Gentianaceae,Gentiana,Gentiana davidi,Gentiana davidi Franch.
5821,Gentianaceae,Gentiana,Gentiana decumbens,Gentiana decumbens L.f.
5828,Gentianaceae,Gentiana,Gentiana depressa,Gentiana depressa D.Don
5840,Gentianaceae,Gentiana,Gentiana elwesii,Gentiana elwesii C.B.Clarke
5845,Gentianaceae,Gentiana,Gentiana formosa,Gentiana formosa Harry Sm.
5846,Gentianaceae,Gentiana,Gentiana gelida,Gentiana gelida M.Bieb.
5853,Gentianaceae,Gentiana,Gentiana kauffmanniana,Gentiana kauffmanniana Regel & Schmalh.
5854,Gentianaceae,Gentiana,Gentiana kirilowii,Gentiana kirilowii Turcz.
5855,Gentianaceae,Gentiana,Gentiana kurroo,Gentiana kurroo Royle
5863,Gentianaceae,Gentiana,Gentiana lawrencei,Gentiana lawrencei Burkill
5870,Gentianaceae,Gentiana,Gentiana linearis,Gentiana linearis Froel.
5881,Gentianaceae,Gentiana,Gentiana loureiroi,Gentiana loureiroi (G.Don) Griseb.
5896,Gentianaceae,Gentiana,Gentiana lutea,Gentiana lutea L.
6021,Gentianaceae,Gentiana,Gentiana macrophylla,Gentiana macrophylla Pall.
6069,Gentianaceae,Gentiana,Gentiana makinoi,Gentiana makinoi Kusn.
6070,Gentianaceae,Gentiana,Gentiana manshurica,Gentiana manshurica Kitag.
6080,Gentianaceae,Gentiana,Gentiana nivalis,Gentiana nivalis L.
6084,Gentianaceae,Gentiana,Gentiana officinalis,Gentiana officinalis Harry Sm.
6090,Gentianaceae,Gentiana,Gentiana olgae,Gentiana olgae Regel & Schmalh.
6091,Gentianaceae,Gentiana,Gentiana olivieri,Gentiana olivieri Griseb.
6113,Gentianaceae,Gentiana,Gentiana pannonica,Gentiana pannonica Scop.
6117,Gentianaceae,Gentiana,Gentiana pedicellata,Gentiana pedicellata (D.Don) Griseb.
6136,Gentianaceae,Gentiana,Gentiana piasezkii,Gentiana piasezkii Maxim.
6137,Gentianaceae,Gentiana,Gentiana prolata,Gentiana prolata Balf.f.
6142,Gentianaceae,Gentiana,Gentiana prostrata,Gentiana prostrata Haenke
6145,Gentianaceae,Gentiana,Gentiana punctata,Gentiana punctata L.
6155,Gentianaceae,Gentiana,Gentiana purpurea,Gentiana purpurea L.
6162,Gentianaceae,Gentiana,Gentiana pyrenaica,Gentiana pyrenaica L.
6171,Gentianaceae,Gentiana,Gentiana robusta,Gentiana robusta King ex Hook.f.
6173,Gentianaceae,Gentiana,Gentiana rostanii,Gentiana rostanii Reut. ex Verlot
6175,Gentianaceae,Gentiana,Gentiana scabra,Gentiana scabra Bunge
6213,Gentianaceae,Gentiana,Gentiana septemfida,Gentiana septemfida Pall.
6222,Gentianaceae,Gentiana,Gentiana sikkimensis,Gentiana sikkimensis C.B.Clarke
6227,Gentianaceae,Gentiana,Gentiana sino-ornata,Gentiana sino-ornata Balf.f.
6233,Gentianaceae,Gentiana,Gentiana siphonantha,Gentiana siphonantha Maxim. ex Kusn.
6243,Gentianaceae,Gentiana,Gentiana spathacea,Gentiana spathacea Kunth
6244,Gentianaceae,Gentiana,Gentiana straminea,Gentiana straminea Maxim.
6295,Gentianaceae,Gentiana,Gentiana taliensis,Gentiana taliensis Balf.f. & Forrest
6300,Gentianaceae,Gentiana,Gentiana terglouensis,Gentiana terglouensis Hacq.
6302,Gentianaceae,Gentiana,Gentiana thunbergii,Gentiana thunbergii (G.Don) Griseb.
6315,Gentianaceae,Gentiana,Gentiana tibetica,Gentiana tibetica King ex Hook.f.
6335,Gentianaceae,Gentiana,Gentiana triflora,Gentiana triflora Pall.
6361,Gentianaceae,Gentiana,Gentiana urnula,Gentiana urnula Harry Sm.
6362,Gentianaceae,Gentiana,Gentiana utriculosa,Gentiana utriculosa L.
6369,Gentianaceae,Gentiana,Gentiana verna,Gentiana verna L.
6391,Gentianaceae,Gentianella,Gentianella alborosea,Gentianella alborosea (Gilg) Fabris
6392,Gentianaceae,Gentianella,Gentianella amarella,Gentianella amarella (L.) Börner
6406,Gentianaceae,Gentianella,Gentianella austriaca,Gentianella austriaca (A.Kern. & Jos.Kern.) Holub
6410,Gentianaceae,Gentianella,Gentianella azurea,Gentianella azurea (Bunge) Holub
6421,Gentianaceae,Gentianella,Gentianella bellidifolia,Gentianella bellidifolia (Hook.f.) Holub
6424,Gentianaceae,Gentianella,Gentianella bulgarica,Gentianella bulgarica (Velen.) Holub
6430,Gentianaceae,Gentianella,Gentianella campestris,Gentianella campestris (L.) Börner
6466,Gentianaceae,Gentianella,Gentianella caucasea,Gentianella caucasea (Lodd. ex Sims) Holub
6467,Gentianaceae,Gentianella,Gentianella florida,Gentianella florida (Griseb.) Holub
6473,Gentianaceae,Gentianella,Gentianella germanica,Gentianella germanica (Willd.) Börner
6485,Gentianaceae,Gentianella,Gentianella magellanica,Gentianella magellanica (Gaudich.) Fabris
6489,Gentianaceae,Gentianella,Gentianella multicaulis,Gentianella multicaulis (Gillies ex Griseb.) Fabris
6491,Gentianaceae,Gentianella,Gentianella nitida,Gentianella nitida (Griseb.) Fabris
6508,Gentianaceae,Gentianella,Gentianella ramosa,Gentianella ramosa (Hegetschw.) Holub
6510,Gentianaceae,Gentianella,Gentianella selaginifolia,Gentianella selaginifolia (Griseb.) Fabris
6511,Gentianaceae,Gentianella,Gentianella serotina,Gentianella serotina (Cockayne) T.N.Ho & S.W.Liu
6536,Gentianaceae,Gentianella,Gentianella turkestanorum,Gentianella turkestanorum (Gand.) Holub
6540,Gentianaceae,Gentianopsis,Gentianopsis barbata,Gentianopsis barbata (Froel.) Ma
6565,Gentianaceae,Gentianopsis,Gentianopsis barbellata,Gentianopsis barbellata (Engelm.) Iltis
6590,Gentianaceae,Gentianopsis,Gentianopsis ciliata,Gentianopsis ciliata (L.) Ma
6615,Gentianaceae,Gentianopsis,Gentianopsis crinita,Gentianopsis crinita (Froel.) Ma
6638,Gentianaceae,Gentianopsis,Gentianopsis detonsa,Gentianopsis detonsa (Rottb.) Ma
6663,Gentianaceae,Gentianopsis,Gentianopsis grandis,Gentianopsis grandis Ma
6688,Gentianaceae,Gentianopsis,Gentianopsis lanceolata,Gentianopsis lanceolata (Benth.) Iltis
6713,Gentianaceae,Gentianopsis,Gentianopsis paludosa,Gentianopsis paludosa (Hook.f.) Ma
6745,Gentianaceae,Gentianopsis,Gentianopsis simplex,Gentianopsis simplex (A.Gray) Iltis
6770,Gentianaceae,Gentianopsis,Gentianopsis thermalis,Gentianopsis thermalis (Kuntze) Iltis
6795,Gentianaceae,Gentianopsis,Gentianopsis virgata,Gentianopsis virgata (Raf.) Holub
6797,Apocynaceae,Gomphocarpus,Gomphocarpus fruticosus,Gomphocarpus fruticosus (L.) W.T.Aiton
6821,Apocynaceae,Gomphocarpus,Gomphocarpus physocarpus,Gomphocarpus physocarpus E.Mey.
6823,Apocynaceae,Gomphocarpus,Gomphocarpus sinaicus,Gomphocarpus sinaicus Boiss.
6844,Apocynaceae,Gongronemopsis,Gongronemopsis tenacissima,"Gongronemopsis tenacissima (Roxb.) S.Reuss, Liede & Meve"
6880,Apocynaceae,Gonioma,Gonioma kamassi,Gonioma kamassi E.Mey.
6883,Apocynaceae,Gonioma,Gonioma malagasy,Gonioma malagasy Markgr. & Boiteau
6889,Rubiaceae,Guettarda,Guettarda angelica,Guettarda angelica Mart. ex Müll.Arg.
6900,Rubiaceae,Guettarda,Guettarda grazielae,Guettarda grazielae M.R.Barbosa
6902,Rubiaceae,Guettarda,Guettarda heterosepala,Guettarda heterosepala Guillaumin
6904,Rubiaceae,Guettarda,Guettarda platypoda,Guettarda platypoda DC.
6923,Rubiaceae,Guettarda,Guettarda pohliana,Guettarda pohliana Müll.Arg.
6924,Rubiaceae,Guettarda,Guettarda speciosa,Guettarda speciosa L.
6926,Rubiaceae,Guettarda,Guettarda trimera,Guettarda trimera Guillaumin
6928,Rubiaceae,Guettardella,Guettardella putaminosa,Guettardella putaminosa (F.Muell.) Benth.
6930,Apocynaceae,Gymnema,Gymnema sylvestre,Gymnema sylvestre (Retz.) R.Br. ex Sm.
7053,Rubiaceae,Gynochthodes,Gynochthodes jasminoides,Gynochthodes jasminoides (A.Cunn.) Razafim. & B.Bremer
7055,Rubiaceae,Gynochthodes,Gynochthodes officinalis,Gynochthodes officinalis (F.C.How) Razafim. & B.Bremer
7103,Rubiaceae,Gynochthodes,Gynochthodes parvifolia,Gynochthodes parvifolia (Bartl. ex DC.) Razafim. & B.Bremer
7116,Rubiaceae,Gynochthodes,Gynochthodes umbellata,Gynochthodes umbellata (L.) Razafim. & B.Bremer
7128,Gentianaceae,Halenia,Halenia asclepiadea,Halenia asclepiadea (Kunth) G.Don
7129,Gentianaceae,Halenia,Halenia corniculata,Halenia corniculata (L.) Cornaz
7154,Gentianaceae,Halenia,Halenia elata,Halenia elata Wedd.
7161,Gentianaceae,Halenia,Halenia elliptica,Halenia elliptica D.Don
7196,Rubiaceae,Hamelia,Hamelia magnifolia,Hamelia magnifolia Wernham
7197,Rubiaceae,Hamelia,Hamelia patens,Hamelia patens Jacq.
7209,Apocynaceae,Hancornia,Hancornia speciosa,Hancornia speciosa Gomes
7212,Apocynaceae,Haplophyton,Haplophyton cimicidum,Haplophyton cimicidum A.DC.
7226,Apocynaceae,Haplophyton,Haplophyton crooksii,Haplophyton crooksii (L.D.Benson) L.D.Benson
7235,Rubiaceae,Hedyotis,Hedyotis acutangula,Hedyotis acutangula Champ. ex Benth.
7238,Rubiaceae,Hedyotis,Hedyotis fruticosa,Hedyotis fruticosa L.
7241,Rubiaceae,Hedyotis,Hedyotis lawsoniae,Hedyotis lawsoniae Wight & Arn.
7277,Rubiaceae,Hedyotis,Hedyotis pruinosa,Hedyotis pruinosa Wight & Arn.
7280,Rubiaceae,Heinsia,Heinsia crinita,Heinsia crinita (Wennberg) G.Taylor
7283,Gentianaceae,Helia,Helia alata,Helia alata (Aubl.) Kuntze
7287,Gentianaceae,Helia,Helia alba,Helia alba (Spruce ex Progel) Kuntze
7320,Apocynaceae,Hemidesmus,Hemidesmus indicus,Hemidesmus indicus (L.) R.Br.
7343,Rubiaceae,Heterophyllaea,Heterophyllaea pustulata,Heterophyllaea pustulata Hook.f.
7357,Apocynaceae,Heterostemma,Heterostemma brownii,Heterostemma brownii Hayata
7366,Rubiaceae,Himalrandia,Himalrandia tetrasperma,Himalrandia tetrasperma (Wall. ex Roxb.) T.Yamaz.
7375,Apocynaceae,Himatanthus,Himatanthus articulatus,Himatanthus articulatus (Vahl) Woodson
7400,Apocynaceae,Himatanthus,Himatanthus bracteatus,Himatanthus bracteatus (A.DC.) Woodson
7402,Apocynaceae,Himatanthus,Himatanthus drasticus,Himatanthus drasticus (Mart.) Plumel
7408,Apocynaceae,Himatanthus,Himatanthus phagedaenicus,Himatanthus phagedaenicus (Mart.) Woodson
7409,Rubiaceae,Hintonia,Hintonia latiflora,Hintonia latiflora (Sessé & Moc. ex DC.) Bullock
7429,Rubiaceae,Hintonia,Hintonia standleyana,Hintonia standleyana Bullock
7442,Rubiaceae,Hoffmannia,Hoffmannia strigillosa,Hoffmannia strigillosa Hemsl.
7462,Apocynaceae,Holarrhena,Holarrhena congolensis,Holarrhena congolensis Stapf
7464,Apocynaceae,Holarrhena,Holarrhena curtisii,Holarrhena curtisii King & Gamble
7471,Apocynaceae,Holarrhena,Holarrhena floribunda,Holarrhena floribunda (G.Don) T.Durand & Schinz
7493,Apocynaceae,Holarrhena,Holarrhena mitis,Holarrhena mitis (Vahl) R.Br. ex Roem. & Schult.
7494,Apocynaceae,Holarrhena,Holarrhena pubescens,Holarrhena pubescens Wall. ex G.Don
7560,Apocynaceae,Hoodia,Hoodia currorii,Hoodia currorii (Hook.) Decne.
7567,Apocynaceae,Hoodia,Hoodia gordonii,Hoodia gordonii (Masson) Sweet ex Decne.
7609,Apocynaceae,Hoodia,Hoodia ruschii,Hoodia ruschii Dinter
7616,Gentianaceae,Hoppea,Hoppea dichotoma,Hoppea dichotoma Willd.
7623,Gentianaceae,Hoppea,Hoppea fastigiata,Hoppea fastigiata (Griseb.) C.B.Clarke
7625,Apocynaceae,Hoya,Hoya australis,Hoya australis R.Br. ex J.Traill
7683,Apocynaceae,Hoya,Hoya bandaensis,Hoya bandaensis Schltr.
7704,Apocynaceae,Hoya,Hoya bella,Hoya bella Hook.
7725,Apocynaceae,Hoya,Hoya carnosa,Hoya carnosa (L.f.) R.Br.
7764,Apocynaceae,Hoya,Hoya cinnamomifolia,Hoya cinnamomifolia Hook.
7785,Apocynaceae,Hoya,Hoya coronaria,Hoya coronaria Blume
7806,Apocynaceae,Hoya,Hoya diversifolia,Hoya diversifolia Blume
7827,Apocynaceae,Hoya,Hoya fraterna,Hoya fraterna Blume
7848,Apocynaceae,Hoya,Hoya imperialis,Hoya imperialis Lindl.
7869,Apocynaceae,Hoya,Hoya lacunosa,Hoya lacunosa Blume
7890,Apocynaceae,Hoya,Hoya latifolia,Hoya latifolia G.Don
7911,Apocynaceae,Hoya,Hoya longifolia,Hoya longifolia Wall. ex Wight
7932,Apocynaceae,Hoya,Hoya multiflora,Hoya multiflora Blume
7953,Apocynaceae,Hoya,Hoya naumannii,Hoya naumannii Schltr.
7958,Apocynaceae,Hoya,Hoya obovata,Hoya obovata Decne.
7979,Apocynaceae,Hoya,Hoya ovalifolia,Hoya ovalifolia Wight & Arn.
7998,Apocynaceae,Hoya,Hoya shepherdii,Hoya shepherdii Short ex Hook.
8019,Apocynaceae,Hoya,Hoya tsangii,Hoya tsangii C.M.Burton
8040,Apocynaceae,Hunteria,Hunteria camerunensis,Hunteria camerunensis K.Schum. ex Hallier f.
8045,Apocynaceae,Hunteria,Hunteria congolana,Hunteria congolana Pichon
8058,Apocynaceae,Hunteria,Hunteria umbellata,Hunteria umbellata (K.Schum.) Hallier f.
8094,Apocynaceae,Hunteria,Hunteria zeylanica,Hunteria zeylanica (Retz.) Gardner ex Thwaites
8144,Rubiaceae,Hydnophytum,Hydnophytum formicarum,Hydnophytum formicarum Jack
8149,Rubiaceae,Hymenodictyon,Hymenodictyon floribundum,Hymenodictyon floribundum (Hochst. & Steud.) B.L.Rob.
8157,Rubiaceae,Hymenodictyon,Hymenodictyon orixense,Hymenodictyon orixense (Roxb.) Mabb.
8182,Apocynaceae,Ichnocarpus,Ichnocarpus frutescens,Ichnocarpus frutescens (L.) W.T.Aiton
8185,Rubiaceae,Isertia,Isertia haenkeana,Isertia haenkeana DC.
8206,Rubiaceae,Isertia,Isertia hypoleuca,Isertia hypoleuca Benth.
8211,Rubiaceae,Isertia,Isertia pittieri,Isertia pittieri (Standl.) Standl.
8218,Gentianaceae,Ixanthus,Ixanthus viscosus,Ixanthus viscosus (Aiton) Griseb.
8222,Rubiaceae,Ixora,Ixora chinensis,Ixora chinensis Lam.
8227,Rubiaceae,Ixora,Ixora coccinea,Ixora coccinea L.
8262,Rubiaceae,Ixora,Ixora finlaysoniana,Ixora finlaysoniana Wall. ex G.Don
8264,Rubiaceae,Ixora,Ixora foetida,Ixora foetida (L.f.) Fosberg
8265,Rubiaceae,Ixora,Ixora javanica,Ixora javanica (Blume) DC.
8268,Rubiaceae,Ixora,Ixora pavetta,Ixora pavetta Andrews
8269,Rubiaceae,Ixora,Ixora undulata,Ixora undulata Roxb. ex Sm.
8276,Apocynaceae,Jasminanthes,Jasminanthes mucronata,Jasminanthes mucronata (Blanco) W.D.Stevens & P.T.Li
8301,Rubiaceae,Keetia,Keetia multiflora,Keetia multiflora (Schumach. & Thonn.) Bridson
8308,Apocynaceae,Kibatalia,Kibatalia laurifolia,Kibatalia laurifolia (Ridl.) Woodson
8316,Apocynaceae,Kibatalia,Kibatalia macrophylla,Kibatalia macrophylla (Pierre ex Hua) Woodson
8317,Apocynaceae,Kibatalia,Kibatalia maingayi,Kibatalia maingayi (Hook.f.) Woodson
8323,Rubiaceae,Knoxia,Knoxia roxburghii,Knoxia roxburghii (Spreng.) M.A.Rau
8328,Rubiaceae,Knoxia,Knoxia sumatrensis,Knoxia sumatrensis (Retz.) DC.
8329,Apocynaceae,Kopsia,Kopsia arborea,Kopsia arborea Blume
8437,Apocynaceae,Kopsia,Kopsia dasyrachis,Kopsia dasyrachis Ridl.
8487,Apocynaceae,Kopsia,Kopsia deverrei,Kopsia deverrei L.Allorge
8495,Apocynaceae,Kopsia,Kopsia flavida,Kopsia flavida Blume
8505,Apocynaceae,Kopsia,Kopsia fruticosa,Kopsia fruticosa (Roxb.) A.DC.
8532,Apocynaceae,Kopsia,Kopsia grandifolia,Kopsia grandifolia D.J.Middleton
8541,Apocynaceae,Kopsia,Kopsia griffithii,Kopsia griffithii King & Gamble
8570,Apocynaceae,Kopsia,Kopsia hainanensis,Kopsia hainanensis Tsiang
8588,Apocynaceae,Kopsia,Kopsia lapidilecta,Kopsia lapidilecta Sleesen
8593,Apocynaceae,Kopsia,Kopsia larutensis,Kopsia larutensis King & Gamble
8602,Apocynaceae,Kopsia,Kopsia macrophylla,Kopsia macrophylla Hook.f.
