,accepted_species,Animal Richness,Bio1,Assigned_group,number_of_species_in_group
278,Eumachia montana,534.5506446547133,19.88450050354,121,50
278,Eumachia montana,534.5506446547133,19.88450050354,166,84
278,Eumachia montana,534.5506446547133,19.88450050354,179,52
278,Eumachia montana,534.5506446547133,19.88450050354,201,55
278,Eumachia montana,534.5506446547133,19.88450050354,225,55
278,Eumachia montana,534.5506446547133,19.88450050354,248,51
278,Eumachia montana,534.5506446547133,19.88450050354,251,88
278,Eumachia montana,534.5506446547133,19.88450050354,279,70
278,Eumachia montana,534.5506446547133,19.88450050354,301,80
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,15,61
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,18,29
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,22,27
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,89,68
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,90,42
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,126,45
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,151,71
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,172,49
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,179,52
279,Ochrosia coccinea,321.18577023016974,20.75487422943115,304,86
280,Palicourea acuminata,669.2077685576419,23.9965000152588,1,46
280,Palicourea acuminata,669.2077685576419,23.9965000152588,65,82
280,Palicourea acuminata,669.2077685576419,23.9965000152588,78,52
280,Palicourea acuminata,669.2077685576419,23.9965000152588,94,25
280,Palicourea acuminata,669.2077685576419,23.9965000152588,172,49
280,Palicourea acuminata,669.2077685576419,23.9965000152588,194,29
280,Palicourea acuminata,669.2077685576419,23.9965000152588,250,23
280,Palicourea acuminata,669.2077685576419,23.9965000152588,277,21
280,Palicourea acuminata,669.2077685576419,23.9965000152588,291,18
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,8,25
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,60,83
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,63,24
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,87,7
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,88,59
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,155,44
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,186,53
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,217,83
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,294,33
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,300,24
281,Gentianopsis barbellata,274.7916278895508,-0.8530000150203705,301,80
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,50,65
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,52,66
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,84,54
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,117,52
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,150,46
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,187,13
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,201,55
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,258,71
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,265,62
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,287,61
282,Schumanniophyton magnificum,584.6662052305614,24.3685007095337,290,37
283,Dimetia scandens,577.6210166464804,15.8672504425049,13,26
283,Dimetia scandens,577.6210166464804,15.8672504425049,73,73
283,Dimetia scandens,577.6210166464804,15.8672504425049,122,70
283,Dimetia scandens,577.6210166464804,15.8672504425049,126,45
283,Dimetia scandens,577.6210166464804,15.8672504425049,133,18
283,Dimetia scandens,577.6210166464804,15.8672504425049,152,75
283,Dimetia scandens,577.6210166464804,15.8672504425049,196,85
283,Dimetia scandens,577.6210166464804,15.8672504425049,219,27
283,Dimetia scandens,577.6210166464804,15.8672504425049,224,43
283,Dimetia scandens,577.6210166464804,15.8672504425049,230,69
283,Dimetia scandens,577.6210166464804,15.8672504425049,242,63
283,Dimetia scandens,577.6210166464804,15.8672504425049,265,62
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,10,40
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,47,70
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,77,83
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,89,68
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,92,65
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,107,49
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,119,38
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,167,88
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,188,84
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,194,29
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,218,64
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,228,60
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,278,41
284,Zeltnera muehlenbergii,253.1903525331705,13.7200002670288,292,53
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,22,27
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,33,71
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,56,59
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,71,70
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,75,41
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,81,30
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,123,52
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,140,80
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,146,70
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,155,44
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,188,84
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,236,68
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,265,62
285,Vincetoxicum hirsutum,519.0467883314084,22.3277492523193,298,28
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,5,61
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,19,23
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,60,83
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,148,51
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,158,70
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,165,74
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,185,76
286,Cephalanthus tetrandrus,544.1721455564616,20.4512500762939,262,83
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,47,70
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,89,68
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,99,55
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,105,83
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,117,52
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,154,81
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,181,75
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,224,43
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,227,28
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,228,60
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,234,79
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,237,84
287,Leptopetalum biflorum,421.46295576843727,24.86549949646,275,35
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,33,71
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,43,78
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,71,70
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,77,83
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,79,48
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,80,74
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,96,44
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,102,29
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,196,85
288,Scleromitrion tenelliflorum,527.143770992953,26.0090007781982,237,84
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,26,36
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,36,75
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,60,83
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,62,38
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,64,63
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,94,25
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,201,55
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,212,62
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,266,48
289,Chonemorpha fragrans,502.5286944193798,24.1200008392334,305,57
290,Schenkia spicata,204.0887364963337,15.6622495651245,47,70
290,Schenkia spicata,204.0887364963337,15.6622495651245,95,53
290,Schenkia spicata,204.0887364963337,15.6622495651245,158,70
290,Schenkia spicata,204.0887364963337,15.6622495651245,181,75
290,Schenkia spicata,204.0887364963337,15.6622495651245,228,60
290,Schenkia spicata,204.0887364963337,15.6622495651245,246,54
290,Schenkia spicata,204.0887364963337,15.6622495651245,259,18
290,Schenkia spicata,204.0887364963337,15.6622495651245,265,62
290,Schenkia spicata,204.0887364963337,15.6622495651245,271,84
290,Schenkia spicata,204.0887364963337,15.6622495651245,272,38
290,Schenkia spicata,204.0887364963337,15.6622495651245,279,70
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,20,70
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,26,36
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,36,75
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,40,66
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,65,82
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,85,39
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,88,59
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,149,37
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,193,83
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,203,15
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,217,83
291,Uncaria rhynchophylla,437.8920604319118,17.3238754272461,285,79
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,57,80
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,103,86
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,105,83
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,140,80
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,143,60
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,152,75
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,154,81
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,199,74
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,225,55
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,287,61
292,Gentianopsis virgata,234.7820490637091,7.20975017547607,301,80
293,Gentianopsis grandis,461.48329925017,5.09375,191,76
293,Gentianopsis grandis,461.48329925017,5.09375,200,14
293,Gentianopsis grandis,461.48329925017,5.09375,231,38
293,Gentianopsis grandis,461.48329925017,5.09375,292,53
293,Gentianopsis grandis,461.48329925017,5.09375,305,57
294,Simira williamsii,766.355776572232,22.09662617163215,9,63
294,Simira williamsii,766.355776572232,22.09662617163215,26,36
294,Simira williamsii,766.355776572232,22.09662617163215,71,70
294,Simira williamsii,766.355776572232,22.09662617163215,79,48
294,Simira williamsii,766.355776572232,22.09662617163215,91,34
294,Simira williamsii,766.355776572232,22.09662617163215,140,80
294,Simira williamsii,766.355776572232,22.09662617163215,150,46
294,Simira williamsii,766.355776572232,22.09662617163215,197,82
294,Simira williamsii,766.355776572232,22.09662617163215,208,58
294,Simira williamsii,766.355776572232,22.09662617163215,217,83
294,Simira williamsii,766.355776572232,22.09662617163215,286,65
294,Simira williamsii,766.355776572232,22.09662617163215,300,24
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,38,74
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,60,83
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,103,86
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,137,62
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,176,30
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,193,83
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,201,55
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,242,63
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,254,44
295,Callichilia subsessilis,584.4094493662993,23.1879997253418,292,53
296,Catharanthus lanceus,216.717628705148,17.1537494659424,55,38
296,Catharanthus lanceus,216.717628705148,17.1537494659424,76,82
296,Catharanthus lanceus,216.717628705148,17.1537494659424,82,80
296,Catharanthus lanceus,216.717628705148,17.1537494659424,84,54
296,Catharanthus lanceus,216.717628705148,17.1537494659424,138,78
296,Catharanthus lanceus,216.717628705148,17.1537494659424,147,74
296,Catharanthus lanceus,216.717628705148,17.1537494659424,148,51
296,Catharanthus lanceus,216.717628705148,17.1537494659424,151,71
296,Catharanthus lanceus,216.717628705148,17.1537494659424,156,68
296,Catharanthus lanceus,216.717628705148,17.1537494659424,210,19
296,Catharanthus lanceus,216.717628705148,17.1537494659424,257,55
296,Catharanthus lanceus,216.717628705148,17.1537494659424,287,61
296,Catharanthus lanceus,216.717628705148,17.1537494659424,301,80
296,Catharanthus lanceus,216.717628705148,17.1537494659424,304,86
297,Gentiana arisanensis,409.72972972973,12.270999908447251,137,62
297,Gentiana arisanensis,409.72972972973,12.270999908447251,151,71
297,Gentiana arisanensis,409.72972972973,12.270999908447251,186,53
297,Gentiana arisanensis,409.72972972973,12.270999908447251,189,33
297,Gentiana arisanensis,409.72972972973,12.270999908447251,262,83
297,Gentiana arisanensis,409.72972972973,12.270999908447251,274,30
297,Gentiana arisanensis,409.72972972973,12.270999908447251,287,61
297,Gentiana arisanensis,409.72972972973,12.270999908447251,295,87
298,Syringantha coulteri,340.612836438923,18.5182265087036,9,63
298,Syringantha coulteri,340.612836438923,18.5182265087036,20,70
298,Syringantha coulteri,340.612836438923,18.5182265087036,23,88
298,Syringantha coulteri,340.612836438923,18.5182265087036,50,65
298,Syringantha coulteri,340.612836438923,18.5182265087036,70,66
298,Syringantha coulteri,340.612836438923,18.5182265087036,147,74
298,Syringantha coulteri,340.612836438923,18.5182265087036,174,48
299,Asclepias asperula,277.7122703541688,18.7397499084473,89,68
299,Asclepias asperula,277.7122703541688,18.7397499084473,94,25
299,Asclepias asperula,277.7122703541688,18.7397499084473,138,78
299,Asclepias asperula,277.7122703541688,18.7397499084473,174,48
299,Asclepias asperula,277.7122703541688,18.7397499084473,184,68
299,Asclepias asperula,277.7122703541688,18.7397499084473,237,84
299,Asclepias asperula,277.7122703541688,18.7397499084473,238,39
299,Asclepias asperula,277.7122703541688,18.7397499084473,262,83
299,Asclepias asperula,277.7122703541688,18.7397499084473,297,47
300,Uncaria guianensis,732.2505243906596,25.441499710083,43,78
300,Uncaria guianensis,732.2505243906596,25.441499710083,46,64
300,Uncaria guianensis,732.2505243906596,25.441499710083,53,80
300,Uncaria guianensis,732.2505243906596,25.441499710083,61,38
300,Uncaria guianensis,732.2505243906596,25.441499710083,96,44
300,Uncaria guianensis,732.2505243906596,25.441499710083,178,35
300,Uncaria guianensis,732.2505243906596,25.441499710083,186,53
300,Uncaria guianensis,732.2505243906596,25.441499710083,225,55
300,Uncaria guianensis,732.2505243906596,25.441499710083,263,42
300,Uncaria guianensis,732.2505243906596,25.441499710083,286,65
300,Uncaria guianensis,732.2505243906596,25.441499710083,295,87
301,Uncaria sinensis,441.78021155682,6.53574991226196,4,41
301,Uncaria sinensis,441.78021155682,6.53574991226196,33,71
301,Uncaria sinensis,441.78021155682,6.53574991226196,108,51
301,Uncaria sinensis,441.78021155682,6.53574991226196,131,53
301,Uncaria sinensis,441.78021155682,6.53574991226196,153,40
301,Uncaria sinensis,441.78021155682,6.53574991226196,158,70
301,Uncaria sinensis,441.78021155682,6.53574991226196,170,59
301,Uncaria sinensis,441.78021155682,6.53574991226196,186,53
301,Uncaria sinensis,441.78021155682,6.53574991226196,201,55
301,Uncaria sinensis,441.78021155682,6.53574991226196,213,63
301,Uncaria sinensis,441.78021155682,6.53574991226196,218,64
301,Uncaria sinensis,441.78021155682,6.53574991226196,230,69
301,Uncaria sinensis,441.78021155682,6.53574991226196,247,65
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,33,71
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,72,11
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,104,58
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,109,48
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,217,83
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,279,70
302,Jasminanthes mucronata,379.5075336404485,18.824499130249,286,65
303,Solenostemma arghel,152.80092277509456,22.94262504577635,36,75
303,Solenostemma arghel,152.80092277509456,22.94262504577635,41,58
303,Solenostemma arghel,152.80092277509456,22.94262504577635,53,80
303,Solenostemma arghel,152.80092277509456,22.94262504577635,79,48
303,Solenostemma arghel,152.80092277509456,22.94262504577635,103,86
303,Solenostemma arghel,152.80092277509456,22.94262504577635,109,48
303,Solenostemma arghel,152.80092277509456,22.94262504577635,120,36
303,Solenostemma arghel,152.80092277509456,22.94262504577635,130,26
303,Solenostemma arghel,152.80092277509456,22.94262504577635,133,18
303,Solenostemma arghel,152.80092277509456,22.94262504577635,163,64
303,Solenostemma arghel,152.80092277509456,22.94262504577635,170,59
303,Solenostemma arghel,152.80092277509456,22.94262504577635,190,76
303,Solenostemma arghel,152.80092277509456,22.94262504577635,208,58
303,Solenostemma arghel,152.80092277509456,22.94262504577635,287,61
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,0,67
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,39,53
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,63,24
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,174,48
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,181,75
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,183,18
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,212,62
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,251,88
304,Blackstonia perfoliata,208.86478593649224,11.508749961853,287,61
305,Mandevilla martiana,679.8694770705849,23.2782497406006,5,61
305,Mandevilla martiana,679.8694770705849,23.2782497406006,40,66
305,Mandevilla martiana,679.8694770705849,23.2782497406006,49,88
305,Mandevilla martiana,679.8694770705849,23.2782497406006,98,2
305,Mandevilla martiana,679.8694770705849,23.2782497406006,99,55
305,Mandevilla martiana,679.8694770705849,23.2782497406006,109,48
305,Mandevilla martiana,679.8694770705849,23.2782497406006,131,53
305,Mandevilla martiana,679.8694770705849,23.2782497406006,136,17
305,Mandevilla martiana,679.8694770705849,23.2782497406006,143,60
305,Mandevilla martiana,679.8694770705849,23.2782497406006,177,60
305,Mandevilla martiana,679.8694770705849,23.2782497406006,195,65
305,Mandevilla martiana,679.8694770705849,23.2782497406006,304,86
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,39,53
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,46,64
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,50,65
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,58,22
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,64,63
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,65,82
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,89,68
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,97,86
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,151,71
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,165,74
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,190,76
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,191,76
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,208,58
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,216,71
306,Mandevilla hirsuta,673.1092640484558,24.0310001373291,302,55
307,Melodinus australis,286.9640735751721,17.9185009002686,53,80
307,Melodinus australis,286.9640735751721,17.9185009002686,60,83
307,Melodinus australis,286.9640735751721,17.9185009002686,66,40
307,Melodinus australis,286.9640735751721,17.9185009002686,71,70
307,Melodinus australis,286.9640735751721,17.9185009002686,73,73
307,Melodinus australis,286.9640735751721,17.9185009002686,82,80
307,Melodinus australis,286.9640735751721,17.9185009002686,188,84
307,Melodinus australis,286.9640735751721,17.9185009002686,198,65
307,Melodinus australis,286.9640735751721,17.9185009002686,217,83
307,Melodinus australis,286.9640735751721,17.9185009002686,220,85
307,Melodinus australis,286.9640735751721,17.9185009002686,230,69
307,Melodinus australis,286.9640735751721,17.9185009002686,231,38
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,23,88
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,30,22
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,37,5
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,38,74
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,42,12
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,140,80
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,154,81
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,273,44
308,Cynanchum grandidieri,216.717628705148,23.7846240997314,307,28
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,7,61
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,35,24
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,51,67
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,63,24
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,74,17
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,89,68
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,93,38
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,103,86
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,143,60
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,150,46
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,167,88
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,179,52
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,181,75
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,190,76
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,211,56
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,213,63
309,Tabernaemontana attenuata,768.7266957771524,25.61750867913645,306,18
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,13,26
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,62,38
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,190,76
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,197,82
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,199,74
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,240,44
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,258,71
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,262,83
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,270,4
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,274,30
310,Tabernaemontana peschiera,898.3733674870158,25.717482646473968,276,53
311,Palicourea elata,571.8765268328384,20.7205009460449,80,74
311,Palicourea elata,571.8765268328384,20.7205009460449,82,80
311,Palicourea elata,571.8765268328384,20.7205009460449,92,65
311,Palicourea elata,571.8765268328384,20.7205009460449,107,49
311,Palicourea elata,571.8765268328384,20.7205009460449,109,48
311,Palicourea elata,571.8765268328384,20.7205009460449,131,53
311,Palicourea elata,571.8765268328384,20.7205009460449,136,17
311,Palicourea elata,571.8765268328384,20.7205009460449,150,46
311,Palicourea elata,571.8765268328384,20.7205009460449,209,87
311,Palicourea elata,571.8765268328384,20.7205009460449,234,79
311,Palicourea elata,571.8765268328384,20.7205009460449,235,34
311,Palicourea elata,571.8765268328384,20.7205009460449,237,84
311,Palicourea elata,571.8765268328384,20.7205009460449,254,44
311,Palicourea elata,571.8765268328384,20.7205009460449,277,21
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,36,75
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,41,58
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,81,30
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,92,65
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,104,58
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,105,83
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,279,70
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,286,65
312,Gentianopsis paludosa,317.3764299037798,-3.0051249265670803,296,82
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,66,40
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,82,80
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,132,64
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,140,80
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,145,48
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,219,27
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,240,44
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,269,32
313,Sinomarsdenia incisa,461.48329925017,12.428333239414,291,18
314,Palicourea winkleri,633.2608575771335,22.6529998779297,49,88
314,Palicourea winkleri,633.2608575771335,22.6529998779297,120,36
314,Palicourea winkleri,633.2608575771335,22.6529998779297,153,40
314,Palicourea winkleri,633.2608575771335,22.6529998779297,180,59
314,Palicourea winkleri,633.2608575771335,22.6529998779297,240,44
314,Palicourea winkleri,633.2608575771335,22.6529998779297,269,32
314,Palicourea winkleri,633.2608575771335,22.6529998779297,276,53
315,Cordiera sessilis,690.9183153525993,22.7586250305176,20,70
315,Cordiera sessilis,690.9183153525993,22.7586250305176,50,65
315,Cordiera sessilis,690.9183153525993,22.7586250305176,142,49
315,Cordiera sessilis,690.9183153525993,22.7586250305176,216,71
315,Cordiera sessilis,690.9183153525993,22.7586250305176,224,43
315,Cordiera sessilis,690.9183153525993,22.7586250305176,262,83
315,Cordiera sessilis,690.9183153525993,22.7586250305176,271,84
315,Cordiera sessilis,690.9183153525993,22.7586250305176,285,79
315,Cordiera sessilis,690.9183153525993,22.7586250305176,298,28
316,Mexotis latifolia,505.6545114753704,17.365249633789098,46,64
316,Mexotis latifolia,505.6545114753704,17.365249633789098,156,68
316,Mexotis latifolia,505.6545114753704,17.365249633789098,165,74
316,Mexotis latifolia,505.6545114753704,17.365249633789098,178,35
316,Mexotis latifolia,505.6545114753704,17.365249633789098,196,85
316,Mexotis latifolia,505.6545114753704,17.365249633789098,206,36
316,Mexotis latifolia,505.6545114753704,17.365249633789098,220,85
316,Mexotis latifolia,505.6545114753704,17.365249633789098,249,54
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,1,46
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,2,74
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,36,75
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,45,49
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,123,52
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,154,81
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,164,65
317,Vincetoxicum floribundum,337.4506567635715,11.6744999885559,167,88
