,accepted_species,Assigned_group,Animal Richness,Bio1,number_of_species_in_group
76,Vincetoxicum indicum,LAO,573.666976879452,26.238000869751,120
76,Vincetoxicum indicum,LDV,573.666976879452,26.238000869751,12
76,Vincetoxicum indicum,MLY,573.666976879452,26.238000869751,152
76,Vincetoxicum indicum,MYA,573.666976879452,26.238000869751,174
76,Vincetoxicum indicum,NCB,573.666976879452,26.238000869751,44
76,Vincetoxicum indicum,SRL,573.666976879452,26.238000869751,92
76,Vincetoxicum indicum,SUM,573.666976879452,26.238000869751,99
76,Vincetoxicum indicum,THA,573.666976879452,26.238000869751,205
76,Vincetoxicum indicum,VIE,573.666976879452,26.238000869751,201
77,Vincetoxicum shaanxiense,CHN,226.455138662316,9.09600067391681,69
78,Galium aegeum,BUL,275.8051481161925,12.522550644367549,49
78,Galium aegeum,GRC,275.8051481161925,12.522550644367549,44
79,Canscora diffusa,AND,486.29190842989993,26.8582496643066,62
79,Canscora diffusa,ASS,486.29190842989993,26.8582496643066,118
79,Canscora diffusa,BAN,486.29190842989993,26.8582496643066,125
79,Canscora diffusa,BEN,486.29190842989993,26.8582496643066,73
79,Canscora diffusa,BKN,486.29190842989993,26.8582496643066,46
79,Canscora diffusa,CAF,486.29190842989993,26.8582496643066,95
79,Canscora diffusa,CHA,486.29190842989993,26.8582496643066,37
79,Canscora diffusa,CHC,486.29190842989993,26.8582496643066,226
79,Canscora diffusa,CHS,486.29190842989993,26.8582496643066,179
79,Canscora diffusa,CMN,486.29190842989993,26.8582496643066,125
79,Canscora diffusa,CON,486.29190842989993,26.8582496643066,102
79,Canscora diffusa,EHM,486.29190842989993,26.8582496643066,114
79,Canscora diffusa,ETH,486.29190842989993,26.8582496643066,47
79,Canscora diffusa,GHA,486.29190842989993,26.8582496643066,85
79,Canscora diffusa,GNB,486.29190842989993,26.8582496643066,48
79,Canscora diffusa,GUI,486.29190842989993,26.8582496643066,89
79,Canscora diffusa,IND,486.29190842989993,26.8582496643066,142
79,Canscora diffusa,IVO,486.29190842989993,26.8582496643066,93
79,Canscora diffusa,JAW,486.29190842989993,26.8582496643066,102
79,Canscora diffusa,LAO,486.29190842989993,26.8582496643066,120
79,Canscora diffusa,LBR,486.29190842989993,26.8582496643066,77
79,Canscora diffusa,LSI,486.29190842989993,26.8582496643066,50
79,Canscora diffusa,MDG,486.29190842989993,26.8582496643066,65
79,Canscora diffusa,MLI,486.29190842989993,26.8582496643066,41
79,Canscora diffusa,MLW,486.29190842989993,26.8582496643066,70
79,Canscora diffusa,MOZ,486.29190842989993,26.8582496643066,82
79,Canscora diffusa,MYA,486.29190842989993,26.8582496643066,174
79,Canscora diffusa,NEP,486.29190842989993,26.8582496643066,108
79,Canscora diffusa,NGA,486.29190842989993,26.8582496643066,116
79,Canscora diffusa,NTA,486.29190842989993,26.8582496643066,27
79,Canscora diffusa,NWC,486.29190842989993,26.8582496643066,49
79,Canscora diffusa,PHI,486.29190842989993,26.8582496643066,93
79,Canscora diffusa,QLD,486.29190842989993,26.8582496643066,56
79,Canscora diffusa,SEN,486.29190842989993,26.8582496643066,55
79,Canscora diffusa,SIE,486.29190842989993,26.8582496643066,73
79,Canscora diffusa,SRL,486.29190842989993,26.8582496643066,92
79,Canscora diffusa,SUD,486.29190842989993,26.8582496643066,72
79,Canscora diffusa,TAN,486.29190842989993,26.8582496643066,109
79,Canscora diffusa,THA,486.29190842989993,26.8582496643066,205
79,Canscora diffusa,VIE,486.29190842989993,26.8582496643066,201
79,Canscora diffusa,WAU,486.29190842989993,26.8582496643066,16
79,Canscora diffusa,WHM,486.29190842989993,26.8582496643066,82
79,Canscora diffusa,ZAI,486.29190842989993,26.8582496643066,136
79,Canscora diffusa,ZAM,486.29190842989993,26.8582496643066,68
79,Canscora diffusa,ZIM,486.29190842989993,26.8582496643066,63
80,Guettardella putaminosa,QLD,345.0412963931,22.3589992523193,56
81,Nauclea orientalis,BAN,464.0664326303272,27.0222492218018,125
81,Nauclea orientalis,BIS,464.0664326303272,27.0222492218018,22
81,Nauclea orientalis,BOR,464.0664326303272,27.0222492218018,100
81,Nauclea orientalis,CBD,464.0664326303272,27.0222492218018,139
81,Nauclea orientalis,JAW,464.0664326303272,27.0222492218018,102
81,Nauclea orientalis,LAO,464.0664326303272,27.0222492218018,120
81,Nauclea orientalis,LSI,464.0664326303272,27.0222492218018,50
81,Nauclea orientalis,MOL,464.0664326303272,27.0222492218018,49
81,Nauclea orientalis,MYA,464.0664326303272,27.0222492218018,174
81,Nauclea orientalis,NTA,464.0664326303272,27.0222492218018,27
81,Nauclea orientalis,NWG,464.0664326303272,27.0222492218018,69
81,Nauclea orientalis,PHI,464.0664326303272,27.0222492218018,93
81,Nauclea orientalis,QLD,464.0664326303272,27.0222492218018,56
81,Nauclea orientalis,SOL,464.0664326303272,27.0222492218018,30
81,Nauclea orientalis,SRL,464.0664326303272,27.0222492218018,92
81,Nauclea orientalis,SUL,464.0664326303272,27.0222492218018,63
81,Nauclea orientalis,SUM,464.0664326303272,27.0222492218018,99
81,Nauclea orientalis,THA,464.0664326303272,27.0222492218018,205
81,Nauclea orientalis,VIE,464.0664326303272,27.0222492218018,201
82,Pauridiantha paucinervis,ANG,578.8474577577595,18.18274974822995,77
82,Pauridiantha paucinervis,BUR,578.8474577577595,18.18274974822995,41
82,Pauridiantha paucinervis,CMN,578.8474577577595,18.18274974822995,125
82,Pauridiantha paucinervis,GGI,578.8474577577595,18.18274974822995,33
82,Pauridiantha paucinervis,KEN,578.8474577577595,18.18274974822995,85
82,Pauridiantha paucinervis,MDG,578.8474577577595,18.18274974822995,65
82,Pauridiantha paucinervis,MLW,578.8474577577595,18.18274974822995,70
82,Pauridiantha paucinervis,NGA,578.8474577577595,18.18274974822995,116
82,Pauridiantha paucinervis,RWA,578.8474577577595,18.18274974822995,34
82,Pauridiantha paucinervis,TAN,578.8474577577595,18.18274974822995,109
82,Pauridiantha paucinervis,UGA,578.8474577577595,18.18274974822995,76
82,Pauridiantha paucinervis,ZAI,578.8474577577595,18.18274974822995,136
82,Pauridiantha paucinervis,ZAM,578.8474577577595,18.18274974822995,68
83,Exostema caribaeum,BAH,449.23085662884034,25.761625289917,16
83,Exostema caribaeum,BLZ,449.23085662884034,25.761625289917,53
83,Exostema caribaeum,CAY,449.23085662884034,25.761625289917,14
83,Exostema caribaeum,CLM,449.23085662884034,25.761625289917,138
83,Exostema caribaeum,COS,449.23085662884034,25.761625289917,84
83,Exostema caribaeum,CUB,449.23085662884034,25.761625289917,45
83,Exostema caribaeum,DOM,449.23085662884034,25.761625289917,34
83,Exostema caribaeum,ELS,449.23085662884034,25.761625289917,42
83,Exostema caribaeum,FLA,449.23085662884034,25.761625289917,25
83,Exostema caribaeum,GUA,449.23085662884034,25.761625289917,67
83,Exostema caribaeum,HAI,449.23085662884034,25.761625289917,31
83,Exostema caribaeum,HON,449.23085662884034,25.761625289917,63
83,Exostema caribaeum,JAM,449.23085662884034,25.761625289917,26
83,Exostema caribaeum,LEE,449.23085662884034,25.761625289917,32
83,Exostema caribaeum,MXC,449.23085662884034,25.761625289917,44
83,Exostema caribaeum,MXE,449.23085662884034,25.761625289917,55
83,Exostema caribaeum,MXG,449.23085662884034,25.761625289917,61
83,Exostema caribaeum,MXS,449.23085662884034,25.761625289917,67
83,Exostema caribaeum,MXT,449.23085662884034,25.761625289917,72
83,Exostema caribaeum,NIC,449.23085662884034,25.761625289917,70
83,Exostema caribaeum,PAN,449.23085662884034,25.761625289917,89
83,Exostema caribaeum,PUE,449.23085662884034,25.761625289917,28
83,Exostema caribaeum,TCI,449.23085662884034,25.761625289917,8
83,Exostema caribaeum,TRT,449.23085662884034,25.761625289917,43
83,Exostema caribaeum,WIN,449.23085662884034,25.761625289917,30
84,Centaurium erythraea,AFG,218.27827996223365,10.5502500534058,37
84,Centaurium erythraea,ALB,218.27827996223365,10.5502500534058,36
84,Centaurium erythraea,ALG,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,ALT,218.27827996223365,10.5502500534058,29
84,Centaurium erythraea,AUT,218.27827996223365,10.5502500534058,44
84,Centaurium erythraea,AZO,218.27827996223365,10.5502500534058,5
84,Centaurium erythraea,BAL,218.27827996223365,10.5502500534058,16
84,Centaurium erythraea,BGM,218.27827996223365,10.5502500534058,22
84,Centaurium erythraea,BLR,218.27827996223365,10.5502500534058,21
84,Centaurium erythraea,BLT,218.27827996223365,10.5502500534058,19
84,Centaurium erythraea,BUL,218.27827996223365,10.5502500534058,49
84,Centaurium erythraea,COR,218.27827996223365,10.5502500534058,23
84,Centaurium erythraea,CYP,218.27827996223365,10.5502500534058,14
84,Centaurium erythraea,CZE,218.27827996223365,10.5502500534058,36
84,Centaurium erythraea,DEN,218.27827996223365,10.5502500534058,14
84,Centaurium erythraea,EAI,218.27827996223365,10.5502500534058,22
84,Centaurium erythraea,FRA,218.27827996223365,10.5502500534058,49
84,Centaurium erythraea,GER,218.27827996223365,10.5502500534058,38
84,Centaurium erythraea,GRB,218.27827996223365,10.5502500534058,19
84,Centaurium erythraea,GRC,218.27827996223365,10.5502500534058,44
84,Centaurium erythraea,HUN,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,IRE,218.27827996223365,10.5502500534058,13
84,Centaurium erythraea,IRN,218.27827996223365,10.5502500534058,40
84,Centaurium erythraea,IRQ,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,ITA,218.27827996223365,10.5502500534058,53
84,Centaurium erythraea,KAZ,218.27827996223365,10.5502500534058,37
84,Centaurium erythraea,KRI,218.27827996223365,10.5502500534058,16
84,Centaurium erythraea,KRY,218.27827996223365,10.5502500534058,28
84,Centaurium erythraea,LBS,218.27827996223365,10.5502500534058,25
84,Centaurium erythraea,MOR,218.27827996223365,10.5502500534058,25
84,Centaurium erythraea,NCS,218.27827996223365,10.5502500534058,32
84,Centaurium erythraea,NET,218.27827996223365,10.5502500534058,22
84,Centaurium erythraea,PAK,218.27827996223365,10.5502500534058,61
84,Centaurium erythraea,PAL,218.27827996223365,10.5502500534058,28
84,Centaurium erythraea,POL,218.27827996223365,10.5502500534058,29
84,Centaurium erythraea,POR,218.27827996223365,10.5502500534058,25
84,Centaurium erythraea,ROM,218.27827996223365,10.5502500534058,43
84,Centaurium erythraea,RUC,218.27827996223365,10.5502500534058,22
84,Centaurium erythraea,RUE,218.27827996223365,10.5502500534058,25
84,Centaurium erythraea,RUN,218.27827996223365,10.5502500534058,24
84,Centaurium erythraea,RUS,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,RUW,218.27827996223365,10.5502500534058,20
84,Centaurium erythraea,SAR,218.27827996223365,10.5502500534058,22
84,Centaurium erythraea,SIC,218.27827996223365,10.5502500534058,23
84,Centaurium erythraea,SPA,218.27827996223365,10.5502500534058,40
84,Centaurium erythraea,SWE,218.27827996223365,10.5502500534058,18
84,Centaurium erythraea,SWI,218.27827996223365,10.5502500534058,42
84,Centaurium erythraea,TCS,218.27827996223365,10.5502500534058,37
84,Centaurium erythraea,TKM,218.27827996223365,10.5502500534058,17
84,Centaurium erythraea,TUE,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,TUN,218.27827996223365,10.5502500534058,18
84,Centaurium erythraea,TUR,218.27827996223365,10.5502500534058,47
84,Centaurium erythraea,TZK,218.27827996223365,10.5502500534058,26
84,Centaurium erythraea,UKR,218.27827996223365,10.5502500534058,39
84,Centaurium erythraea,UZB,218.27827996223365,10.5502500534058,24
84,Centaurium erythraea,YEM,218.27827996223365,10.5502500534058,27
84,Centaurium erythraea,YUG,218.27827996223365,10.5502500534058,53
85,Acokanthera schimperi,DJI,445.1710893707998,15.1855001449585,14
85,Acokanthera schimperi,ERI,445.1710893707998,15.1855001449585,21
85,Acokanthera schimperi,ETH,445.1710893707998,15.1855001449585,47
85,Acokanthera schimperi,KEN,445.1710893707998,15.1855001449585,85
85,Acokanthera schimperi,RWA,445.1710893707998,15.1855001449585,34
85,Acokanthera schimperi,SOC,445.1710893707998,15.1855001449585,11
85,Acokanthera schimperi,SOM,445.1710893707998,15.1855001449585,34
85,Acokanthera schimperi,TAN,445.1710893707998,15.1855001449585,109
85,Acokanthera schimperi,UGA,445.1710893707998,15.1855001449585,76
85,Acokanthera schimperi,YEM,445.1710893707998,15.1855001449585,27
85,Acokanthera schimperi,ZAI,445.1710893707998,15.1855001449585,136
86,Rudgea viburnoides,BOL,702.0292845781428,22.7157497406006,122
86,Rudgea viburnoides,BZC,702.0292845781428,22.7157497406006,97
86,Rudgea viburnoides,BZE,702.0292845781428,22.7157497406006,101
86,Rudgea viburnoides,BZL,702.0292845781428,22.7157497406006,109
86,Rudgea viburnoides,BZN,702.0292845781428,22.7157497406006,145
86,Rudgea viburnoides,CLM,702.0292845781428,22.7157497406006,138
86,Rudgea viburnoides,ECU,702.0292845781428,22.7157497406006,90
86,Rudgea viburnoides,PAR,702.0292845781428,22.7157497406006,51
86,Rudgea viburnoides,PER,702.0292845781428,22.7157497406006,121
87,Kibatalia laurifolia,CBD,651.7298921186062,25.671027946232577,139
87,Kibatalia laurifolia,MLY,651.7298921186062,25.671027946232577,152
87,Kibatalia laurifolia,THA,651.7298921186062,25.671027946232577,205
87,Kibatalia laurifolia,VIE,651.7298921186062,25.671027946232577,201
88,Vincetoxicum paniculatum,NSW,347.82064819655,16.7005004882812,18
88,Vincetoxicum paniculatum,QLD,347.82064819655,16.7005004882812,56
89,Cruciata glabra,ALB,237.05058712499903,9.01049995422363,36
89,Cruciata glabra,ALG,237.05058712499903,9.01049995422363,26
89,Cruciata glabra,ALT,237.05058712499903,9.01049995422363,29
89,Cruciata glabra,AUT,237.05058712499903,9.01049995422363,44
89,Cruciata glabra,BLR,237.05058712499903,9.01049995422363,21
89,Cruciata glabra,BUL,237.05058712499903,9.01049995422363,49
89,Cruciata glabra,COR,237.05058712499903,9.01049995422363,23
89,Cruciata glabra,CZE,237.05058712499903,9.01049995422363,36
89,Cruciata glabra,FRA,237.05058712499903,9.01049995422363,49
89,Cruciata glabra,GRC,237.05058712499903,9.01049995422363,44
89,Cruciata glabra,HUN,237.05058712499903,9.01049995422363,26
89,Cruciata glabra,ITA,237.05058712499903,9.01049995422363,53
89,Cruciata glabra,KAZ,237.05058712499903,9.01049995422363,37
89,Cruciata glabra,KRA,237.05058712499903,9.01049995422363,24
89,Cruciata glabra,MOR,237.05058712499903,9.01049995422363,25
89,Cruciata glabra,NCS,237.05058712499903,9.01049995422363,32
89,Cruciata glabra,POL,237.05058712499903,9.01049995422363,29
89,Cruciata glabra,POR,237.05058712499903,9.01049995422363,25
89,Cruciata glabra,ROM,237.05058712499903,9.01049995422363,43
89,Cruciata glabra,RUC,237.05058712499903,9.01049995422363,22
89,Cruciata glabra,RUW,237.05058712499903,9.01049995422363,20
89,Cruciata glabra,SAR,237.05058712499903,9.01049995422363,22
89,Cruciata glabra,SPA,237.05058712499903,9.01049995422363,40
89,Cruciata glabra,SWI,237.05058712499903,9.01049995422363,42
89,Cruciata glabra,TCS,237.05058712499903,9.01049995422363,37
89,Cruciata glabra,TVA,237.05058712499903,9.01049995422363,18
89,Cruciata glabra,UKR,237.05058712499903,9.01049995422363,39
89,Cruciata glabra,WSB,237.05058712499903,9.01049995422363,32
89,Cruciata glabra,YUG,237.05058712499903,9.01049995422363,53
90,Rubia argyi,CHC,330.997915907722,12.0542497634888,226
90,Rubia argyi,CHN,330.997915907722,12.0542497634888,69
90,Rubia argyi,CHS,330.997915907722,12.0542497634888,179
90,Rubia argyi,JAP,330.997915907722,12.0542497634888,66
90,Rubia argyi,KOR,330.997915907722,12.0542497634888,45
90,Rubia argyi,TAI,330.997915907722,12.0542497634888,89
91,Galium hypocarpium,AGE,498.2827131830358,12.8647499084473,35
91,Galium hypocarpium,AGS,498.2827131830358,12.8647499084473,5
91,Galium hypocarpium,AGW,498.2827131830358,12.8647499084473,15
91,Galium hypocarpium,BOL,498.2827131830358,12.8647499084473,122
91,Galium hypocarpium,BZC,498.2827131830358,12.8647499084473,97
91,Galium hypocarpium,BZE,498.2827131830358,12.8647499084473,101
91,Galium hypocarpium,BZL,498.2827131830358,12.8647499084473,109
91,Galium hypocarpium,BZS,498.2827131830358,12.8647499084473,55
91,Galium hypocarpium,CLC,498.2827131830358,12.8647499084473,8
91,Galium hypocarpium,CLM,498.2827131830358,12.8647499084473,138
91,Galium hypocarpium,CLN,498.2827131830358,12.8647499084473,6
91,Galium hypocarpium,CLS,498.2827131830358,12.8647499084473,4
91,Galium hypocarpium,COS,498.2827131830358,12.8647499084473,84
91,Galium hypocarpium,DOM,498.2827131830358,12.8647499084473,34
91,Galium hypocarpium,ECU,498.2827131830358,12.8647499084473,90
91,Galium hypocarpium,GUA,498.2827131830358,12.8647499084473,67
91,Galium hypocarpium,GUY,498.2827131830358,12.8647499084473,84
91,Galium hypocarpium,HAI,498.2827131830358,12.8647499084473,31
91,Galium hypocarpium,HON,498.2827131830358,12.8647499084473,63
91,Galium hypocarpium,JAM,498.2827131830358,12.8647499084473,26
91,Galium hypocarpium,MXC,498.2827131830358,12.8647499084473,44
91,Galium hypocarpium,MXE,498.2827131830358,12.8647499084473,55
91,Galium hypocarpium,MXG,498.2827131830358,12.8647499084473,61
91,Galium hypocarpium,MXS,498.2827131830358,12.8647499084473,67
91,Galium hypocarpium,MXT,498.2827131830358,12.8647499084473,72
91,Galium hypocarpium,NIC,498.2827131830358,12.8647499084473,70
91,Galium hypocarpium,PAN,498.2827131830358,12.8647499084473,89
91,Galium hypocarpium,PAR,498.2827131830358,12.8647499084473,51
91,Galium hypocarpium,PER,498.2827131830358,12.8647499084473,121
91,Galium hypocarpium,URU,498.2827131830358,12.8647499084473,16
91,Galium hypocarpium,VEN,498.2827131830358,12.8647499084473,116
92,Tabernaemontana robinsonii,CLM,697.4133476534317,24.123874664306648,138
92,Tabernaemontana robinsonii,COS,697.4133476534317,24.123874664306648,84
92,Tabernaemontana robinsonii,NIC,697.4133476534317,24.123874664306648,70
92,Tabernaemontana robinsonii,PAN,697.4133476534317,24.123874664306648,89
93,Ochrosia glomerata,BOR,387.04509224135865,26.0090007781982,100
93,Ochrosia glomerata,MOL,387.04509224135865,26.0090007781982,49
93,Ochrosia glomerata,NWG,387.04509224135865,26.0090007781982,69
93,Ochrosia glomerata,PHI,387.04509224135865,26.0090007781982,93
93,Ochrosia glomerata,SOL,387.04509224135865,26.0090007781982,30
93,Ochrosia glomerata,SUL,387.04509224135865,26.0090007781982,63
94,Petchia ceylanica,SRL,431.371428571429,26.4429805278778,92
95,Calotropis procera,AFG,382.7236534797446,26.607250213623,37
95,Calotropis procera,ALG,382.7236534797446,26.607250213623,26
95,Calotropis procera,ASS,382.7236534797446,26.607250213623,118
95,Calotropis procera,BAN,382.7236534797446,26.607250213623,125
95,Calotropis procera,BEN,382.7236534797446,26.607250213623,73
95,Calotropis procera,BKN,382.7236534797446,26.607250213623,46
95,Calotropis procera,CAF,382.7236534797446,26.607250213623,95
95,Calotropis procera,CBD,382.7236534797446,26.607250213623,139
95,Calotropis procera,CHA,382.7236534797446,26.607250213623,37
95,Calotropis procera,CMN,382.7236534797446,26.607250213623,125
95,Calotropis procera,CNY,382.7236534797446,26.607250213623,8
95,Calotropis procera,CON,382.7236534797446,26.607250213623,102
95,Calotropis procera,CVI,382.7236534797446,26.607250213623,4
95,Calotropis procera,DJI,382.7236534797446,26.607250213623,14
95,Calotropis procera,EGY,382.7236534797446,26.607250213623,15
95,Calotropis procera,EHM,382.7236534797446,26.607250213623,114
95,Calotropis procera,ERI,382.7236534797446,26.607250213623,21
95,Calotropis procera,ETH,382.7236534797446,26.607250213623,47
95,Calotropis procera,GAM,382.7236534797446,26.607250213623,29
95,Calotropis procera,GGI,382.7236534797446,26.607250213623,33
95,Calotropis procera,GHA,382.7236534797446,26.607250213623,85
95,Calotropis procera,GNB,382.7236534797446,26.607250213623,48
95,Calotropis procera,GST,382.7236534797446,26.607250213623,11
95,Calotropis procera,GUI,382.7236534797446,26.607250213623,89
95,Calotropis procera,IND,382.7236534797446,26.607250213623,142
95,Calotropis procera,IRN,382.7236534797446,26.607250213623,40
95,Calotropis procera,IVO,382.7236534797446,26.607250213623,93
95,Calotropis procera,KEN,382.7236534797446,26.607250213623,85
95,Calotropis procera,KUW,382.7236534797446,26.607250213623,1
95,Calotropis procera,LBS,382.7236534797446,26.607250213623,25
95,Calotropis procera,LBY,382.7236534797446,26.607250213623,18
95,Calotropis procera,MLI,382.7236534797446,26.607250213623,41
95,Calotropis procera,MLW,382.7236534797446,26.607250213623,70
95,Calotropis procera,MOR,382.7236534797446,26.607250213623,25
95,Calotropis procera,MOZ,382.7236534797446,26.607250213623,82
95,Calotropis procera,MTN,382.7236534797446,26.607250213623,14
95,Calotropis procera,MYA,382.7236534797446,26.607250213623,174
95,Calotropis procera,NEP,382.7236534797446,26.607250213623,108
95,Calotropis procera,NGA,382.7236534797446,26.607250213623,116
95,Calotropis procera,NGR,382.7236534797446,26.607250213623,16
95,Calotropis procera,OMA,382.7236534797446,26.607250213623,20
95,Calotropis procera,PAK,382.7236534797446,26.607250213623,61
95,Calotropis procera,PAL,382.7236534797446,26.607250213623,28
95,Calotropis procera,SAU,382.7236534797446,26.607250213623,28
95,Calotropis procera,SEN,382.7236534797446,26.607250213623,55
95,Calotropis procera,SIE,382.7236534797446,26.607250213623,73
95,Calotropis procera,SIN,382.7236534797446,26.607250213623,16
95,Calotropis procera,SOC,382.7236534797446,26.607250213623,11
95,Calotropis procera,SOM,382.7236534797446,26.607250213623,34
95,Calotropis procera,SUD,382.7236534797446,26.607250213623,72
95,Calotropis procera,TAN,382.7236534797446,26.607250213623,109
95,Calotropis procera,THA,382.7236534797446,26.607250213623,205
95,Calotropis procera,TUN,382.7236534797446,26.607250213623,18
95,Calotropis procera,UGA,382.7236534797446,26.607250213623,76
95,Calotropis procera,VIE,382.7236534797446,26.607250213623,201
95,Calotropis procera,WSA,382.7236534797446,26.607250213623,2
95,Calotropis procera,YEM,382.7236534797446,26.607250213623,27
95,Calotropis procera,ZAI,382.7236534797446,26.607250213623,136
95,Calotropis procera,ZAM,382.7236534797446,26.607250213623,68
95,Calotropis procera,ZIM,382.7236534797446,26.607250213623,63
96,Tripterospermum chinense,CHS,407.752240717029,,179
97,Psydrax lividus,ANG,578.7442973798142,18.6177501678467,77
97,Psydrax lividus,BOT,578.7442973798142,18.6177501678467,24
97,Psydrax lividus,BUR,578.7442973798142,18.6177501678467,41
97,Psydrax lividus,CON,578.7442973798142,18.6177501678467,102
97,Psydrax lividus,CPV,578.7442973798142,18.6177501678467,15
97,Psydrax lividus,KEN,578.7442973798142,18.6177501678467,85
97,Psydrax lividus,MLW,578.7442973798142,18.6177501678467,70
97,Psydrax lividus,MOZ,578.7442973798142,18.6177501678467,82
97,Psydrax lividus,NAM,578.7442973798142,18.6177501678467,20
97,Psydrax lividus,TAN,578.7442973798142,18.6177501678467,109
97,Psydrax lividus,TVL,578.7442973798142,18.6177501678467,47
97,Psydrax lividus,ZAI,578.7442973798142,18.6177501678467,136
97,Psydrax lividus,ZAM,578.7442973798142,18.6177501678467,68
97,Psydrax lividus,ZIM,578.7442973798142,18.6177501678467,63
98,Adina trichotoma,ASS,546.5361983667017,22.6474990844727,118
98,Adina trichotoma,BAN,546.5361983667017,22.6474990844727,125
98,Adina trichotoma,BOR,546.5361983667017,22.6474990844727,100
98,Adina trichotoma,CBD,546.5361983667017,22.6474990844727,139
98,Adina trichotoma,CHC,546.5361983667017,22.6474990844727,226
98,Adina trichotoma,CHS,546.5361983667017,22.6474990844727,179
98,Adina trichotoma,JAW,546.5361983667017,22.6474990844727,102
98,Adina trichotoma,LAO,546.5361983667017,22.6474990844727,120
98,Adina trichotoma,MLY,546.5361983667017,22.6474990844727,152
98,Adina trichotoma,MOL,546.5361983667017,22.6474990844727,49
98,Adina trichotoma,MYA,546.5361983667017,22.6474990844727,174
98,Adina trichotoma,NWG,546.5361983667017,22.6474990844727,69
98,Adina trichotoma,PHI,546.5361983667017,22.6474990844727,93
98,Adina trichotoma,SUL,546.5361983667017,22.6474990844727,63
98,Adina trichotoma,SUM,546.5361983667017,22.6474990844727,99
98,Adina trichotoma,THA,546.5361983667017,22.6474990844727,205
98,Adina trichotoma,VIE,546.5361983667017,22.6474990844727,201
99,Funtumia africana,ANG,579.897622293833,24.4697494506836,77
99,Funtumia africana,BEN,579.897622293833,24.4697494506836,73
99,Funtumia africana,CAB,579.897622293833,24.4697494506836,37
99,Funtumia africana,CAF,579.897622293833,24.4697494506836,95
99,Funtumia africana,CMN,579.897622293833,24.4697494506836,125
99,Funtumia africana,CON,579.897622293833,24.4697494506836,102
99,Funtumia africana,GAB,579.897622293833,24.4697494506836,99
99,Funtumia africana,GAM,579.897622293833,24.4697494506836,29
99,Funtumia africana,GGI,579.897622293833,24.4697494506836,33
99,Funtumia africana,GHA,579.897622293833,24.4697494506836,85
99,Funtumia africana,GNB,579.897622293833,24.4697494506836,48
99,Funtumia africana,GUI,579.897622293833,24.4697494506836,89
99,Funtumia africana,IVO,579.897622293833,24.4697494506836,93
99,Funtumia africana,KEN,579.897622293833,24.4697494506836,85
99,Funtumia africana,LBR,579.897622293833,24.4697494506836,77
99,Funtumia africana,MLW,579.897622293833,24.4697494506836,70
99,Funtumia africana,MOZ,579.897622293833,24.4697494506836,82
99,Funtumia africana,NGA,579.897622293833,24.4697494506836,116
99,Funtumia africana,SEN,579.897622293833,24.4697494506836,55
99,Funtumia africana,SIE,579.897622293833,24.4697494506836,73
99,Funtumia africana,TAN,579.897622293833,24.4697494506836,109
99,Funtumia africana,TOG,579.897622293833,24.4697494506836,51
99,Funtumia africana,UGA,579.897622293833,24.4697494506836,76
99,Funtumia africana,ZAI,579.897622293833,24.4697494506836,136
99,Funtumia africana,ZIM,579.897622293833,24.4697494506836,63
100,Leptadenia arborea,ALG,291.57623069415365,28.0077495574951,26
100,Leptadenia arborea,BKN,291.57623069415365,28.0077495574951,46
100,Leptadenia arborea,CAF,291.57623069415365,28.0077495574951,95
100,Leptadenia arborea,CHA,291.57623069415365,28.0077495574951,37
100,Leptadenia arborea,CMN,291.57623069415365,28.0077495574951,125
100,Leptadenia arborea,DJI,291.57623069415365,28.0077495574951,14
100,Leptadenia arborea,EGY,291.57623069415365,28.0077495574951,15
100,Leptadenia arborea,ERI,291.57623069415365,28.0077495574951,21
100,Leptadenia arborea,ETH,291.57623069415365,28.0077495574951,47
100,Leptadenia arborea,MLI,291.57623069415365,28.0077495574951,41
100,Leptadenia arborea,MTN,291.57623069415365,28.0077495574951,14
100,Leptadenia arborea,NGA,291.57623069415365,28.0077495574951,116
100,Leptadenia arborea,NGR,291.57623069415365,28.0077495574951,16
100,Leptadenia arborea,SAU,291.57623069415365,28.0077495574951,28
100,Leptadenia arborea,SOM,291.57623069415365,28.0077495574951,34
100,Leptadenia arborea,SUD,291.57623069415365,28.0077495574951,72
100,Leptadenia arborea,YEM,291.57623069415365,28.0077495574951,27
101,Carapichea ipecacuanha,BZC,708.1148217374003,25.61500072479245,97
101,Carapichea ipecacuanha,BZE,708.1148217374003,25.61500072479245,101
101,Carapichea ipecacuanha,BZL,708.1148217374003,25.61500072479245,109
101,Carapichea ipecacuanha,BZN,708.1148217374003,25.61500072479245,145
101,Carapichea ipecacuanha,BZS,708.1148217374003,25.61500072479245,55
101,Carapichea ipecacuanha,CLM,708.1148217374003,25.61500072479245,138
101,Carapichea ipecacuanha,COS,708.1148217374003,25.61500072479245,84
101,Carapichea ipecacuanha,NIC,708.1148217374003,25.61500072479245,70
101,Carapichea ipecacuanha,PAN,708.1148217374003,25.61500072479245,89
102,Gentianella serotina,NZS,73.3710691823899,6.07450008392334,12
