,accepted_family,Genus,Animal_Richness
570,Apocynaceae,Maclaudia,590.0032733810375
571,Apocynaceae,Macoubea,768.7340101058197
572,Gentianaceae,Macrocarpaea,632.9685231794672
573,Rubiaceae,Macrocnemum,672.2591728286295
574,Apocynaceae,Macropharynx,675.6161991250972
575,Apocynaceae,Macroscepis,591.5637628539155
576,Rubiaceae,Macrosphyra,504.11278676728904
577,Rubiaceae,Maguireocharis,806.8513220396744
578,Rubiaceae,Maguireothamnus,824.0901659097615
579,Apocynaceae,Mahawoa,390.170454545455
580,Rubiaceae,Malanea,711.2927929407351
581,Apocynaceae,Malouetia,666.349590723912
582,Apocynaceae,Mandevilla,560.3036125948106
583,Rubiaceae,Manettia,570.6933291843293
584,Rubiaceae,Manostachya,622.0535066498934
585,Apocynaceae,Manothrix,774.474196689387
586,Rubiaceae,Mantalania,216.717628705148
587,Apocynaceae,Margaretta,606.7936455655935
588,Apocynaceae,Marsdenia,503.1129704463181
589,Rubiaceae,Martensianthus,494.50362321518077
590,Apocynaceae,Mascarenhasia,556.3458710571606
591,Rubiaceae,Maschalodesme,407.423690205011
592,Rubiaceae,Massularia,578.5164939477122
593,Rubiaceae,Mastixiodendron,252.7631616386812
594,Apocynaceae,Matelea,438.1600982309459
595,Rubiaceae,Mazaea,271.396226415094
596,Gentianaceae,Megacodon,430.82159454570774
597,Rubiaceae,Melanopsidium,679.8694770705849
598,Rubiaceae,Melanoxerus,216.717628705148
599,Apocynaceae,Melodinus,433.29407462456066
600,Rubiaceae,Mericarpaea,180.64301333907233
601,Rubiaceae,Merumea,824.0901659097615
602,Apocynaceae,Mesechites,580.428374101886
603,Gentianaceae,Metagentiana,471.2461839803782
604,Apocynaceae,Metastelma,496.5176714080038
605,Rubiaceae,Mexotis,505.65451147537044
606,Rubiaceae,Meyna,549.8983945835297
607,Rubiaceae,Micrasepalum,242.60255166217436
608,Apocynaceae,Micrechites,496.4147995930532
609,Apocynaceae,Microloma,375.53814223186697
610,Rubiaceae,Microphysa,205.25159985577577
611,Apocynaceae,Microplumeria,787.5820867523286
612,Gentianaceae,Microrphium,597.4955556750486
613,Apocynaceae,Minaria,650.3247989799221
614,Apocynaceae,Miraglossum,481.36771366517905
615,Rubiaceae,Mitchella,281.88614861580334
616,Rubiaceae,Mitracarpus,540.3622194507229
617,Rubiaceae,Mitragyna,532.8376209142782
618,Loganiaceae,Mitrasacme,435.4244408355236
619,Rubiaceae,Mitrasacmopsis,576.264109944944
620,Loganiaceae,Mitreola,473.36780757528084
621,Rubiaceae,Mitriostigma,521.5023922499705
622,Apocynaceae,Molongum,787.5820867523286
623,Rubiaceae,Molopanthera,679.8694770705849
624,Apocynaceae,Mondia,583.4677807124065
625,Apocynaceae,Monolluma,251.08123476208084
626,Rubiaceae,Monosalpinx,613.6680891785641
627,Apocynaceae,Monsanima,679.8694770705849
628,Rubiaceae,Morelia,523.9645762921407
629,Apocynaceae,Morilloa,679.8694770705849
630,Rubiaceae,Morinda,499.7693160021439
631,Rubiaceae,Morindopsis,605.6340392343972
632,Apocynaceae,Mortoniella,626.9557142857143
633,Gelsemiaceae,Mostuea,595.5142742564525
634,Apocynaceae,Motandra,568.0754077716695
635,Rubiaceae,Motleyothamnus,666.628571428571
636,Rubiaceae,Mouretia,599.3193992868974
637,Apocynaceae,Mucoa,757.3437079213892
638,Rubiaceae,Multidentia,558.7550026742898
639,Rubiaceae,Mussaenda,467.7073085897938
640,Rubiaceae,Mussaendopsis,612.3294870917238
641,Rubiaceae,Mycetia,502.0748701556351
642,Apocynaceae,Myriopteron,561.1724167484407
643,Rubiaceae,Myrmecodia,462.8163060513321
644,Rubiaceae,Myrmeconauclea,518.7637362637365
645,Rubiaceae,Myrmephytum,405.4507955029026
646,Rubiaceae,Nargedia,431.371428571429
647,Rubiaceae,Nauclea,510.52362523447084
648,Apocynaceae,Nautonia,609.911012881448
649,Rubiaceae,Neanotis,473.14827156817614
650,Gentianaceae,Neblinantha,806.8513220396744
651,Rubiaceae,Neblinathamnus,806.8513220396744
652,Rubiaceae,Nematostylis,216.717628705148
653,Rubiaceae,Nenax,365.47713608566505
654,Rubiaceae,Neobertiera,897.6303209999724
655,Rubiaceae,Neoblakea,752.3505719224685
656,Apocynaceae,Neobracea,229.448113207547
657,Apocynaceae,Neocouma,757.3437079213892
658,Rubiaceae,Neohymenopogon,561.3701854639517
659,Rubiaceae,Neolamarckia,516.6789775501082
660,Rubiaceae,Neomussaenda,618.769230769231
661,Rubiaceae,Neonauclea,429.1186109553929
662,Apocynaceae,Neoschumannia,637.4491195700983
663,Apocynaceae,Nephradenia,747.5713161438483
664,Apocynaceae,Nerium,219.86607882652842
665,Rubiaceae,Nernstia,340.612836438923
666,Rubiaceae,Nertera,405.4157522447972
667,Rubiaceae,Nesohedyotis,
668,Loganiaceae,Neuburgia,262.45853971536434
669,Rubiaceae,Neurocalyx,425.195007966012
670,Gentianaceae,Neurotheca,571.4684558013649
671,Rubiaceae,Nichallea,603.7303787427126
672,Rubiaceae,Nodocarpaea,271.396226415094
673,Rubiaceae,Normandia,156.882352941176
674,Loganiaceae,Norrisia,619.4764338949205
675,Rubiaceae,Nostolachma,602.8953823102642
676,Apocynaceae,Notechidnopsis,355.45306122449
677,Rubiaceae,Notopleura,585.8878115655892
678,Gentianaceae,Obolaria,282.3198074368345
679,Rubiaceae,Ochreinauclea,615.0414012897878
680,Apocynaceae,Ochrosia,339.698646828749
681,Rubiaceae,Octotropis,419.018587360595
682,Apocynaceae,Odontadenia,647.3922634908329
683,Rubiaceae,Oldenlandia,448.0650077423233
684,Rubiaceae,Oldenlandiopsis,395.21199382303234
685,Rubiaceae,Oligocodon,579.8402904580396
686,Rubiaceae,Omiltemia,489.298342541436
687,Apocynaceae,Oncinema,355.45306122449
688,Apocynaceae,Oncinotis,564.8611467543392
689,Rubiaceae,Opercularia,292.68600822091014
690,Apocynaceae,Ophionella,355.45306122449
691,Rubiaceae,Ophiorrhiza,423.19919546253186
692,Apocynaceae,Orbea,432.7089031781707
693,Gentianaceae,Oreonesion,662.9059523809519
694,Rubiaceae,Oreopolus,187.17525291109675
695,Apocynaceae,Oreosparte,595.209061771562
696,Loganiaceae,Orianthera,306.07113609325415
697,Apocynaceae,Orinoquia,747.619662363456
698,Gentianaceae,Ornichia,216.717628705148
699,Gentianaceae,Orphium,355.45306122449
700,Apocynaceae,Orthanthera,487.0540527165991
701,Apocynaceae,Orthopichonia,576.9771799681744
702,Apocynaceae,Orthosia,471.8878113765561
703,Rubiaceae,Osa,749.1513157894735
704,Rubiaceae,Otiophora,601.8694784003387
705,Rubiaceae,Otomeria,561.3361450468554
706,Rubiaceae,Ottoschmidtia,242.60255166217436
707,Rubiaceae,Oxyanthus,548.3603945303831
708,Rubiaceae,Oxyceros,528.8813980501169
709,Apocynaceae,Oxypetalum,544.0321268327334
710,Apocynaceae,Oxystelma,441.31351588827874
711,Apocynaceae,Pachycarpus,529.7206090193635
712,Apocynaceae,Pachypodium,482.9728110953594
713,Rubiaceae,Pachystylus,407.423690205011
714,Apocynaceae,Pacouria,794.108990980297
715,Rubiaceae,Paederia,503.02346354179855
716,Rubiaceae,Pagamea,770.1762024635125
717,Rubiaceae,Pagameopsis,806.8513220396744
718,Rubiaceae,Paganuccia,585.264757451783
719,Rubiaceae,Palicourea,554.559663376398
720,Apocynaceae,Papuahoya,407.423690205011
721,Apocynaceae,Papuechites,308.665875458408
722,Rubiaceae,Paracarphalea,216.717628705148
723,Rubiaceae,Paracephaelis,402.14094843236563
724,Rubiaceae,Parachimarrhis,760.5850564407002
725,Rubiaceae,Paracorynanthe,216.717628705148
726,Rubiaceae,Paragenipa,
727,Apocynaceae,Parahancornia,796.5633402666607
728,Rubiaceae,Parainvolucrella,623.2385016238504
729,Rubiaceae,Paraknoxia,648.1464819969392
730,Rubiaceae,Paralasianthus,469.27028496988135
731,Rubiaceae,Paranotis,309.87123660587076
732,Rubiaceae,Parapentas,590.4448309187683
733,Apocynaceae,Parapodium,443.93401155828906
734,Apocynaceae,Parepigynum,566.4567334239675
735,Apocynaceae,Parsonsia,397.099227834197
736,Rubiaceae,Patima,898.9201929792785
737,Apocynaceae,Pattalias,355.8012812756683
738,Rubiaceae,Pauridiantha,571.2187557735595
739,Rubiaceae,Pavetta,483.76283123473695
740,Rubiaceae,Payera,216.717628705148
741,Apocynaceae,Pectinaria,355.45306122449
742,Apocynaceae,Pentacyphus,706.7814863395305
743,Rubiaceae,Pentagonia,687.0146565678489
744,Apocynaceae,Pentalinon,386.09282197784495
745,Rubiaceae,Pentaloncha,643.0074090875764
746,Rubiaceae,Pentanisia,515.5580489008437
747,Rubiaceae,Pentanopsis,437.93796197659464
748,Rubiaceae,Pentas,496.0513543131149
749,Apocynaceae,Pentasacme,551.3168908022138
750,Apocynaceae,Pentatropis,328.50465612914195
751,Rubiaceae,Pentodon,497.85667229470494
752,Apocynaceae,Pentopetia,216.717628705148
753,Apocynaceae,Peplonia,651.3747151348615
754,Rubiaceae,Peponidium,216.717628705148
755,Rubiaceae,Perakanthus,720.0934080027359
756,Rubiaceae,Perama,747.8738517770427
757,Apocynaceae,Pergularia,395.9991725083127
758,Apocynaceae,Periglossum,503.3616182323336
759,Rubiaceae,Peripeplus,644.133333333333
760,Apocynaceae,Periploca,300.9761740146429
761,Apocynaceae,Peruviasclepias,666.628571428571
762,Apocynaceae,Pervillaea,136.358814352574
763,Apocynaceae,Petalostelma,596.5087749222248
764,Apocynaceae,Petchia,488.0098365734795
765,Rubiaceae,Petitiocodon,594.6424679897871
766,Apocynaceae,Phaeostemma,678.7621359351735
767,Rubiaceae,Phellocalyx,621.5655594771944
768,Apocynaceae,Pherotrichis,438.56282884779586
769,Rubiaceae,Phialanthus,237.74877583108716
770,Rubiaceae,Phialiphora,216.717628705148
771,Apocynaceae,Philibertia,386.2066117372919
772,Rubiaceae,Phuopsis,244.4476414939935
773,Loganiaceae,Phyllangium,282.2149505864721
774,Apocynaceae,Phyllanthera,548.0382151474554
775,Rubiaceae,Phyllis,112.333333333333
776,Rubiaceae,Phyllocrater,618.769230769231
777,Gentianaceae,Phyllocyclus,587.0433687338718
778,Rubiaceae,Phyllomelia,271.396226415094
779,Rubiaceae,Phyllopentas,551.0459948635034
780,Rubiaceae,Phylohydrax,464.2163058400762
781,Apocynaceae,Piaranthus,421.8368231164548
782,Rubiaceae,Picardaea,242.60255166217436
783,Apocynaceae,Picralima,597.5341202154349
784,Gentianaceae,Picrophloeus,523.6054858327251
785,Rubiaceae,Pimentelia,676.4020959509053
786,Rubiaceae,Pinarophyllon,520.073696289685
787,Rubiaceae,Pinckneya,299.08365684962064
788,Apocynaceae,Pinochia,451.22074922199124
789,Rubiaceae,Pitardella,573.5620019244417
790,Rubiaceae,Pittoniotis,615.2133380547352
791,Rubiaceae,Placocarpa,448.42970589069455
792,Rubiaceae,Planaltina,794.8492411517786
793,Rubiaceae,Platycarpum,785.9871002283247
794,Apocynaceae,Plectaneia,216.717628705148
795,Apocynaceae,Pleiocarpa,588.1300340597951
796,Apocynaceae,Pleioceras,583.116153173988
797,Rubiaceae,Pleiocoryne,573.5821163283989
798,Rubiaceae,Plocama,198.46078975539598
799,Rubiaceae,Plocaniophyllon,520.073696289685
800,Apocynaceae,Plumeria,474.02245546254943
801,Rubiaceae,Pogonopus,640.190787603946
802,Rubiaceae,Polysphaeria,504.228791605747
803,Apocynaceae,Polystemma,499.27269532177473
804,Rubiaceae,Polyura,631.2839579269989
805,Rubiaceae,Pomax,298.711169763518
806,Rubiaceae,Porterandia,609.2717747267598
807,Rubiaceae,Portlandia,227.4
808,Rubiaceae,Posoqueria,654.4224035210332
809,Gentianaceae,Potalia,751.1356544704037
810,Apocynaceae,Pottsia,568.4303418532182
811,Rubiaceae,Pouchetia,523.6325230735063
812,Rubiaceae,Praravinia,475.89930902430933
813,Gentianaceae,Prepusa,679.8694770705849
814,Apocynaceae,Prestonia,614.9455179093558
815,Rubiaceae,Preussiodora,551.5002420483663
816,Rubiaceae,Prismatomeris,544.4339641488572
817,Apocynaceae,Pruskortizia,730.4741502100179
818,Rubiaceae,Pseudaidia,425.195007966012
819,Rubiaceae,Pseudocoptosperma,216.717628705148
820,Rubiaceae,Pseudodiplospora,210.25
821,Rubiaceae,Pseudogalium,308.9875886363885
822,Rubiaceae,Pseudohamelia,749.043616177637
823,Apocynaceae,Pseudolachnostoma,702.8128986225697
824,Apocynaceae,Pseudolithos,244.83411266250974
825,Rubiaceae,Pseudomantalania,216.717628705148
826,Rubiaceae,Pseudomiltemia,489.5938353023385
827,Rubiaceae,Pseudomussaenda,543.3699910791938
828,Rubiaceae,Pseudonesohedyotis,622.083094555874
829,Rubiaceae,Pseudopyxis,350.2740820575175
830,Rubiaceae,Psychotria,480.13627393588393
831,Rubiaceae,Psydrax,458.65823912206076
832,Gelsemiaceae,Pteleocarpa,664.047104772086
833,Apocynaceae,Pteralyxia,68.0
834,Rubiaceae,Pteridocalyx,900.560669456067
835,Gentianaceae,Pterygocalyx,278.7711899011985
836,Apocynaceae,Ptycanthera,242.60255166217436
837,Rubiaceae,Pubistylus,210.25
838,Rubiaceae,Puffia,216.717628705148
839,Gentianaceae,Purdieanthus,749.043616177637
840,Apocynaceae,Pycnobotrya,598.7235675810771
841,Apocynaceae,Pycnorhachis,776.6875
842,Gentianaceae,Pycnosphaera,592.3135324240363
843,Rubiaceae,Pygmaeothamnus,536.5673423446547
844,Rubiaceae,Pyrostria,483.5622135163931
845,Apocynaceae,Quaqua,361.293420244352
846,Rubiaceae,Rachicallis,272.0994971749607
847,Rubiaceae,Ramonadoxa,271.396226415094
848,Rubiaceae,Ramosmania,
849,Rubiaceae,Randia,516.260015605325
850,Apocynaceae,Raphionacme,513.824924101972
851,Rubiaceae,Raritebe,702.2272405872965
852,Apocynaceae,Rauvolfia,526.057326105302
853,Rubiaceae,Razafimandimbisonia,216.717628705148
854,Rubiaceae,Remijia,757.6684249565618
855,Rubiaceae,Rennellia,663.9375470187631
856,Rubiaceae,Retiniphyllum,770.2475765700824
857,Apocynaceae,Rhabdadenia,553.9766695992134
858,Rubiaceae,Rhadinopus,407.423690205011
859,Rubiaceae,Rhaphidura,618.769230769231
860,Apocynaceae,Rhazya,190.83941793202692
861,Apocynaceae,Rhigospira,757.3437079213892
862,Rubiaceae,Rhodopentas,586.7585466775151
863,Apocynaceae,Rhyssolobium,361.293420244352
864,Apocynaceae,Rhytidocaulon,275.1503294446498
865,Apocynaceae,Rhytidostemma,799.8347279997262
866,Rubiaceae,Richardia,501.4768046909555
867,Apocynaceae,Richtersveldia,355.45306122449
868,Rubiaceae,Ridsdalea,533.8573937724417
869,Apocynaceae,Riocreuxia,573.6958571319882
870,Rubiaceae,Riodocea,679.8694770705849
871,Apocynaceae,Riparoampelos,757.3437079213892
872,Rubiaceae,Riqueuria,666.628571428571
873,Rubiaceae,Robbrechtia,216.717628705148
874,Rubiaceae,Robynsia,581.8961393039846
875,Gentianaceae,Rogersonanthus,715.4767772731743
876,Rubiaceae,Rogiera,533.6149688117811
877,Rubiaceae,Roigella,271.396226415094
878,Apocynaceae,Rojasia,510.35229959951636
879,Rubiaceae,Ronabea,704.4415980235369
880,Rubiaceae,Rondeletia,530.4173167330248
881,Gentianaceae,Roraimaea,806.8513220396744
882,Rubiaceae,Rosenbergiodendron,745.7997028996579
883,Rubiaceae,Rothmannia,539.2970449484864
884,Apocynaceae,Rotundanthus,579.073659131892
885,Rubiaceae,Rovaeanthus,523.8808575871482
886,Rubiaceae,Rubia,342.28073434952995
887,Rubiaceae,Rubovietnamia,489.8559873308015
888,Rubiaceae,Rudgea,654.1033330831835
889,Apocynaceae,Ruehssia,553.5586485244628
890,Rubiaceae,Rustia,655.0474116950827
891,Rubiaceae,Rutidea,571.3120799311395
892,Rubiaceae,Rytigynia,538.7549822027768
893,Apocynaceae,Saba,523.4591792844125
894,Gentianaceae,Sabatia,273.4669652475827
895,Rubiaceae,Sabicea,589.2770372613115
896,Gentianaceae,Saccifolium,806.8513220396744
897,Apocynaceae,Sacleuxia,602.209492063213
898,Rubiaceae,Sacosperma,565.8475638289136
899,Rubiaceae,Saldinia,216.717628705148
900,Rubiaceae,Salzmannia,648.817314643665
901,Rubiaceae,Saprosma,513.2790396353255
902,Apocynaceae,Sarcolobus,424.7103088968641
903,Apocynaceae,Sarcorrhiza,602.0672731054063
904,Gentianaceae,Schenkia,215.7348338793638
905,Gentianaceae,Schinziella,601.3260652830012
906,Rubiaceae,Schismatoclada,216.717628705148
907,Apocynaceae,Schistonema,666.628571428571
908,Loganiaceae,Schizacme,208.5632660394516
909,Rubiaceae,Schizenterospermum,216.717628705148
910,Rubiaceae,Schizocalyx,709.8133222338189
911,Rubiaceae,Schizocolea,581.493145572414
912,Apocynaceae,Schizoglossum,499.3119107558743
913,Rubiaceae,Schizomussaenda,587.0433687338718
914,Apocynaceae,Schizostephanus,511.8776621470514
915,Apocynaceae,Schizozygia,542.7793782940241
916,Apocynaceae,Schlechterella,531.661168492766
917,Rubiaceae,Schmidtottia,271.396226415094
918,Rubiaceae,Schradera,597.9898917726413
919,Apocynaceae,Schubertia,618.3009010090693
920,Gentianaceae,Schultesia,532.5823550389056
921,Rubiaceae,Schumanniophyton,591.8370442607534
922,Rubiaceae,Schwendenera,694.0208604025715
923,Rubiaceae,Scleromitrion,424.0219100040554
924,Rubiaceae,Scolosanthus,224.75127583108716
925,Rubiaceae,Scyphiphora,419.53970457366194
926,Rubiaceae,Scyphostachys,431.371428571429
927,Apocynaceae,Scyphostelma,718.8871518966571
928,Gentianaceae,Sebaea,464.7092593797407
929,Apocynaceae,Secamone,487.92642331908627
930,Apocynaceae,Secamonopsis,216.717628705148
931,Apocynaceae,Secondatia,715.9200724119972
932,Gentianaceae,Senaea,774.474196689387
933,Rubiaceae,Sericanthe,568.0205147728976
934,Rubiaceae,Seychellea,
935,Rubiaceae,Shaferocharis,271.396226415094
936,Rubiaceae,Shaolinchiana,409.72972972973
937,Rubiaceae,Sherardia,208.59530682774002
938,Rubiaceae,Sherbournia,570.9325416634956
939,Apocynaceae,Sicyocarpus,216.717628705148
940,Rubiaceae,Siemensia,271.396226415094
941,Rubiaceae,Simira,630.425733617662
942,Apocynaceae,Sindechites,434.6177699835995
943,Rubiaceae,Singaporandia,679.1397294397043
944,Gentianaceae,Sinogentiana,252.4423297330595
945,Apocynaceae,Sinomarsdenia,461.48329925017
946,Gentianaceae,Sinoswertia,227.22525820875845
947,Rubiaceae,Sipanea,723.5787066701607
948,Rubiaceae,Sipaneopsis,787.5820867523286
949,Gentianaceae,Sipapoantha,806.8513220396744
950,Rubiaceae,Siphonandrium,407.423690205011
951,Apocynaceae,Sisyranthus,510.75066977544316
952,Apocynaceae,Skytanthus,406.97950586472297
953,Apocynaceae,Socotrella,106.666666666667
954,Rubiaceae,Solenandra,455.5234780067312
955,Apocynaceae,Solenostemma,152.80092277509456
956,Rubiaceae,Sommera,605.7060397560591
957,Rubiaceae,Spermacoce,452.17134240618185
958,Rubiaceae,Spermadictyon,431.059514754624
959,Rubiaceae,Sphinctanthus,706.5883223566741
960,Loganiaceae,Spigelia,464.6682582273642
961,Apocynaceae,Spirolobium,657.7905104682578
962,Apocynaceae,Spongiosperma,737.0027544271923
963,Rubiaceae,Squamellaria,156.77272727272734
964,Rubiaceae,Stachyarrhena,755.735877122312
965,Rubiaceae,Staelia,577.2922697586819
966,Rubiaceae,Standleya,679.8694770705849
967,Apocynaceae,Stapelia,518.01451673299
968,Apocynaceae,Stapelianthus,216.717628705148
969,Apocynaceae,Stapeliopsis,361.293420244352
970,Apocynaceae,Stathmostelma,585.0742179699542
971,Rubiaceae,Steenisia,697.7283653846155
972,Apocynaceae,Stelmagonum,489.298342541436
973,Rubiaceae,Stenaria,283.1422207070261
974,Rubiaceae,Stenosepala,743.673123878292
975,Apocynaceae,Stenostelma,503.3616182323336
976,Rubiaceae,Stenostomum,569.3854145142196
977,Rubiaceae,Stenotis,307.21018045768267
978,Rubiaceae,Stephanococcus,618.8833679986581
979,Apocynaceae,Stephanostegia,216.717628705148
980,Apocynaceae,Stephanostema,622.083094555874
981,Apocynaceae,Stephanotis,486.6902133805982
982,Rubiaceae,Stevensia,228.20571428571452
983,Rubiaceae,Steyermarkia,520.073696289685
984,Rubiaceae,Stichianthus,618.769230769231
985,Apocynaceae,Stigmatorhynchus,494.608436910044
986,Rubiaceae,Stilpnophyllum,724.2512230292297
987,Apocynaceae,Stipecoma,679.3158998594336
988,Rubiaceae,Stipularia,544.0172830824628
989,Apocynaceae,Stomatostemma,597.2508822139035
990,Rubiaceae,Streblosa,603.7157478222572
991,Rubiaceae,Streblosiopsis,618.769230769231
992,Apocynaceae,Strempeliopsis,249.398113207547
993,Apocynaceae,Streptocaulon,569.8561812355958
994,Apocynaceae,Streptoechites,577.7189357167944
995,Apocynaceae,Strophanthus,522.311959169864
996,Rubiaceae,Strumpfia,321.8712939348022
997,Loganiaceae,Strychnos,520.0256598589945
998,Rubiaceae,Stylosiphonia,489.889328063241
999,Rubiaceae,Suberanthus,242.60255166217436
1000,Apocynaceae,Suberogerens,463.54310014015226
1001,Gentianaceae,Swertia,348.4927520364443
1002,Gentianaceae,Symbolanthus,737.2866306240616
1003,Gentianaceae,Symphyllophyton,731.7794280725774
1004,Rubiaceae,Synaptantha,298.711169763518
1005,Rubiaceae,Syringantha,340.612836438923
1006,Apocynaceae,Tabernaemontana,501.92235272073054
1007,Apocynaceae,Tabernanthe,592.5516659355609
1008,Apocynaceae,Tacazzea,533.7596218263471
1009,Gentianaceae,Tachia,792.5007469036984
1010,Gentianaceae,Tachiadenus,216.717628705148
1011,Rubiaceae,Tainus,228.20571428571452
1012,Apocynaceae,Talayotea,416.2237817141292
1013,Rubiaceae,Tamilnadia,566.0219996427071
1014,Rubiaceae,Tammsia,721.0972833232213
1015,Rubiaceae,Tamridaea,106.666666666667
1016,Rubiaceae,Tangshuia,409.72972972973
1017,Rubiaceae,Tapanhuacanga,742.4531202267797
1018,Gentianaceae,Tapeinostemon,775.4176114733513
1019,Rubiaceae,Tarenna,483.3047355040873
1020,Rubiaceae,Tarennella,216.717628705148
1021,Rubiaceae,Tarennoidea,512.1667870791913
1022,Apocynaceae,Tassadia,666.6651645513932
1023,Apocynaceae,Tavaresia,465.9400749846053
1024,Apocynaceae,Telectadium,637.821583010079
1025,Apocynaceae,Telosma,521.8770485000867
1026,Apocynaceae,Temnadenia,693.2681278969237
1027,Rubiaceae,Temnocalyx,622.083094555874
1028,Rubiaceae,Temnopteryx,661.876286815304
1029,Rubiaceae,Tennantia,496.07888264803006
1030,Rubiaceae,Tessiera,426.2239772340728
1031,Apocynaceae,Tetragonocarpus,422.92103948026
1032,Gentianaceae,Tetrapollinia,767.413155783406
1033,Rubiaceae,Thamnoldenlandia,216.717628705148
1034,Rubiaceae,Theligonum,217.9410932041001
1035,Apocynaceae,Thenardia,493.798834218274
1036,Apocynaceae,Thevetia,571.8205824281085
1037,Rubiaceae,Thiollierea,156.882352941176
1038,Rubiaceae,Thliphthisa,228.9811593261163
1039,Rubiaceae,Thogsennia,247.48382749326151
1040,Apocynaceae,Thoreauea,522.7724589419511
1041,Apocynaceae,Thyrsanthella,284.74585482159387
1042,Rubiaceae,Timonius,379.1378430547992
1043,Rubiaceae,Tinadendron,144.691176470588
1044,Apocynaceae,Tintinnabularia,527.8239459636222
1045,Rubiaceae,Tobagoa,683.30397753001
1046,Rubiaceae,Tocoyena,707.3430452906999
1047,Apocynaceae,Topea,553.8377812006989
1048,Rubiaceae,Tortuella,232.84
1049,Rubiaceae,Tournefortiopsis,640.956216559426
1050,Apocynaceae,Toxocarpus,496.2232438451715
1051,Apocynaceae,Trachelospermum,479.9035884596132
1052,Rubiaceae,Trailliaedoxa,461.48329925017
1053,Apocynaceae,Tressensia,371.322230841668
1054,Apocynaceae,Treutlera,603.8222417926027
1055,Rubiaceae,Triainolepis,555.093248914861
1056,Rubiaceae,Tricalysia,544.9659303045376
1057,Apocynaceae,Trichosandra,49.0
1058,Rubiaceae,Trichostachys,573.0322396552776
1059,Apocynaceae,Tridentea,421.8368231164548
1060,Rubiaceae,Triflorensia,328.4666082737313
1061,Gentianaceae,Tripterospermum,457.0840852120348
1062,Rubiaceae,Tromlyca,749.043616177637
1063,Apocynaceae,Tromotriche,361.293420244352
1064,Rubiaceae,Tulearia,216.717628705148
1065,Apocynaceae,Tweedia,318.300878850036
1066,Apocynaceae,Tylodontia,271.396226415094
1067,Rubiaceae,Uncaria,534.7885444577529
1068,Apocynaceae,Urceola,497.3365895023166
1069,Gentianaceae,Urogentias,622.083094555874
1070,Rubiaceae,Urophyllum,505.5365622253652
1071,Loganiaceae,Usteria,553.8603790619673
1072,Gentianaceae,Utania,492.3430656149589
1073,Apocynaceae,Vahadenia,578.3877394092644
1074,Apocynaceae,Vailia,679.08138438552
1075,Rubiaceae,Valantia,195.99009980976447
1076,Apocynaceae,Vallaris,513.2625726298581
1077,Apocynaceae,Vallesia,459.9428962831393
1078,Rubiaceae,Vangueria,519.6478903482763
1079,Rubiaceae,Vangueriella,567.2617679611843
1080,Rubiaceae,Vangueriopsis,589.2225084296513
1081,Gentianaceae,Veratrilla,391.4625228863403
1082,Rubiaceae,Vidalasia,587.6821626570958
1083,Rubiaceae,Villaria,418.758241758242
1084,Apocynaceae,Vinca,221.0207318305963
1085,Apocynaceae,Vincetoxicum,353.0146450382069
1086,Rubiaceae,Virectaria,573.298576339573
1087,Apocynaceae,Voacanga,526.0642222084813
1088,Gentianaceae,Voyria,573.2658198161778
1089,Gentianaceae,Voyriella,804.5850887239756
1090,Apocynaceae,Vulcanoa,520.073696289685
1091,Rubiaceae,Wandersong,233.40191374663078
1092,Rubiaceae,Warszewiczia,702.8160452381209
1093,Rubiaceae,Wendlandia,444.5342524698491
1094,Apocynaceae,White-sloanea,283.817663817664
1095,Apocynaceae,Willughbeia,563.0551713755432
1096,Rubiaceae,Wittmackanthus,759.8727720810265
1097,Apocynaceae,Woodia,537.2211445342795
1098,Apocynaceae,Wrightia,489.81604038005605
1099,Rubiaceae,Xanthophytum,492.5693168543385
1100,Rubiaceae,Xantonneopsis,671.430167597765
1101,Gentianaceae,Xestaea,603.3909927691731
1102,Apocynaceae,Xysmalobium,524.1264210932459
1103,Gentianaceae,Yanomamua,866.082981715893
1104,Gentianaceae,Zeltnera,399.12927450750016
1105,Gentianaceae,Zonanthus,271.396226415094
1106,Rubiaceae,Zuccarinia,662.5753630463887
1107,Apocynaceae,Zygostelma,637.821583010079
1108,Gentianaceae,Zygostigma,511.0834876241553
1109,Apocynaceae,× Duvaliaranthus,355.45306122449
1110,Rubiaceae,× Galiasperula,279.30701754386
1111,Apocynaceae,× Hoodiapelia,355.45306122449
1112,Apocynaceae,× Hoodiorbea,361.293420244352
1113,Apocynaceae,× Hoodiotriche,367.133779264214
1114,Apocynaceae,× Orbelia,506.34200405335355
1115,Apocynaceae,× Staparesia,565.540322580645
1116,Apocynaceae,× Stapvalia,355.45306122449
1117,Apocynaceae,× Tridentapelia,355.45306122449
